date,catering,Fotógrafo de bodas,publicidad,Maquillaje para novias,Eventos Musicales,Pastelería,bodas,fotografia,limusina,ramos de flores,coches deportivos,Dj,Joyeria,Floristería,modista,Registradores,tarta boda,Maquilladora a Domicilio,organizacion de eventos,Peluquero,Mago,Maquillaje,peinados para boda
2018-01-07,9.479284642271748,0.0,16.804186411299916,0.0,0.0,0.0,28.881193873457935,25.27104463927569,0.0,2.4883960804538425,2.4883960804538425,13.437338834450749,8.958225889633832,2.4883960804538425,0.0,4.479112944816916,0.0,0.0,0.0,0.0,13,20,0
2018-01-14,23.69821160567937,0.0,21.543828732435788,0.0,0.0,0.0,38.508258497943906,28.881193873457935,2.9860752965446107,2.9860752965446107,0.0,17.418772563176898,8.958225889633832,5.474471376998453,2.9860752965446107,2.9860752965446107,0.0,0.0,0.0,8.460546673543064,4,17,0
2018-01-21,18.52769270989478,0.0,14.21892696340762,0.0,0.0,0.0,46.931940044369135,37.30487541988316,2.4883960804538425,0.0,2.4883960804538425,20.902527075812277,5.972150593089221,2.4883960804538425,0.0,2.4883960804538425,0.0,0.0,2.4883960804538425,2.4883960804538425,7,21,0
2018-01-28,14.21892696340762,0.0,14.21892696340762,0.0,0.0,0.0,58.965770824976616,15.643980014789713,2.4883960804538425,2.4883960804538425,0.0,24.386281588447655,6.9675090252707585,2.4883960804538425,2.4883960804538425,2.4883960804538425,0.0,0.0,2.4883960804538425,2.4883960804538425,12,31,0
2018-02-04,7.755778343676885,0.0,23.69821160567937,0.0,0.0,6.016915390303735,36.101492341822414,24.06766156121494,2.4883960804538425,0.0,0.0,13.437338834450749,7.465188241361528,0.0,2.4883960804538425,10.948942753996906,0.0,0.0,0.0,4.976792160907685,8,57,0
2018-02-11,15.51155668735377,0.0,20.682075583138356,0.0,0.0,0.0,46.931940044369135,37.30487541988316,2.4883960804538425,5.474471376998453,0.0,6.9675090252707585,9.455905105724602,2.4883960804538425,2.4883960804538425,3.981433728726148,0.0,0.0,0.0,2.4883960804538425,2,16,0
2018-02-18,18.096816135246062,0.0,30.161360225410107,0.0,0.0,0.0,30.08457695151868,9.627064624485977,2.4883960804538425,2.4883960804538425,2.4883960804538425,17.916451779267664,6.9675090252707585,2.4883960804538425,0.0,4.976792160907685,0.0,0.0,0.0,0.0,2,19,0
2018-02-25,12.064544090164041,0.0,21.543828732435788,0.0,0.0,0.0,61.37253698109811,31.287960029579427,0.0,0.0,0.0,8.460546673543064,9.455905105724602,0.0,4.976792160907685,2.4883960804538425,0.0,0.0,0.0,5.474471376998453,6,15,0
2018-03-04,6.032272045082021,0.0,21.543828732435788,0.0,0.0,6.016915390303735,56.55900466885511,24.06766156121494,2.4883960804538425,2.4883960804538425,0.0,17.418772563176898,7.465188241361528,0.0,2.4883960804538425,2.4883960804538425,0.0,0.0,2.4883960804538425,3.981433728726148,8,5,0
2018-03-11,19.38944585919221,0.0,9.910161216920466,0.0,0.0,6.016915390303735,40.915024654065405,46.931940044369135,2.4883960804538425,4.976792160907685,0.0,14.432697266632285,4.976792160907685,2.4883960804538425,0.0,6.46982980917999,0.0,0.0,2.4883960804538425,2.4883960804538425,7,15,0
