date,fleur mariage,animation mariage,agence de mariage,Traiteur Mariage,maquilleuse professionnelle,photo mariage,costume sur mesure
2018-01-07,13,13,0,54,0,16,12
2018-01-14,26,0,0,26,0,23,0
2018-01-21,13,13,0,13,0,23,12
2018-01-28,0,0,0,0,0,12,0
2018-02-04,0,13,0,26,0,11,11
2018-02-11,13,0,0,13,0,11,0
2018-02-18,14,14,0,14,0,12,12
2018-02-25,41,14,0,0,0,24,12
2018-03-04,13,13,0,20,0,23,18
2018-03-11,13,13,0,0,0,12,0
2018-03-18,13,0,0,13,0,35,12
2018-03-25,13,27,0,13,0,23,12
2018-04-01,14,0,0,14,0,19,0
2018-04-08,13,0,0,13,0,12,12
2018-04-15,15,15,0,0,0,19,13
2018-04-22,29,14,0,22,0,44,0
2018-04-29,0,0,0,0,0,29,0
2018-05-06,14,0,0,0,0,29,0
2018-05-13,20,14,0,14,0,63,12
2018-05-20,43,0,0,0,0,100,13
2018-05-27,14,14,0,0,0,20,12
2018-06-03,13,20,0,0,0,40,0
2018-06-10,32,0,0,0,0,19,0
2018-06-17,14,0,0,21,0,18,12
2018-06-24,0,0,0,0,0,25,0
2018-07-01,0,0,0,0,0,16,0
2018-07-08,14,0,0,14,0,21,0
2018-07-15,22,0,0,15,0,21,0
2018-07-22,30,0,0,22,0,39,0
2018-07-29,0,0,0,22,0,17,0
2018-08-05,0,0,0,15,0,22,0
2018-08-12,0,15,0,15,0,13,0
2018-08-19,15,22,0,15,0,26,0
2018-08-26,0,15,0,29,0,19,13
2018-09-02,21,14,0,14,0,29,0
2018-09-09,0,14,0,0,0,12,0
2018-09-16,14,14,0,14,0,16,0
2018-09-23,0,14,0,14,0,29,0
2018-09-30,28,0,0,49,0,0,0
2018-10-07,14,14,0,14,0,20,24
2018-10-14,56,0,0,28,0,28,0
2018-10-21,14,0,0,22,0,17,0
2018-10-28,14,14,0,0,0,25,0
2018-11-04,13,0,0,0,0,20,0
2018-11-11,0,0,0,27,0,18,12
2018-11-18,0,0,0,0,0,12,0
2018-11-25,14,14,0,14,0,30,0
2018-12-02,13,13,0,0,0,16,0
2018-12-09,0,0,0,0,0,12,12
2018-12-16,14,0,0,0,0,12,0
2018-12-23,0,0,0,0,0,14,14
2018-12-30,15,0,0,0,0,26,13
2019-01-06,27,14,0,14,0,16,12
2019-01-13,13,0,0,0,0,39,0
2019-01-20,13,0,0,13,0,23,17
2019-01-27,13,13,0,13,0,11,11
2019-02-03,0,20,0,26,0,17,0
2019-02-10,0,0,0,13,0,18,24
2019-02-17,14,14,0,14,0,24,12
2019-02-24,14,14,0,14,0,12,12
2019-03-03,0,0,0,14,0,18,0
2019-03-10,0,13,0,20,0,16,0
2019-03-17,14,14,0,14,0,32,0
2019-03-24,0,0,0,27,0,12,0
2019-03-31,20,0,0,13,0,0,0
2019-04-07,27,13,0,13,0,23,24
2019-04-14,19,12,0,13,0,11,22
2019-04-21,26,13,0,26,0,11,0
2019-04-28,21,0,0,0,0,25,12
2019-05-05,0,13,0,26,0,23,0
2019-05-12,13,13,0,0,0,16,24
2019-05-19,13,13,0,13,0,11,0
2019-05-26,20,0,0,13,0,15,0
2019-06-02,13,0,0,13,0,22,11
2019-06-09,13,12,0,0,0,40,0
2019-06-16,13,19,0,19,0,49,11
2019-06-23,13,0,0,20,0,12,0
2019-06-30,13,13,0,13,0,23,12
2019-07-07,40,13,0,13,0,15,12
2019-07-14,28,27,0,14,0,16,0
2019-07-21,0,13,0,13,0,30,0
2019-07-28,41,28,0,21,0,24,0
2019-08-04,13,0,0,0,0,28,11
2019-08-11,0,12,0,12,0,16,0
2019-08-18,0,0,0,26,0,26,11
2019-08-25,13,0,0,13,0,46,0
2019-09-01,0,0,0,19,0,23,11
2019-09-08,12,24,0,12,0,21,0
2019-09-15,12,12,0,12,0,18,11
2019-09-22,12,0,0,25,0,11,11
2019-09-29,12,0,0,0,0,28,21
2019-10-06,11,11,0,33,0,14,10
2019-10-13,16,0,0,11,0,22,9
2019-10-20,11,11,0,11,0,13,0
2019-10-27,23,0,0,11,0,13,0
2019-11-03,0,0,0,17,0,10,10
2019-11-10,11,0,0,11,0,17,0
2019-11-17,0,0,0,11,0,19,0
2019-11-24,10,0,0,0,0,18,0
2019-12-01,10,0,0,0,0,13,0
2019-12-08,15,0,0,10,0,27,9
2019-12-15,0,0,0,10,0,9,0
2019-12-22,0,0,0,0,0,20,0
2019-12-29,11,11,0,28,0,20,10
2020-01-05,10,0,0,30,0,9,0
2020-01-12,10,0,0,30,0,13,0
2020-01-19,10,0,0,20,0,26,0
2020-01-26,0,10,0,40,0,9,9
2020-02-02,21,0,0,10,0,9,0
2020-02-09,11,0,0,21,0,0,0
2020-02-16,21,0,0,26,0,14,0
2020-02-23,0,10,0,10,0,17,0
2020-03-01,9,9,0,9,0,11,0
2020-03-08,10,0,0,10,0,9,0
2020-03-15,9,0,0,9,0,8,0
2020-03-22,0,0,0,9,0,8,8
2020-03-29,9,0,0,0,0,16,0
2020-04-05,0,0,0,9,0,16,8
2020-04-12,27,0,0,13,0,8,0
2020-04-19,9,0,0,0,0,15,8
2020-04-26,0,0,0,24,0,18,7
2020-05-03,0,0,0,17,0,8,8
2020-05-10,0,9,0,0,0,8,0
