date,fleur mariage,animation mariage,agence de mariage,Traiteur Mariage,maquilleuse professionnelle,photo mariage,costume sur mesure
2018-01-07,0,14,0,28,0,28,14
2018-01-14,14,14,0,34,0,20,14
2018-01-21,14,28,0,21,0,28,21
2018-01-28,23,14,0,19,14,14,14
2018-02-04,14,0,0,14,0,42,0
2018-02-11,29,0,0,19,0,48,14
2018-02-18,44,15,0,29,0,22,15
2018-02-25,23,0,0,14,14,28,14
2018-03-04,28,14,0,33,0,21,14
2018-03-11,14,14,0,0,0,57,14
2018-03-18,14,15,0,14,0,19,0
2018-03-25,21,0,0,14,0,21,0
2018-04-01,29,0,0,29,0,22,0
2018-04-08,15,15,0,15,0,14,14
2018-04-15,15,0,0,15,0,31,15
2018-04-22,0,23,0,14,0,18,14
2018-04-29,20,27,0,20,0,27,27
2018-05-06,0,14,0,14,0,19,0
2018-05-13,24,14,0,24,0,80,28
2018-05-20,29,14,0,14,0,100,14
2018-05-27,14,14,0,28,14,23,0
2018-06-03,41,0,0,14,0,23,14
2018-06-10,13,0,0,19,13,26,0
2018-06-17,28,14,0,14,14,28,14
2018-06-24,14,21,0,0,0,19,14
2018-07-01,13,0,0,20,13,33,0
2018-07-08,41,0,0,14,0,20,14
2018-07-15,20,0,0,18,0,45,0
2018-07-22,13,13,0,27,0,34,27
2018-07-29,27,13,0,0,0,31,0
2018-08-05,38,13,0,26,0,38,0
2018-08-12,17,0,0,26,0,30,13
2018-08-19,26,13,0,20,0,31,0
2018-08-26,14,27,0,23,0,41,0
2018-09-02,27,14,0,18,14,48,14
2018-09-09,14,0,0,0,0,37,0
2018-09-16,21,0,0,14,0,21,14
2018-09-23,14,14,0,14,0,28,0
2018-09-30,14,14,0,19,0,28,14
2018-10-07,0,15,0,29,0,24,15
2018-10-14,14,22,0,29,14,36,0
2018-10-21,20,0,0,22,0,37,0
2018-10-28,0,14,0,0,0,21,0
2018-11-04,20,0,0,41,0,32,0
2018-11-11,35,0,0,14,0,14,21
2018-11-18,0,14,0,0,0,41,14
2018-11-25,14,0,0,0,0,28,28
2018-12-02,14,0,0,14,0,28,0
2018-12-09,14,14,0,14,0,28,0
2018-12-16,29,0,0,14,14,14,0
2018-12-23,16,16,0,16,16,16,32
2018-12-30,0,15,0,15,0,15,0
2019-01-06,14,0,0,28,0,21,0
2019-01-13,0,14,0,35,0,55,14
2019-01-20,20,27,0,18,0,27,0
2019-01-27,13,0,0,20,0,13,0
2019-02-03,21,0,0,14,0,23,0
2019-02-10,37,15,0,0,0,52,0
2019-02-17,22,0,0,15,15,15,30
2019-02-24,15,0,0,31,0,39,0
2019-03-03,24,0,0,14,14,14,0
2019-03-10,14,14,0,14,0,21,14
2019-03-17,43,0,0,22,14,14,0
2019-03-24,14,0,0,21,0,18,0
2019-03-31,12,12,0,21,0,25,0
2019-04-07,20,24,0,12,0,36,0
2019-04-14,19,0,0,19,13,50,25
2019-04-21,12,12,0,12,12,37,12
2019-04-28,0,12,0,23,0,35,0
2019-05-05,27,24,0,12,12,55,23
2019-05-12,29,12,0,23,0,16,12
2019-05-19,19,12,0,29,0,23,0
2019-05-26,18,12,0,20,12,44,12
2019-06-02,11,0,0,22,0,58,22
2019-06-09,22,0,0,17,0,63,0
2019-06-16,23,12,0,16,0,47,12
2019-06-23,17,23,0,12,0,39,0
2019-06-30,11,22,0,19,11,44,11
2019-07-07,11,11,0,16,11,26,11
2019-07-14,22,11,0,45,0,15,11
2019-07-21,36,0,0,24,0,12,0
2019-07-28,25,16,0,12,12,29,12
2019-08-04,24,0,0,18,0,24,0
2019-08-11,19,11,0,19,0,27,0
2019-08-18,18,12,0,36,0,18,12
2019-08-25,19,11,0,17,0,53,11
2019-09-01,12,17,0,15,11,52,0
2019-09-08,15,0,0,19,11,45,0
2019-09-15,21,11,0,37,0,36,0
2019-09-22,21,11,0,14,0,32,0
2019-09-29,11,0,0,31,0,21,0
2019-10-06,29,11,0,23,11,15,0
2019-10-13,11,11,0,12,11,23,11
2019-10-20,23,11,0,17,0,42,12
2019-10-27,0,11,0,15,0,26,0
2019-11-03,10,10,0,11,0,35,16
2019-11-10,16,0,0,11,0,43,11
2019-11-17,12,11,0,19,0,11,12
2019-11-24,11,0,0,11,11,17,0
2019-12-01,23,0,0,17,11,27,11
2019-12-08,22,0,0,11,11,22,11
2019-12-15,11,11,0,22,0,11,0
2019-12-22,12,24,0,12,0,24,12
2019-12-29,23,16,0,16,12,12,12
2020-01-05,14,0,0,11,0,25,11
2020-01-12,24,10,0,10,10,16,0
2020-01-19,11,0,0,11,11,21,11
2020-01-26,11,21,0,11,11,25,0
2020-02-02,11,22,0,11,0,16,0
2020-02-09,18,11,0,11,11,21,0
2020-02-16,36,11,0,16,0,21,0
2020-02-23,14,0,0,16,0,11,11
2020-03-01,16,10,0,26,0,14,10
2020-03-08,20,10,0,20,10,14,10
2020-03-15,10,0,0,10,0,15,10
2020-03-22,14,0,0,10,0,19,0
2020-03-29,10,10,0,10,0,13,0
2020-04-05,0,9,0,0,0,28,0
2020-04-12,19,9,0,9,9,9,9
2020-04-19,0,0,0,19,19,13,9
2020-04-26,23,18,0,14,0,15,0
2020-05-03,14,0,0,9,0,15,9
2020-05-10,0,0,0,14,10,19,0
