date,musica dj,fiori matrimonio,Torta matrimonio,Trucco sposa,bomboniere matrimonio,film matrimonio,ristorante matrimonio,Wedding planner,abiti da cerimonia,foto matrimonio,location matrimoni,gruppo musicale
2019-04-07,0.0,0.0,0.0,0.0,0.0,10.870695553021665,0.0,0.0,69,0,17,0
2019-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.020296465222348,81,0,0,36
2019-04-21,0.0,11.033723380751445,0.0,0.0,0.0,11.510148232611174,11.510148232611174,11.510148232611174,36,18,18,18
2019-04-28,0.0,10.420738748487475,0.0,0.0,0.0,0.0,0.0,10.870695553021665,51,34,17,17
2019-05-05,0.0,0.0,0.0,10.420738748487475,0.0,0.0,0.0,0.0,60,0,17,0
2019-05-12,0.0,0.0,0.0,0.0,0.0,0.0,10.55096921322691,10.55096921322691,33,0,0,33
2019-05-19,0.0,10.114246432355491,0.0,10.114246432355491,0.0,0.0,0.0,0.0,84,17,17,17
2019-05-26,0.0,0.0,0.0,9.501261800091521,0.0,0.0,0.0,0.0,39,0,0,31
2019-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.190421892816419,27,18,0,0
2019-06-09,0.0,11.033723380751445,0.0,0.0,22.700570125427593,22.700570125427593,11.510148232611174,11.510148232611174,45,0,18,0
2019-06-16,0.0,0.0,0.0,10.420738748487475,10.870695553021665,0.0,0.0,10.870695553021665,35,0,0,0
2019-06-23,0.0,0.0,0.0,10.420738748487475,10.870695553021665,21.74139110604333,0.0,0.0,52,34,17,17
2019-06-30,0.0,0.0,0.0,0.0,0.0,0.0,10.870695553021665,0.0,26,17,17,17
2019-07-07,0.0,19.309015916315026,0.0,0.0,0.0,0.0,0.0,20.142759407069555,80,32,0,40
2019-07-14,0.0,10.114246432355491,0.0,10.114246432355491,31.972633979475486,0.0,10.55096921322691,0.0,50,17,0,33
2019-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.870695553021665,42,0,17,17
2019-07-28,0.0,0.0,0.0,0.0,10.55096921322691,0.0,0.0,10.55096921322691,58,16,33,17
2019-08-04,0.0,9.807754116223506,0.0,0.0,0.0,0.0,0.0,0.0,64,0,0,24
2019-08-11,0.0,9.194769483959536,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0,15
2019-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,14,14,62
2019-08-25,0.0,0.0,0.0,8.275292535563583,0.0,0.0,8.63261117445838,0.0,14,0,14,14
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.591790193842645,22,15,15,37
2019-09-08,0.0,0.0,0.0,0.0,0.0,10.231242873432155,10.231242873432155,0.0,24,0,0,16
2019-09-15,0.0,0.0,0.0,9.194769483959536,9.591790193842645,0.0,0.0,0.0,38,23,0,15
2019-09-22,0.0,0.0,0.0,0.0,9.591790193842645,19.18358038768529,0.0,0.0,15,15,0,30
2019-09-29,0.0,0.0,0.0,0.0,9.591790193842645,0.0,0.0,0.0,30,0,15,30
2019-10-06,0.0,9.501261800091521,0.0,0.0,0.0,0.0,0.0,19.8230330672748,23,0,0,31
2019-10-13,0.0,0.0,0.0,0.0,0.0,19.503306727480044,0.0,0.0,46,16,0,15
2019-10-20,0.0,0.0,0.0,9.194769483959536,0.0,0.0,0.0,19.18358038768529,15,15,0,23
2019-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.591790193842645,0,15,15,23
2019-11-03,0.0,0.0,0.0,0.0,8.63261117445838,0.0,8.63261117445838,0.0,14,0,14,14
2019-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,14,43
2019-11-17,0.0,0.0,0.0,0.0,0.0,9.272063854047891,0.0,0.0,15,30,0,0
2019-11-24,0.0,8.581784851695566,0.0,0.0,8.952337514253136,0.0,0.0,0.0,0,14,14,29
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.816191562143672,30,0,0,15
2019-12-08,0.0,0.0,0.0,0.0,9.591790193842645,9.591790193842645,0.0,0.0,15,0,0,38
2019-12-15,0.0,0.0,0.0,9.194769483959536,9.591790193842645,9.9115165336374,0.0,9.591790193842645,15,15,15,31
2019-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,33,17,16
2019-12-29,0.0,0.0,0.0,0.0,0.0,9.9115165336374,0.0,9.9115165336374,23,15,0,0
2020-01-05,0.0,0.0,0.0,0.0,9.272063854047891,9.272063854047891,0.0,0.0,0,0,0,44
2020-01-12,0.0,0.0,0.0,0.0,8.63261117445838,0.0,0.0,0.0,27,14,0,14
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,28,14,14
2020-01-26,0.0,0.0,0.0,0.0,8.63261117445838,0.0,0.0,0.0,20,14,0,0
2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,8.312884834663626,0.0,40,0,13,27
2020-02-09,0.0,0.0,0.0,0.0,0.0,8.63261117445838,0.0,8.63261117445838,21,0,28,28
2020-02-16,0.0,0.0,0.0,0.0,0.0,17.26522234891676,0.0,0.0,21,28,14,14
2020-02-23,0.0,0.0,0.0,0.0,16.62576966932725,0.0,0.0,16.62576966932725,20,0,13,13
2020-03-01,0.0,7.968800219431598,0.0,0.0,0.0,8.312884834663626,0.0,0.0,52,0,0,19
2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,12,0,24
2020-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,0,12
2020-03-22,0.0,0.0,0.0,0.0,0.0,0.0,7.353705815279361,0.0,12,23,0,17
2020-03-29,0.0,0.0,0.0,0.0,7.353705815279361,0.0,7.353705815279361,0.0,0,24,12,12
2020-04-05,0.0,0.0,0.0,0.0,7.993158494868871,16.306043329532496,0.0,7.993158494868871,26,0,0,32
2020-04-12,0.0,7.662307903299613,0.0,0.0,0.0,0.0,0.0,15.986316989737743,0,0,13,39
2020-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,24
2020-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,25,0
2020-05-03,0.0,0.0,0.0,0.0,0.0,7.993158494868871,7.993158494868871,0.0,0,13,13,13
2020-05-10,0.0,0.0,0.0,8.888277167827551,0.0,0.0,0.0,0.0,15,0,0,0
