date,catering,publicidad,Maquillaje para novias,Eventos Musicales,Pastelería,fotografia,Dj,limusina,ramos de flores,coches deportivos,Joyeria,Floristería,modista,Registradores,tarta boda,Maquilladora a Domicilio,organizacion de eventos,Peluquero,Mago,Maquillaje,peinados para boda
2018-01-07,0.0,28.3502538104347,0.0,0.0,0.0,29.316064748114332,34.34167584779108,0.0,0.0,0.0,0.0,0.0,0.0,5.1576158940397345,0.0,0.0,0.0,0.0,12,17,0
2018-01-14,12.371019844553324,43.81402861612636,0.0,0.0,0.0,22.615249948545344,25.128055498383716,5.730684326710817,0.0,0.0,5.1576158940397345,0.0,0.0,5.1576158940397345,0.0,0.0,0.0,0.0,11,19,0
2018-01-21,11.855560684363603,18.04107060664026,0.0,0.0,0.0,19.26484254876085,24.290453648437595,0.0,5.730684326710817,0.0,7.449889624724062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,12,0
2018-01-28,12.371019844553324,24.22658052891692,0.0,0.0,0.0,19.26484254876085,14.239231449084105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.034437086092714,12,19,0
2018-02-04,11.855560684363603,11.855560684363603,0.0,0.0,0.0,14.239231449084105,23.452851798491466,0.0,0.0,0.0,5.1576158940397345,0.0,0.0,0.0,0.0,0.0,0.0,5.730684326710817,12,82,0
2018-02-11,12.371019844553324,12.371019844553324,0.0,0.0,0.0,15.07683329903023,29.316064748114332,0.0,0.0,0.0,10.315231788079469,5.1576158940397345,0.0,0.0,0.0,0.0,0.0,0.0,6,27,0
2018-02-18,0.0,24.742039689106647,0.0,0.0,0.0,30.15366659806046,44.39289804714457,0.0,0.0,0.0,8.022958057395144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,15,0
2018-02-25,11.855560684363603,11.855560684363603,0.0,0.0,14.239231449084105,24.290453648437595,14.239231449084105,0.0,11.461368653421633,0.0,5.1576158940397345,0.0,5.1576158940397345,0.0,0.0,0.0,0.0,0.0,6,9,0
2018-03-04,12.371019844553324,24.742039689106647,0.0,0.0,0.0,22.615249948545344,15.07683329903023,0.0,0.0,0.0,5.1576158940397345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,9,0
2018-03-11,0.0,20.618366407588873,0.0,0.0,15.07683329903023,15.07683329903023,30.15366659806046,5.730684326710817,0.0,0.0,5.1576158940397345,5.1576158940397345,5.1576158940397345,5.1576158940397345,0.0,0.0,0.0,5.730684326710817,12,16,0
