date,fleur mariage,animation mariage,agence de mariage,Traiteur Mariage,maquilleuse professionnelle,photo mariage,costume sur mesure
2018-01-07,9,0,0,15,0,9,9
2018-01-14,12,0,0,9,0,24,0
2018-01-21,9,9,0,18,0,32,9
2018-01-28,14,9,0,9,0,12,9
2018-02-04,14,9,0,18,0,23,14
2018-02-11,14,9,0,28,0,9,9
2018-02-18,14,9,0,9,0,16,0
2018-02-25,14,9,0,14,0,22,9
2018-03-04,15,0,0,18,0,9,18
2018-03-11,9,0,0,12,0,21,9
2018-03-18,31,0,0,18,0,27,9
2018-03-25,22,0,0,13,0,18,9
2018-04-01,18,9,0,14,0,24,15
2018-04-08,18,18,0,14,0,18,0
2018-04-15,10,10,0,10,0,25,10
2018-04-22,13,9,0,14,0,19,9
2018-04-29,20,10,0,10,0,34,0
2018-05-06,10,0,0,39,0,29,0
2018-05-13,18,0,0,12,0,52,9
2018-05-20,9,0,0,9,0,100,0
2018-05-27,9,9,0,18,0,24,0
2018-06-03,9,0,0,18,0,25,9
2018-06-10,18,9,0,18,0,32,0
2018-06-17,18,0,0,9,0,42,9
2018-06-24,22,9,0,9,0,31,0
2018-07-01,18,0,0,19,0,18,18
2018-07-08,10,9,0,10,0,29,0
2018-07-15,21,0,0,10,0,14,0
2018-07-22,14,0,0,15,0,24,0
2018-07-29,24,21,0,16,0,21,0
2018-08-05,27,0,0,11,0,39,0
2018-08-12,22,11,0,11,0,22,0
2018-08-19,10,11,0,10,0,24,0
2018-08-26,10,0,0,24,0,29,0
2018-09-02,19,10,0,19,0,22,9
2018-09-09,9,0,0,16,0,19,0
2018-09-16,9,0,0,19,0,22,9
2018-09-23,15,9,0,9,0,22,0
2018-09-30,9,9,0,9,0,15,9
2018-10-07,19,9,0,14,0,16,0
2018-10-14,28,9,0,9,0,19,0
2018-10-21,9,0,0,13,0,33,9
2018-10-28,19,0,0,19,0,22,9
2018-11-04,18,9,0,18,0,13,9
2018-11-11,18,0,0,9,0,13,0
2018-11-18,9,0,0,0,0,27,9
2018-11-25,9,9,0,26,0,21,17
2018-12-02,0,0,0,12,0,13,0
2018-12-09,9,0,0,0,0,18,0
2018-12-16,9,9,0,9,0,22,9
2018-12-23,16,10,0,10,0,14,31
2018-12-30,10,10,0,20,0,20,10
2019-01-06,13,0,0,12,0,24,9
2019-01-13,9,0,0,13,0,35,0
2019-01-20,13,0,0,23,0,17,17
2019-01-27,17,8,0,8,0,20,8
2019-02-03,26,0,0,14,0,17,9
2019-02-10,12,9,0,14,0,18,0
2019-02-17,19,9,0,9,0,22,9
2019-02-24,27,13,0,9,0,13,0
2019-03-03,0,9,0,9,0,23,13
2019-03-10,18,9,0,13,0,21,18
2019-03-17,12,9,0,9,0,27,27
2019-03-24,14,9,0,0,0,19,18
2019-03-31,26,9,0,13,0,32,9
2019-04-07,13,9,0,9,0,9,17
2019-04-14,10,14,0,10,0,35,0
2019-04-21,9,9,0,13,0,35,9
2019-04-28,15,16,0,23,0,19,8
2019-05-05,20,8,0,11,0,38,0
2019-05-12,16,8,0,21,0,21,0
2019-05-19,19,0,0,24,0,13,8
2019-05-26,8,16,0,11,0,24,8
2019-06-02,26,7,0,8,0,18,0
2019-06-09,16,8,0,16,0,49,0
2019-06-16,8,0,0,25,0,20,8
2019-06-23,0,8,0,17,0,11,8
2019-06-30,16,8,0,19,0,24,8
2019-07-07,8,13,0,17,0,25,8
2019-07-14,9,0,0,9,0,34,17
2019-07-21,13,9,0,9,0,18,0
2019-07-28,15,9,0,13,0,35,9
2019-08-04,16,9,0,22,0,28,9
2019-08-11,24,10,0,10,0,29,10
2019-08-18,10,0,0,10,0,17,20
2019-08-25,9,9,0,28,0,15,9
2019-09-01,9,17,0,22,0,17,0
2019-09-08,15,18,0,15,0,30,9
2019-09-15,0,0,0,18,0,26,9
2019-09-22,8,0,0,13,0,36,0
2019-09-29,11,0,0,7,0,12,7
2019-10-06,12,7,0,7,0,22,7
2019-10-13,26,0,0,12,0,24,7
2019-10-20,15,0,0,11,0,25,7
2019-10-27,7,15,0,7,0,22,7
2019-11-03,14,7,0,14,0,7,22
2019-11-10,7,0,0,10,0,14,7
2019-11-17,11,7,0,7,0,12,7
2019-11-24,7,0,0,0,0,14,7
2019-12-01,8,8,0,8,0,15,8
2019-12-08,13,8,0,16,0,11,0
2019-12-15,0,0,0,12,0,8,8
2019-12-22,9,0,0,18,0,13,0
2019-12-29,8,8,0,19,0,14,25
2020-01-05,10,15,0,12,0,12,0
2020-01-12,14,14,0,7,0,23,7
2020-01-19,12,7,0,7,0,25,7
2020-01-26,21,0,0,10,0,21,10
2020-02-02,14,7,0,12,0,9,14
2020-02-09,7,0,0,7,0,16,7
2020-02-16,11,7,0,12,0,14,7
2020-02-23,12,7,0,14,0,11,7
2020-03-01,19,14,0,0,0,24,7
2020-03-08,17,7,0,20,0,20,7
2020-03-15,6,0,0,13,0,13,6
2020-03-22,0,6,0,6,0,25,6
2020-03-29,6,12,0,6,0,6,0
2020-04-05,13,0,0,0,0,0,6
2020-04-12,6,6,0,6,0,13,6
2020-04-19,6,6,0,0,0,17,6
2020-04-26,12,0,0,6,0,12,0
2020-05-03,12,6,0,6,0,16,0
2020-05-10,6,6,0,8,0,22,6
