date,Braut Make Up,Musik Hochzeit,Hochzeitsringe,Blumen Hochzeit,Hochzeitsfotos,Hochzeitstorte,Hochzeitsdeko,Hochzeitscatering,Hochzeit Tanzkurs
2018-01-07,11.765582319344427,0.0,11.765582319344427,0.0,25,50,25,0,0
2018-01-14,0.0,0.0,0.0,0.0,0,25,37,0,0
2018-01-21,0.0,0.0,0.0,0.0,0,25,25,0,0
2018-01-28,11.765582319344427,0.0,0.0,11.509808790663026,0,41,25,0,0
2018-02-04,0.0,0.0,12.277129376707228,0.0,0,26,26,0,0
2018-02-11,0.0,0.0,0.0,11.509808790663026,25,33,25,0,0
2018-02-18,0.0,0.0,0.0,0.0,0,37,25,0,0
2018-02-25,0.0,0.0,0.0,0.0,0,73,24,0,0
2018-03-04,0.0,0.0,0.0,0.0,25,33,0,0,0
2018-03-11,11.765582319344427,0.0,0.0,0.0,24,49,98,0,0
2018-03-18,0.0,0.0,0.0,11.765582319344427,0,33,25,0,0
2018-03-25,12.532902905388628,0.0,0.0,0.0,0,26,0,0,0
2018-04-01,0.0,0.0,0.0,12.532902905388628,0,52,26,0,0
2018-04-08,12.532902905388628,0.0,0.0,12.277129376707228,26,0,0,0,0
2018-04-15,0.0,0.0,0.0,0.0,27,54,27,0,0
2018-04-22,0.0,0.0,0.0,0.0,0,26,26,0,0
2018-04-29,12.788676434070029,0.0,0.0,12.788676434070029,27,41,27,0,0
2018-05-06,0.0,0.0,0.0,0.0,27,0,27,0,0
2018-05-13,0.0,0.0,0.0,12.532902905388628,0,53,27,0,0
2018-05-20,0.0,0.0,0.0,0.0,54,54,0,0,0
2018-05-27,0.0,0.0,0.0,23.786938167370252,25,42,50,0,0
2018-06-03,0.0,0.0,0.0,12.277129376707228,0,0,53,0,0
2018-06-10,11.509808790663026,0.0,0.0,0.0,0,49,37,0,0
2018-06-17,0.0,0.0,0.0,12.021355848025827,25,50,38,0,0
2018-06-24,12.021355848025827,0.0,0.0,12.021355848025827,26,26,0,0,0
2018-07-01,0.0,0.0,0.0,0.0,0,44,53,0,0
2018-07-08,0.0,0.0,0.0,12.277129376707228,26,39,26,0,0
2018-07-15,12.788676434070029,0.0,0.0,0.0,0,27,0,0,0
2018-07-22,0.0,0.0,0.0,12.532902905388628,26,35,26,0,0
2018-07-29,0.0,0.0,0.0,0.0,26,26,26,0,0
2018-08-05,0.0,0.0,0.0,0.0,0,37,24,0,0
2018-08-12,0.0,0.0,11.765582319344427,0.0,0,41,25,0,0
2018-08-19,0.0,0.0,0.0,12.021355848025827,0,34,34,0,0
2018-08-26,0.0,0.0,0.0,12.021355848025827,26,51,26,0,0
2018-09-02,0.0,0.0,0.0,0.0,39,26,0,0,0
2018-09-09,0.0,0.0,0.0,0.0,0,38,0,0,0
2018-09-16,0.0,0.0,0.0,11.765582319344427,25,100,25,0,0
2018-09-23,0.0,0.0,12.021355848025827,12.021355848025827,0,25,25,0,0
2018-09-30,0.0,0.0,0.0,0.0,0,27,27,0,0
2018-10-07,12.277129376707228,0.0,0.0,12.277129376707228,0,26,0,0,0
2018-10-14,0.0,0.0,0.0,0.0,0,25,25,0,0
2018-10-21,11.509808790663026,0.0,0.0,11.254035261981626,0,0,0,0,0
2018-10-28,0.0,0.0,11.509808790663026,0.0,0,24,0,0,0
2018-11-04,11.254035261981626,0.0,0.0,22.50807052396325,24,71,24,0,0
2018-11-11,0.0,0.0,0.0,11.509808790663026,0,24,0,0,0
2018-11-18,0.0,0.0,0.0,10.998261733300225,0,23,46,0,0
2018-11-25,0.0,0.0,0.0,0.0,0,48,0,0,0
2018-12-02,0.0,0.0,0.0,11.254035261981626,0,24,0,0,0
2018-12-09,11.509808790663026,0.0,0.0,11.254035261981626,0,0,0,0,0
2018-12-16,0.0,0.0,0.0,0.0,0,24,0,0,0
2018-12-23,0.0,0.0,0.0,0.0,26,38,0,0,0
2018-12-30,0.0,0.0,0.0,0.0,0,24,0,0,0
2019-01-06,0.0,0.0,10.742488204618825,10.742488204618825,0,34,0,0,0
2019-01-13,0.0,0.0,0.0,10.486714675937424,22,44,22,0,0
2019-01-20,10.486714675937424,0.0,0.0,10.486714675937424,22,55,22,0,0
2019-01-27,10.486714675937424,0.0,10.230941147256022,0.0,22,44,22,0,0
2019-02-03,0.0,0.0,0.0,10.742488204618825,0,60,23,0,0
2019-02-10,11.254035261981626,0.0,0.0,11.254035261981626,0,32,0,0,0
2019-02-17,0.0,0.0,0.0,0.0,0,54,23,0,0
2019-02-24,0.0,0.0,0.0,10.742488204618825,23,46,47,0,0
2019-03-03,0.0,0.0,0.0,10.742488204618825,0,46,0,0,0
2019-03-10,0.0,0.0,10.486714675937424,0.0,0,0,22,0,0
2019-03-17,0.0,0.0,0.0,0.0,24,24,24,0,0
2019-03-24,0.0,0.0,10.998261733300225,10.998261733300225,0,47,0,0,0
2019-03-31,0.0,0.0,0.0,11.254035261981626,0,60,0,0,0
2019-04-07,0.0,0.0,0.0,0.0,0,47,23,0,0
2019-04-14,0.0,0.0,11.765582319344427,11.765582319344427,0,25,0,0,0
2019-04-21,0.0,0.0,0.0,23.531164638688853,0,33,0,0,0
2019-04-28,0.0,0.0,0.0,10.998261733300225,0,58,46,0,0
2019-05-05,10.486714675937424,0.0,0.0,10.742488204618825,23,23,23,0,0
2019-05-12,0.0,0.0,0.0,11.254035261981626,24,0,0,0,0
2019-05-19,0.0,0.0,0.0,10.998261733300225,0,46,0,0,0
2019-05-26,0.0,0.0,0.0,0.0,0,32,24,0,0
2019-06-02,0.0,0.0,0.0,10.998261733300225,23,23,23,0,0
2019-06-09,0.0,0.0,10.998261733300225,21.74074993791905,0,23,46,0,0
2019-06-16,0.0,0.0,0.0,10.998261733300225,47,23,23,0,0
2019-06-23,0.0,0.0,0.0,0.0,0,39,0,0,0
2019-06-30,0.0,0.0,21.48497640923765,10.998261733300225,0,81,0,0,0
2019-07-07,0.0,0.0,11.254035261981626,11.254035261981626,0,24,24,0,0
2019-07-14,0.0,0.0,0.0,0.0,0,37,25,0,0
2019-07-21,0.0,0.0,0.0,24.042711696051654,0,0,0,0,0
2019-07-28,0.0,0.0,11.254035261981626,11.509808790663026,0,36,24,0,0
2019-08-04,0.0,0.0,11.509808790663026,0.0,0,24,25,0,0
2019-08-11,0.0,0.0,0.0,0.0,0,23,23,0,0
2019-08-18,0.0,0.0,0.0,10.998261733300225,0,35,0,0,0
2019-08-25,0.0,0.0,0.0,0.0,0,23,0,0,0
2019-09-01,0.0,0.0,0.0,0.0,23,46,23,0,0
2019-09-08,0.0,0.0,10.742488204618825,0.0,23,46,0,0,0
2019-09-15,0.0,0.0,0.0,0.0,0,23,0,0,0
2019-09-22,0.0,0.0,0.0,0.0,0,44,0,0,0
2019-09-29,0.0,0.0,0.0,0.0,22,0,0,0,0
2019-10-06,0.0,0.0,0.0,0.0,0,0,23,0,0
2019-10-13,9.975167618574622,0.0,0.0,15.090638192202634,0,43,0,0,0
2019-10-20,0.0,0.0,10.230941147256022,9.975167618574622,0,29,0,0,0
2019-10-27,0.0,0.0,19.950335237149243,0.0,21,32,0,0,0
2019-11-03,0.0,0.0,0.0,0.0,0,31,41,0,0
2019-11-10,0.0,0.0,0.0,0.0,0,21,43,0,0
2019-11-17,0.0,0.0,0.0,0.0,0,20,0,0,0
2019-11-24,0.0,0.0,0.0,9.46362056121182,21,20,0,0,0
2019-12-01,0.0,0.0,9.975167618574622,0.0,0,42,21,0,0
2019-12-08,9.975167618574622,0.0,0.0,0.0,0,21,21,0,0
2019-12-15,0.0,0.0,0.0,9.975167618574622,0,0,21,0,0
2019-12-22,0.0,0.0,0.0,0.0,22,0,0,0,0
2019-12-29,0.0,0.0,0.0,0.0,0,33,43,0,0
2020-01-05,0.0,0.0,0.0,0.0,0,20,20,0,0
2020-01-12,0.0,0.0,0.0,9.20784703253042,0,38,19,0,0
2020-01-19,18.671467593742243,0.0,0.0,0.0,0,33,40,0,0
2020-01-26,0.0,0.0,18.159920536379442,0.0,0,19,0,0,0
2020-02-02,0.0,0.0,9.20784703253042,0.0,20,20,20,0,0
2020-02-09,0.0,0.0,9.46362056121182,0.0,0,47,20,0,0
2020-02-16,0.0,0.0,0.0,14.06754407747703,20,79,20,0,0
2020-02-23,0.0,0.0,9.20784703253042,0.0,0,19,20,0,0
2020-03-01,0.0,0.0,0.0,0.0,0,29,19,0,0
2020-03-08,0.0,0.0,0.0,8.69629997516762,0,18,28,0,0
2020-03-15,0.0,0.0,8.440526446486219,0.0,0,18,0,0,0
2020-03-22,0.0,0.0,0.0,8.184752917804818,0,0,0,0,0
2020-03-29,0.0,0.0,0.0,0.0,0,0,0,0,0
2020-04-05,0.0,0.0,0.0,0.0,0,20,0,0,0
2020-04-12,0.0,0.0,0.0,0.0,0,55,0,0,0
2020-04-19,0.0,0.0,0.0,8.440526446486219,36,24,0,0,0
2020-04-26,0.0,0.0,0.0,0.0,0,0,18,0,0
2020-05-03,0.0,0.0,0.0,0.0,0,18,0,0,0
2020-05-10,0.0,0.0,0.0,8.440526446486219,0,18,18,0,0
2020-05-17,0.0,0.0,0.0,0.0,20,0,0,0,0
2020-05-24,0.0,0.0,0.0,8.95207350384902,0,57,19,0,0
2020-05-31,0.0,0.0,0.0,8.440526446486219,18,24,0,0,0
2020-06-07,0.0,0.0,9.719394089893221,9.719394089893221,0,20,20,0,0
