date,fleur mariage,animation mariage,agence de mariage,Traiteur Mariage,maquilleuse professionnelle,photo mariage,costume sur mesure
2018-01-07,0,0,0,13,0,13,0
2018-01-14,13,0,0,13,0,13,13
2018-01-21,13,13,0,33,0,20,0
2018-01-28,13,0,0,53,0,22,0
2018-02-04,27,13,0,14,0,20,0
2018-02-11,0,0,0,13,0,13,0
2018-02-18,34,0,0,0,0,32,14
2018-02-25,0,0,0,27,0,14,0
2018-03-04,0,0,0,0,0,27,0
2018-03-11,13,26,0,0,0,13,13
2018-03-18,13,13,0,13,0,27,14
2018-03-25,14,14,0,14,0,23,20
2018-04-01,28,0,0,0,0,0,14
2018-04-08,14,0,0,14,0,28,14
2018-04-15,0,14,0,14,0,14,0
2018-04-22,19,0,0,21,0,19,0
2018-04-29,0,0,0,14,0,21,0
2018-05-06,14,14,0,0,0,14,14
2018-05-13,27,0,0,0,0,35,13
2018-05-20,27,14,0,14,0,100,0
2018-05-27,13,0,0,0,0,13,13
2018-06-03,13,0,0,0,0,27,0
2018-06-10,13,13,0,0,0,22,0
2018-06-17,14,0,0,13,0,20,13
2018-06-24,27,14,0,14,0,20,0
2018-07-01,14,0,0,13,0,28,0
2018-07-08,14,0,0,14,0,14,0
2018-07-15,15,15,0,15,0,15,0
2018-07-22,15,0,0,0,0,30,0
2018-07-29,23,0,0,15,0,15,15
2018-08-05,31,0,0,15,0,15,0
2018-08-12,0,0,0,0,0,16,0
2018-08-19,0,0,0,22,0,36,14
2018-08-26,14,0,0,14,0,28,0
2018-09-02,14,0,0,28,0,23,0
2018-09-09,0,0,0,0,0,14,14
2018-09-16,0,14,0,14,0,27,14
2018-09-23,0,0,0,14,0,14,0
2018-09-30,14,14,0,21,0,14,0
2018-10-07,0,21,0,28,0,21,0
2018-10-14,0,0,0,14,0,0,14
2018-10-21,0,14,0,19,0,0,0
2018-10-28,0,0,0,14,0,14,0
2018-11-04,13,0,0,0,0,66,0
2018-11-11,0,13,0,13,0,22,13
2018-11-18,0,0,0,0,0,12,0
2018-11-25,12,0,0,12,0,12,0
2018-12-02,23,0,0,0,0,15,0
2018-12-09,0,0,0,11,0,11,0
2018-12-16,12,0,0,17,0,17,0
2018-12-23,0,0,0,0,0,24,0
2018-12-30,12,12,0,12,0,12,12
2019-01-06,19,0,0,15,0,23,12
2019-01-13,12,0,0,12,0,23,0
2019-01-20,11,11,0,11,0,11,0
2019-01-27,23,0,0,23,0,11,11
2019-02-03,12,0,0,0,0,0,0
2019-02-10,12,12,0,12,0,0,0
2019-02-17,0,0,0,13,0,27,0
2019-02-24,0,12,0,18,0,12,12
2019-03-03,23,0,0,15,0,11,11
2019-03-10,11,12,0,11,0,15,11
2019-03-17,12,0,0,12,0,36,12
2019-03-24,0,0,0,12,0,0,12
2019-03-31,12,0,0,23,0,24,0
2019-04-07,12,0,0,18,0,12,0
2019-04-14,13,0,0,0,0,26,0
2019-04-21,12,0,0,12,0,12,0
2019-04-28,11,0,0,17,0,27,0
2019-05-05,11,0,0,0,0,15,11
2019-05-12,20,12,0,0,0,23,12
2019-05-19,23,12,0,17,0,19,0
2019-05-26,12,0,0,12,0,12,0
2019-06-02,21,13,0,13,0,13,0
2019-06-09,12,12,0,35,0,42,12
2019-06-16,0,0,0,24,0,12,12
2019-06-23,18,12,0,18,0,16,0
2019-06-30,0,12,0,0,0,12,0
2019-07-07,12,0,0,12,0,23,12
2019-07-14,24,12,0,0,0,24,0
2019-07-21,13,13,0,13,0,34,0
2019-07-28,13,13,0,13,0,36,0
2019-08-04,12,0,0,12,0,12,0
2019-08-11,16,11,0,0,0,18,0
2019-08-18,10,0,0,10,0,15,10
2019-08-25,20,10,0,0,0,15,0
2019-09-01,22,0,0,11,0,19,11
2019-09-08,0,11,0,11,0,28,0
2019-09-15,0,11,0,23,0,17,0
2019-09-22,11,0,0,11,0,17,11
2019-09-29,10,11,0,16,0,10,10
2019-10-06,11,11,0,11,0,32,11
2019-10-13,22,22,0,11,0,22,11
2019-10-20,11,0,0,11,0,15,0
2019-10-27,11,11,0,11,0,21,11
2019-11-03,0,10,0,0,0,21,11
2019-11-10,0,0,0,11,0,38,11
2019-11-17,11,0,0,11,0,16,0
2019-11-24,0,0,0,10,0,20,10
2019-12-01,0,0,0,22,0,11,0
2019-12-08,0,0,0,16,0,10,0
2019-12-15,0,0,0,10,0,10,0
2019-12-22,0,0,0,0,0,0,0
2019-12-29,0,0,0,10,0,10,0
2020-01-05,0,0,0,10,0,13,10
2020-01-12,15,0,0,10,0,20,15
2020-01-19,10,10,0,14,0,21,0
2020-01-26,10,0,0,10,0,20,0
2020-02-02,10,10,0,20,0,10,20
2020-02-09,0,0,0,0,0,10,0
2020-02-16,10,0,0,16,0,21,10
2020-02-23,0,10,0,0,0,20,0
2020-03-01,10,0,0,19,0,10,0
2020-03-08,0,10,0,10,0,10,10
2020-03-15,0,0,0,0,0,10,0
2020-03-22,10,0,0,19,0,19,0
2020-03-29,10,10,0,10,0,29,0
2020-04-05,20,10,0,0,0,10,10
2020-04-12,10,10,0,30,0,0,10
2020-04-19,10,0,0,10,0,0,0
2020-04-26,18,9,0,9,0,9,9
2020-05-03,9,0,0,0,0,9,0
2020-05-10,10,0,0,19,0,19,0
