date,Braut Make Up,Musik Hochzeit,Hochzeitsringe,Blumen Hochzeit,Hochzeitsfotos,Hochzeitstorte,Hochzeitsdeko,Hochzeitscatering,Hochzeit Tanzkurs
2018-01-07,17,26,0,26,0,17,43,0,0
2018-01-14,0,0,35,17,26,40,52,0,0
2018-01-21,0,0,0,17,0,57,25,0,0
2018-01-28,17,0,17,0,17,62,34,0,0
2018-02-04,0,0,18,18,27,48,27,0,0
2018-02-11,17,0,0,17,17,58,17,0,0
2018-02-18,17,34,17,17,0,46,26,0,0
2018-02-25,17,0,17,0,0,23,26,0,0
2018-03-04,0,17,17,25,17,78,17,0,0
2018-03-11,17,17,0,0,33,45,17,0,0
2018-03-18,0,0,17,17,0,25,28,0,0
2018-03-25,0,18,18,0,18,67,27,0,0
2018-04-01,0,19,0,19,19,39,39,0,0
2018-04-08,18,0,18,36,0,36,18,0,0
2018-04-15,0,0,36,18,0,42,18,0,0
2018-04-22,0,18,18,18,17,79,35,0,0
2018-04-29,0,36,18,45,18,78,36,0,0
2018-05-06,19,0,0,19,19,38,0,0,0
2018-05-13,18,18,18,36,18,71,18,0,0
2018-05-20,19,19,0,19,100,56,19,0,0
2018-05-27,17,17,17,26,17,64,17,0,0
2018-06-03,18,18,18,35,18,77,27,0,0
2018-06-10,17,17,0,17,0,50,41,0,0
2018-06-17,0,17,17,0,0,29,43,0,0
2018-06-24,0,0,0,30,27,41,18,0,0
2018-07-01,0,18,18,18,0,42,18,0,0
2018-07-08,0,0,18,18,18,49,18,0,0
2018-07-15,19,19,29,19,0,68,20,0,0
2018-07-22,21,0,0,20,21,34,31,0,0
2018-07-29,20,0,31,41,0,62,21,0,0
2018-08-05,0,20,20,39,20,53,40,0,0
2018-08-12,40,0,40,20,0,60,20,0,0
2018-08-19,0,0,0,19,19,50,37,0,0
2018-08-26,0,0,0,18,36,42,27,0,0
2018-09-02,18,18,0,44,18,53,18,0,0
2018-09-09,18,0,0,0,18,53,18,0,0
2018-09-16,36,0,0,18,18,18,18,0,0
2018-09-23,18,0,18,18,0,36,36,0,0
2018-09-30,0,0,14,41,28,83,21,0,0
2018-10-07,15,15,15,15,0,51,15,0,0
2018-10-14,0,0,0,18,18,30,27,0,0
2018-10-21,18,0,0,0,0,46,37,0,0
2018-10-28,18,0,18,35,18,36,18,0,0
2018-11-04,0,0,17,17,17,42,17,0,0
2018-11-11,0,0,0,52,0,26,18,0,0
2018-11-18,17,17,17,0,17,17,17,0,0
2018-11-25,17,17,17,0,0,34,17,0,0
2018-12-02,0,35,0,17,0,29,35,0,0
2018-12-09,0,0,0,0,0,30,0,0,0
2018-12-16,0,19,0,19,19,38,0,0,0
2018-12-23,0,0,24,0,24,24,0,0,0
2018-12-30,0,0,20,0,40,40,0,0,0
2019-01-06,16,16,0,0,16,38,16,0,0
2019-01-13,0,0,0,15,29,77,29,0,0
2019-01-20,0,16,15,47,16,46,15,0,0
2019-01-27,0,13,13,0,54,53,27,0,0
2019-02-03,0,0,17,26,17,29,29,0,0
2019-02-10,0,0,17,17,17,23,17,0,0
2019-02-17,0,17,17,0,0,45,34,0,0
2019-02-24,17,0,25,0,0,22,25,0,0
2019-03-03,0,14,14,28,14,74,47,0,0
2019-03-10,17,0,0,17,0,39,17,0,0
2019-03-17,0,0,0,17,17,40,17,0,0
2019-03-24,0,0,0,17,0,40,29,0,0
2019-03-31,17,17,17,35,17,23,17,0,0
2019-04-07,0,0,18,18,14,62,23,0,0
2019-04-14,19,0,19,19,38,58,29,0,0
2019-04-21,0,0,20,20,39,58,19,0,0
2019-04-28,14,14,14,42,14,56,28,0,0
2019-05-05,34,0,17,0,17,62,17,0,0
2019-05-12,0,0,0,17,17,52,17,0,0
2019-05-19,0,0,17,17,28,51,17,0,0
2019-05-26,18,18,18,0,18,41,18,0,0
2019-06-02,0,0,45,25,15,45,30,0,0
2019-06-09,0,17,52,0,17,29,35,0,0
2019-06-16,0,0,0,17,17,46,17,0,0
2019-06-23,0,0,18,0,18,45,18,0,0
2019-06-30,18,27,0,54,18,24,24,0,0
2019-07-07,0,17,0,0,17,17,35,0,0
2019-07-14,0,0,18,0,18,36,24,0,0
2019-07-21,19,28,0,18,0,65,19,0,0
2019-07-28,0,26,0,18,24,26,0,0,0
2019-08-04,18,26,18,0,18,35,0,0,0
2019-08-11,17,0,0,23,17,34,34,0,0
2019-08-18,0,17,17,17,0,51,28,0,0
2019-08-25,16,16,0,16,0,40,27,0,0
2019-09-01,0,16,16,24,0,32,16,0,0
2019-09-08,17,17,0,0,34,60,17,0,0
2019-09-15,0,17,0,0,17,50,0,0,0
2019-09-22,17,0,0,17,0,22,25,0,0
2019-09-29,0,0,15,30,20,45,23,0,0
2019-10-06,17,34,17,17,0,17,17,0,0
2019-10-13,17,25,0,17,17,45,17,0,0
2019-10-20,0,33,0,0,0,25,0,0,0
2019-10-27,0,0,32,0,0,32,16,0,0
2019-11-03,14,0,28,14,28,37,23,0,0
2019-11-10,0,0,0,0,16,0,16,0,0
2019-11-17,16,0,16,0,16,32,16,0,0
2019-11-24,16,31,16,0,16,39,0,0,0
2019-12-01,15,15,15,22,15,37,15,0,0
2019-12-08,0,16,0,0,16,16,16,0,0
2019-12-15,0,0,0,0,0,17,17,0,0
2019-12-22,0,0,0,21,0,36,21,0,0
2019-12-29,0,0,17,34,17,34,34,0,0
2020-01-05,15,0,30,15,15,39,20,0,0
2020-01-12,0,0,0,15,0,25,25,0,0
2020-01-19,0,16,0,24,24,16,26,0,0
2020-01-26,16,16,0,16,0,31,24,0,0
2020-02-02,16,16,0,32,16,40,16,0,0
2020-02-09,14,14,14,14,28,37,19,0,0
2020-02-16,0,0,16,16,16,24,16,0,0
2020-02-23,15,30,0,15,30,50,30,0,0
2020-03-01,0,14,0,14,0,38,22,0,0
2020-03-08,13,13,13,13,0,36,18,0,0
2020-03-15,15,0,0,15,0,0,15,0,0
2020-03-22,0,0,0,0,15,15,0,0,0
2020-03-29,29,0,15,22,15,15,0,0,0
2020-04-05,0,0,0,0,15,45,15,0,0
2020-04-12,0,16,0,0,16,16,0,0,0
2020-04-19,0,0,0,0,15,15,0,0,0
2020-04-26,0,0,0,0,15,15,0,0,0
2020-05-03,27,0,13,14,27,31,20,0,0
2020-05-10,0,0,15,22,15,39,15,0,0
2020-05-17,0,0,16,16,0,32,16,0,0
2020-05-24,0,16,0,39,0,26,0,0,0
2020-05-31,14,0,14,20,27,41,18,0,0
2020-06-07,0,0,17,17,0,25,25,0,0
