date,fleur mariage,animation mariage,agence de mariage,Traiteur Mariage,maquilleuse professionnelle,photo mariage,costume sur mesure
2018-01-07,9,5,1,12,1,22,7
2018-01-14,10,5,1,14,1,15,3
2018-01-21,15,4,1,14,2,13,5
2018-01-28,9,3,1,10,2,21,2
2018-02-04,8,3,1,10,1,16,3
2018-02-11,7,3,1,13,3,20,3
2018-02-18,12,6,1,13,1,16,4
2018-02-25,10,6,1,10,1,20,3
2018-03-04,12,4,2,11,1,16,3
2018-03-11,10,5,1,13,1,19,4
2018-03-18,11,6,0,12,2,18,4
2018-03-25,8,3,1,8,2,22,4
2018-04-01,11,6,0,9,1,18,4
2018-04-08,12,4,1,9,1,17,3
2018-04-15,10,3,1,8,1,17,6
2018-04-22,11,6,1,12,1,19,3
2018-04-29,17,5,2,6,1,23,2
2018-05-06,10,5,0,11,1,20,3
2018-05-13,15,5,1,12,2,63,3
2018-05-20,14,5,1,8,1,100,2
2018-05-27,11,6,2,9,1,29,3
2018-06-03,12,5,1,8,1,21,3
2018-06-10,12,6,1,10,2,23,3
2018-06-17,12,4,2,11,2,22,3
2018-06-24,14,5,1,10,1,25,3
2018-07-01,13,5,1,8,1,28,3
2018-07-08,9,6,1,9,1,25,2
2018-07-15,14,8,1,8,1,22,4
2018-07-22,12,5,1,11,2,23,4
2018-07-29,12,7,1,11,1,24,2
2018-08-05,11,4,1,12,1,25,3
2018-08-12,10,8,1,12,1,28,3
2018-08-19,10,6,1,16,1,31,2
2018-08-26,8,7,0,10,2,25,2
2018-09-02,9,7,1,11,1,25,3
2018-09-09,7,8,1,15,1,24,3
2018-09-16,9,3,1,14,1,20,3
2018-09-23,9,5,1,13,2,22,2
2018-09-30,6,5,1,11,1,20,4
2018-10-07,7,4,1,14,2,23,4
2018-10-14,8,3,1,9,2,21,3
2018-10-21,6,3,2,10,2,20,4
2018-10-28,8,3,1,10,1,16,5
2018-11-04,3,2,1,11,1,17,5
2018-11-11,4,4,2,12,1,16,3
2018-11-18,4,1,1,7,1,14,5
2018-11-25,7,4,1,7,2,13,4
2018-12-02,3,3,1,8,1,24,3
2018-12-09,4,3,1,8,1,18,2
2018-12-16,2,3,1,3,1,15,1
2018-12-23,6,3,1,7,1,16,2
2018-12-30,3,3,1,8,1,16,3
2019-01-06,9,4,0,11,1,15,4
2019-01-13,9,4,1,11,1,36,3
2019-01-20,8,3,1,13,1,15,2
2019-01-27,9,3,1,9,3,15,2
2019-02-03,9,3,1,10,1,17,6
2019-02-10,10,3,1,9,0,12,3
2019-02-17,12,5,1,12,1,20,3
2019-02-24,10,3,1,12,2,15,2
2019-03-03,13,6,1,11,3,17,4
2019-03-10,8,6,1,9,1,17,4
2019-03-17,8,6,4,5,1,14,5
2019-03-24,8,5,1,8,1,12,3
2019-03-31,8,4,1,7,2,17,5
2019-04-07,10,5,1,14,2,18,4
2019-04-14,13,5,1,10,1,16,3
2019-04-21,11,5,1,9,1,19,4
2019-04-28,12,6,1,11,2,26,4
2019-05-05,10,7,1,10,2,23,3
2019-05-12,12,5,2,10,2,17,3
2019-05-19,12,5,1,11,1,21,3
2019-05-26,9,4,0,9,1,24,3
2019-06-02,11,5,1,10,1,28,3
2019-06-09,10,9,1,16,1,42,4
2019-06-16,10,5,1,15,1,29,2
2019-06-23,10,5,0,9,0,24,3
2019-06-30,13,7,0,10,1,22,2
2019-07-07,7,6,2,9,2,22,3
2019-07-14,13,7,1,11,1,25,4
2019-07-21,11,4,0,9,0,23,1
2019-07-28,10,7,1,9,2,23,2
2019-08-04,8,4,1,11,1,23,3
2019-08-11,13,5,2,11,1,24,2
2019-08-18,12,5,1,12,2,24,4
2019-08-25,9,5,2,14,3,24,4
2019-09-01,3,5,1,12,1,32,1
2019-09-08,7,4,0,12,1,27,4
2019-09-15,9,6,1,12,2,23,3
2019-09-22,9,5,1,13,2,23,4
2019-09-29,7,6,1,8,1,19,5
2019-10-06,9,1,1,9,2,19,3
2019-10-13,5,3,0,11,1,19,3
2019-10-20,8,3,1,9,2,20,3
2019-10-27,8,2,1,10,2,16,4
2019-11-03,5,5,1,10,1,15,3
2019-11-10,7,2,1,8,2,14,3
2019-11-17,5,3,0,8,1,11,2
2019-11-24,6,2,1,6,2,14,4
2019-12-01,3,2,1,8,1,12,3
2019-12-08,4,3,1,7,1,9,3
2019-12-15,5,2,1,9,1,13,2
2019-12-22,2,2,0,5,0,14,2
2019-12-29,7,4,1,12,1,17,2
2020-01-05,8,4,1,14,1,18,4
2020-01-12,9,6,1,12,2,15,3
2020-01-19,10,4,1,12,1,17,5
2020-01-26,12,6,1,13,2,14,3
2020-02-02,9,4,1,7,1,13,4
2020-02-09,10,4,2,9,2,14,3
2020-02-16,12,5,1,17,1,17,3
2020-02-23,12,4,1,11,1,15,3
2020-03-01,12,7,0,9,1,15,3
2020-03-08,6,3,0,8,2,14,3
2020-03-15,3,1,0,4,1,8,1
2020-03-22,3,3,0,4,1,8,2
2020-03-29,3,2,0,3,1,10,1
2020-04-05,4,4,0,8,1,11,1
2020-04-12,5,2,0,7,1,13,1
2020-04-19,4,2,0,7,1,9,3
2020-04-26,7,3,1,6,1,12,2
2020-05-03,3,2,1,6,0,12,2
2020-05-10,4,2,1,7,1,10,1
