date,Braut Make Up,Musik Hochzeit,Hochzeitsringe,Blumen Hochzeit,Hochzeitsfotos,Hochzeitstorte,Hochzeitsdeko,Hochzeitscatering,Hochzeit Tanzkurs
2018-01-07,0.0,0.0,13.689291401273884,14.080414012738853,0,30,30,0,0
2018-01-14,0.0,26.9874601910828,13.689291401273884,26.9874601910828,29,59,0,0,0
2018-01-21,0.0,13.689291401273884,13.689291401273884,0.0,30,45,30,0,0
2018-01-28,0.0,0.0,13.689291401273884,0.0,30,60,0,0,0
2018-02-04,0.0,14.862659235668788,14.862659235668788,14.471536624203821,32,32,64,0,0
2018-02-11,0.0,14.080414012738853,0.0,0.0,61,46,30,0,0
2018-02-18,0.0,0.0,0.0,14.080414012738853,0,71,0,0,0
2018-02-25,0.0,0.0,0.0,13.689291401273884,0,45,46,0,0
2018-03-04,0.0,14.080414012738853,14.080414012738853,13.689291401273884,30,45,40,0,0
2018-03-11,0.0,0.0,14.080414012738853,0.0,0,31,46,0,0
2018-03-18,0.0,0.0,0.0,0.0,30,41,31,0,0
2018-03-25,0.0,0.0,0.0,14.862659235668788,0,49,0,0,0
2018-04-01,0.0,0.0,0.0,0.0,0,33,99,0,0
2018-04-08,0.0,14.862659235668788,0.0,0.0,0,43,33,0,0
2018-04-15,0.0,0.0,0.0,0.0,66,100,33,0,0
2018-04-22,0.0,14.862659235668788,0.0,0.0,0,64,32,0,0
2018-04-29,0.0,0.0,0.0,15.253781847133757,0,66,0,0,0
2018-05-06,0.0,0.0,0.0,0.0,0,34,34,0,0
2018-05-13,0.0,0.0,0.0,14.471536624203821,32,32,0,0,0
2018-05-20,0.0,15.253781847133757,15.253781847133757,15.253781847133757,33,56,33,0,0
2018-05-27,0.0,0.0,0.0,14.471536624203821,62,62,0,0,0
2018-06-03,0.0,0.0,0.0,0.0,31,63,31,0,0
2018-06-10,0.0,0.0,0.0,13.689291401273884,0,49,30,0,0
2018-06-17,0.0,0.0,0.0,0.0,0,30,30,0,0
2018-06-24,0.0,0.0,14.080414012738853,0.0,0,30,31,0,0
2018-07-01,0.0,14.080414012738853,0.0,21.120621019108277,31,31,0,0,0
2018-07-08,0.0,14.080414012738853,0.0,14.080414012738853,30,45,45,0,0
2018-07-15,0.0,0.0,0.0,0.0,0,83,33,0,0
2018-07-22,0.0,14.862659235668788,14.862659235668788,14.862659235668788,32,32,32,0,0
2018-07-29,0.0,29.334195859872608,14.471536624203821,29.334195859872608,64,43,0,0,0
2018-08-05,0.0,14.471536624203821,0.0,28.943073248407643,47,31,47,0,0
2018-08-12,0.0,29.334195859872608,0.0,14.471536624203821,31,53,32,0,0
2018-08-19,0.0,0.0,0.0,28.160828025477706,31,31,0,0,0
2018-08-26,0.0,14.471536624203821,14.471536624203821,0.0,0,62,0,0,0
2018-09-02,0.0,14.471536624203821,0.0,14.471536624203821,0,32,32,0,0
2018-09-09,0.0,0.0,0.0,0.0,31,52,31,0,0
2018-09-16,0.0,14.471536624203821,0.0,0.0,0,63,0,0,0
2018-09-23,0.0,0.0,0.0,0.0,31,62,0,0,0
2018-09-30,0.0,0.0,0.0,28.551950636942674,31,31,0,0,0
2018-10-07,0.0,0.0,14.471536624203821,0.0,0,0,0,0,0
2018-10-14,0.0,0.0,0.0,0.0,0,32,31,0,0
2018-10-21,0.0,0.0,0.0,0.0,0,47,63,0,0
2018-10-28,0.0,0.0,14.471536624203821,14.471536624203821,0,93,63,0,0
2018-11-04,0.0,0.0,0.0,13.689291401273884,0,30,30,0,0
2018-11-11,0.0,0.0,0.0,0.0,0,60,0,0,0
2018-11-18,0.0,0.0,0.0,0.0,0,29,0,0,0
2018-11-25,0.0,0.0,0.0,0.0,29,30,30,0,0
2018-12-02,0.0,13.689291401273884,0.0,0.0,0,30,0,0,0
2018-12-09,0.0,13.298168789808916,0.0,0.0,29,59,0,0,0
2018-12-16,0.0,0.0,0.0,13.689291401273884,30,30,30,0,0
2018-12-23,0.0,0.0,0.0,14.471536624203821,31,63,0,0,0
2018-12-30,0.0,0.0,0.0,0.0,0,30,30,0,0
2019-01-06,0.0,12.907046178343949,12.907046178343949,0.0,0,28,28,0,0
2019-01-13,0.0,0.0,0.0,16.81827229299363,0,41,56,0,0
2019-01-20,0.0,0.0,0.0,0.0,27,37,28,0,0
2019-01-27,0.0,0.0,0.0,12.51592356687898,28,56,56,0,0
2019-02-03,0.0,0.0,26.9874601910828,13.298168789808916,29,39,29,0,0
2019-02-10,0.0,0.0,12.907046178343949,0.0,28,66,38,0,0
2019-02-17,0.0,0.0,0.0,13.298168789808916,0,29,0,0,0
2019-02-24,0.0,13.298168789808916,0.0,0.0,0,43,29,0,0
2019-03-03,0.0,12.51592356687898,0.0,0.0,27,27,27,0,0
2019-03-10,0.0,0.0,25.42296974522293,12.51592356687898,0,41,27,0,0
2019-03-17,0.0,13.298168789808916,13.298168789808916,0.0,0,38,29,0,0
2019-03-24,0.0,0.0,0.0,12.907046178343949,57,43,29,0,0
2019-03-31,0.0,0.0,0.0,0.0,0,45,31,0,0
2019-04-07,0.0,0.0,0.0,0.0,0,39,30,0,0
2019-04-14,0.0,0.0,0.0,14.471536624203821,0,48,32,0,0
2019-04-21,0.0,28.160828025477706,14.080414012738853,0.0,30,30,0,0,0
2019-04-28,0.0,0.0,0.0,0.0,85,56,28,0,0
2019-05-05,0.0,0.0,12.907046178343949,12.907046178343949,0,28,28,0,0
2019-05-12,0.0,0.0,0.0,13.298168789808916,29,48,0,0,0
2019-05-19,0.0,0.0,0.0,0.0,0,28,0,0,0
2019-05-26,0.0,0.0,0.0,0.0,28,67,43,0,0
2019-06-02,0.0,0.0,0.0,0.0,28,29,28,0,0
2019-06-09,0.0,12.907046178343949,0.0,0.0,0,28,0,0,0
2019-06-16,0.0,0.0,0.0,0.0,29,48,29,0,0
2019-06-23,0.0,13.689291401273884,0.0,13.689291401273884,29,30,30,0,0
2019-06-30,0.0,13.298168789808916,0.0,26.9874601910828,29,58,29,0,0
2019-07-07,0.0,13.298168789808916,13.298168789808916,0.0,29,44,58,0,0
2019-07-14,0.0,0.0,13.689291401273884,13.689291401273884,0,40,59,0,0
2019-07-21,0.0,0.0,0.0,0.0,30,62,46,0,0
2019-07-28,0.0,0.0,0.0,0.0,28,28,56,0,0
2019-08-04,0.0,0.0,13.298168789808916,13.298168789808916,29,29,0,0,0
2019-08-11,0.0,0.0,12.51592356687898,0.0,0,36,0,0,0
2019-08-18,0.0,0.0,12.907046178343949,0.0,0,92,27,0,0
