date,musica dj,fiori matrimonio,Torta matrimonio,Trucco sposa,film matrimonio,foto matrimonio,ristorante matrimonio,Wedding planner,abiti da cerimonia,location matrimoni,bomboniere matrimonio,gruppo musicale
2018-10-21,0.0,8.742977528089888,0.0,0.0,8.742977528089888,8.742977528089888,8.742977528089888,0.0,23,0,12,12
2018-10-28,0.0,0.0,0.0,8.742977528089888,17.0696227929374,0.0,0.0,8.742977528089888,34,12,11,12
2018-11-04,0.0,8.742977528089888,0.0,8.742977528089888,0.0,0.0,0.0,8.742977528089888,11,0,17,11
2018-11-11,0.0,0.0,0.0,9.159309791332262,9.159309791332262,9.159309791332262,0.0,0.0,12,0,18,18
2018-11-18,0.0,9.159309791332262,0.0,0.0,9.159309791332262,9.159309791332262,0.0,0.0,24,0,0,12
2018-11-25,0.0,0.0,0.0,17.485955056179776,8.742977528089888,8.742977528089888,0.0,8.742977528089888,12,0,0,18
2018-12-02,0.0,0.0,9.575642054574638,9.575642054574638,18.734951845906902,9.575642054574638,0.0,9.159309791332262,50,0,12,25
2018-12-09,0.0,0.0,9.159309791332262,0.0,0.0,0.0,0.0,0.0,12,12,12,0
2018-12-16,0.0,0.0,0.0,9.575642054574638,0.0,0.0,0.0,0.0,38,0,0,12
2018-12-23,0.0,14.571629213483146,19.567616372391655,0.0,0.0,9.575642054574638,0.0,0.0,0,0,13,13
2018-12-30,0.0,18.318619582664525,9.159309791332262,0.0,13.738964686998395,0.0,9.159309791332262,0.0,12,0,24,24
2019-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.742977528089888,69,0,17,0
2019-01-13,0.0,26.64526484751204,0.0,0.0,8.742977528089888,17.90228731942215,0.0,17.90228731942215,65,0,35,0
2019-01-20,0.0,0.0,8.326645264847512,8.326645264847512,0.0,8.326645264847512,8.326645264847512,12.489967897271267,27,0,55,11
2019-01-27,0.0,8.326645264847512,8.326645264847512,0.0,0.0,8.326645264847512,8.326645264847512,16.653290529695024,67,11,22,17
2019-02-03,0.0,8.742977528089888,8.742977528089888,0.0,0.0,17.0696227929374,8.326645264847512,25.396268057784912,45,0,45,22
2019-02-10,0.0,8.742977528089888,0.0,8.742977528089888,8.326645264847512,0.0,0.0,8.326645264847512,51,0,23,0
2019-02-17,0.0,0.0,0.0,8.742977528089888,0.0,8.742977528089888,0.0,8.742977528089888,46,11,17,17
2019-02-24,0.0,8.742977528089888,0.0,8.742977528089888,8.742977528089888,0.0,0.0,8.742977528089888,34,0,23,23
2019-03-03,0.0,9.159309791332262,0.0,0.0,0.0,9.159309791332262,0.0,0.0,60,0,12,12
2019-03-10,0.0,0.0,0.0,12.906300160513643,0.0,8.742977528089888,8.742977528089888,8.742977528089888,69,0,11,11
2019-03-17,0.0,8.742977528089888,9.159309791332262,0.0,18.318619582664525,0.0,0.0,0.0,65,0,30,12
2019-03-24,0.0,8.742977528089888,8.742977528089888,8.742977528089888,0.0,0.0,0.0,8.742977528089888,58,12,12,17
2019-03-31,0.0,8.742977528089888,8.742977528089888,8.742977528089888,17.485955056179776,0.0,8.742977528089888,0.0,35,0,12,12
2019-04-07,0.0,0.0,8.742977528089888,0.0,8.742977528089888,0.0,0.0,8.742977528089888,64,0,29,12
2019-04-14,0.0,9.159309791332262,0.0,18.734951845906902,0.0,18.734951845906902,0.0,0.0,37,0,12,0
2019-04-21,0.0,27.894261637239165,0.0,18.318619582664525,9.159309791332262,9.159309791332262,0.0,0.0,55,0,12,24
2019-04-28,0.0,8.742977528089888,8.742977528089888,8.742977528089888,0.0,8.742977528089888,0.0,8.742977528089888,41,0,17,12
2019-05-05,0.0,0.0,0.0,17.485955056179776,8.742977528089888,8.742977528089888,0.0,8.742977528089888,87,0,17,12
2019-05-12,0.0,17.90228731942215,8.742977528089888,8.742977528089888,8.742977528089888,8.742977528089888,0.0,0.0,52,12,17,23
2019-05-19,0.0,8.742977528089888,0.0,8.742977528089888,0.0,13.32263242375602,8.742977528089888,17.485955056179776,58,12,12,12
2019-05-26,0.0,8.326645264847512,16.653290529695024,0.0,12.489967897271267,0.0,0.0,0.0,65,11,27,22
2019-06-02,0.0,26.64526484751204,0.0,8.742977528089888,0.0,9.159309791332262,0.0,0.0,100,12,23,12
2019-06-09,0.0,9.159309791332262,9.159309791332262,9.575642054574638,9.159309791332262,0.0,0.0,9.159309791332262,80,12,18,25
2019-06-16,0.0,9.159309791332262,0.0,9.159309791332262,9.159309791332262,9.159309791332262,9.159309791332262,9.159309791332262,54,12,24,18
2019-06-23,0.0,17.90228731942215,17.485955056179776,8.742977528089888,13.32263242375602,0.0,0.0,8.742977528089888,23,12,35,0
2019-06-30,0.0,9.159309791332262,9.159309791332262,9.159309791332262,9.159309791332262,0.0,9.159309791332262,0.0,72,0,18,24
2019-07-07,0.0,8.742977528089888,17.485955056179776,17.485955056179776,8.742977528089888,12.906300160513643,0.0,0.0,63,23,23,23
2019-07-14,0.0,8.326645264847512,16.653290529695024,8.326645264847512,0.0,20.81661316211878,0.0,0.0,39,0,11,28
2019-07-21,0.0,8.326645264847512,0.0,0.0,8.326645264847512,8.326645264847512,0.0,12.906300160513643,22,0,11,11
2019-07-28,0.0,0.0,0.0,8.326645264847512,7.910313001605136,12.073635634028893,0.0,8.326645264847512,32,11,11,21
2019-08-04,0.0,7.493980738362761,11.24097110754414,7.493980738362761,7.493980738362761,7.493980738362761,7.493980738362761,0.0,29,0,10,49
2019-08-11,0.0,7.077648475120386,7.077648475120386,0.0,0.0,14.155296950240771,7.077648475120386,7.077648475120386,28,9,9,47
2019-08-18,0.0,0.0,14.155296950240771,0.0,7.077648475120386,21.232945425361155,10.40830658105939,0.0,28,9,14,19
2019-08-25,0.0,14.155296950240771,0.0,0.0,0.0,0.0,7.077648475120386,14.155296950240771,23,14,19,18
2019-09-01,0.0,7.910313001605136,0.0,7.910313001605136,7.910313001605136,7.910313001605136,7.910313001605136,7.910313001605136,67,10,36,21
2019-09-08,0.0,8.742977528089888,8.742977528089888,0.0,8.742977528089888,8.742977528089888,0.0,0.0,12,12,35,23
2019-09-15,0.0,9.159309791332262,0.0,9.159309791332262,0.0,13.32263242375602,0.0,0.0,30,0,30,12
2019-09-22,0.0,8.742977528089888,0.0,8.742977528089888,0.0,8.742977528089888,0.0,0.0,35,0,12,18
2019-09-29,0.0,17.90228731942215,9.159309791332262,17.90228731942215,0.0,13.32263242375602,9.159309791332262,0.0,24,0,18,12
2019-10-06,0.0,17.90228731942215,9.159309791332262,9.159309791332262,0.0,0.0,0.0,13.738964686998395,12,12,36,0
2019-10-13,0.0,9.575642054574638,9.575642054574638,0.0,0.0,9.159309791332262,0.0,0.0,25,12,12,0
2019-10-20,0.0,13.32263242375602,0.0,0.0,0.0,8.742977528089888,0.0,8.742977528089888,18,0,18,0
2019-10-27,0.0,0.0,0.0,9.159309791332262,9.159309791332262,9.159309791332262,0.0,0.0,48,0,0,0
2019-11-03,0.0,8.742977528089888,8.742977528089888,0.0,0.0,0.0,0.0,0.0,12,0,0,11
2019-11-10,0.0,0.0,0.0,8.742977528089888,8.742977528089888,0.0,0.0,0.0,23,0,17,12
2019-11-17,0.0,0.0,0.0,9.159309791332262,9.159309791332262,9.159309791332262,0.0,9.159309791332262,24,0,12,18
2019-11-24,0.0,8.742977528089888,0.0,0.0,8.742977528089888,8.742977528089888,0.0,0.0,11,0,17,11
2019-12-01,0.0,0.0,0.0,0.0,18.318619582664525,0.0,0.0,0.0,12,0,12,12
2019-12-08,0.0,0.0,9.159309791332262,0.0,9.159309791332262,0.0,0.0,0.0,12,0,0,12
2019-12-15,0.0,0.0,0.0,0.0,0.0,0.0,9.159309791332262,9.159309791332262,36,0,12,12
2019-12-22,0.0,9.159309791332262,9.159309791332262,0.0,9.159309791332262,18.318619582664525,0.0,0.0,18,12,24,0
2019-12-29,0.0,8.742977528089888,0.0,0.0,0.0,17.485955056179776,8.742977528089888,26.64526484751204,29,12,35,17
2020-01-05,0.0,8.742977528089888,0.0,0.0,8.742977528089888,8.326645264847512,0.0,0.0,17,22,22,0
2020-01-12,0.0,8.326645264847512,8.326645264847512,8.326645264847512,0.0,0.0,0.0,16.23695826645265,64,21,11,11
2020-01-19,0.0,0.0,8.326645264847512,0.0,0.0,0.0,8.326645264847512,8.326645264847512,38,11,22,22
2020-01-26,0.0,7.910313001605136,0.0,24.147271268057786,7.910313001605136,7.910313001605136,7.910313001605136,7.910313001605136,63,10,21,0
2020-02-02,0.0,0.0,15.820626003210272,0.0,7.910313001605136,0.0,0.0,7.910313001605136,42,0,21,21
2020-02-09,0.0,0.0,8.326645264847512,8.326645264847512,8.326645264847512,16.23695826645265,8.326645264847512,0.0,43,0,27,16
2020-02-16,0.0,12.489967897271267,16.653290529695024,0.0,8.326645264847512,8.326645264847512,0.0,12.489967897271267,65,0,11,16
2020-02-23,0.0,7.493980738362761,0.0,7.493980738362761,0.0,0.0,0.0,7.493980738362761,45,0,20,0
2020-03-01,0.0,22.89827447833066,0.0,0.0,7.493980738362761,0.0,7.493980738362761,7.493980738362761,80,0,25,0
2020-03-08,0.0,0.0,0.0,0.0,7.077648475120386,0.0,0.0,7.077648475120386,18,0,18,0
2020-03-15,0.0,0.0,0.0,0.0,6.66131621187801,0.0,0.0,6.66131621187801,0,0,17,21
2020-03-22,0.0,6.2449839486356336,0.0,0.0,9.159309791332262,5.828651685393258,0.0,0.0,0,0,0,12
2020-03-29,0.0,0.0,0.0,0.0,12.489967897271267,0.0,6.2449839486356336,6.2449839486356336,0,8,0,8
2020-04-05,0.0,0.0,0.0,0.0,6.66131621187801,6.66131621187801,0.0,13.738964686998395,0,0,9,9
2020-04-12,0.0,0.0,7.077648475120386,0.0,0.0,0.0,0.0,7.077648475120386,9,0,0,19
2020-04-19,0.0,0.0,0.0,6.2449839486356336,6.2449839486356336,0.0,6.2449839486356336,9.575642054574638,8,0,0,8
2020-04-26,0.0,0.0,6.66131621187801,6.66131621187801,6.66131621187801,0.0,0.0,6.66131621187801,17,0,0,9
2020-05-03,0.0,0.0,0.0,7.077648475120386,0.0,7.077648475120386,0.0,0.0,14,0,9,9
2020-05-10,0.0,0.0,7.910313001605136,0.0,0.0,0.0,0.0,7.910313001605136,0,0,11,21
