date,Braut Make Up,Musik Hochzeit,Hochzeitsringe,Hochzeitsfotos,Blumen Hochzeit,Hochzeitstorte,Hochzeitsdeko,Hochzeitscatering,Hochzeit Tanzkurs
2018-09-16,6.831975030345068,24.25351135772499,0.0,13.663950060690135,9,26,29,9,0
2018-09-23,6.831975030345068,7.173573781862321,7.173573781862321,7.173573781862321,35,56,44,0,0
2018-09-30,6.831975030345068,7.173573781862321,6.831975030345068,6.831975030345068,35,23,23,0,9
2018-10-07,13.663950060690135,13.663950060690135,13.663950060690135,6.831975030345068,9,40,34,0,0
2018-10-14,10.247962545517602,13.663950060690135,6.831975030345068,13.663950060690135,13,28,23,0,9
2018-10-21,8.881567539448588,13.322351309172882,13.322351309172882,13.322351309172882,17,42,20,0,0
2018-10-28,0.0,6.831975030345068,6.831975030345068,13.322351309172882,13,71,20,0,8
2018-11-04,6.4903762788278145,9.564765042483096,6.4903762788278145,6.4903762788278145,12,30,19,0,0
2018-11-11,0.0,12.980752557655629,6.4903762788278145,6.4903762788278145,17,25,14,0,0
2018-11-18,6.1487775273105605,6.4903762788278145,6.4903762788278145,12.639153806138376,8,50,16,0,0
2018-11-25,6.4903762788278145,12.980752557655629,6.4903762788278145,6.4903762788278145,16,38,24,0,0
2018-12-02,6.4903762788278145,6.4903762788278145,6.4903762788278145,6.4903762788278145,19,27,16,8,0
2018-12-09,6.4903762788278145,0.0,6.4903762788278145,6.4903762788278145,8,35,8,0,0
2018-12-16,9.906363794000349,6.831975030345068,6.831975030345068,6.831975030345068,8,25,25,0,0
2018-12-23,7.856771284896828,7.856771284896828,15.371943818276403,0.0,15,39,20,10,0
2018-12-30,10.589561297034855,7.173573781862321,7.173573781862321,14.005548812207389,9,47,30,0,18
2019-01-06,6.1487775273105605,9.22316629096584,6.1487775273105605,6.1487775273105605,13,39,24,8,8
2019-01-13,6.1487775273105605,6.1487775273105605,6.1487775273105605,6.1487775273105605,15,44,52,0,0
2019-01-20,0.0,15.371943818276403,6.1487775273105605,9.22316629096584,27,80,28,0,0
2019-01-27,6.1487775273105605,6.1487775273105605,6.1487775273105605,0.0,8,50,34,0,0
2019-02-03,10.247962545517602,9.22316629096584,12.297555054621121,6.1487775273105605,43,44,26,0,0
2019-02-10,0.0,6.4903762788278145,6.4903762788278145,9.564765042483096,8,53,24,0,8
2019-02-17,0.0,0.0,6.4903762788278145,19.12953008496619,8,54,38,0,0
2019-02-24,6.4903762788278145,12.980752557655629,6.4903762788278145,12.980752557655629,16,35,22,0,0
2019-03-03,10.589561297034855,6.4903762788278145,6.4903762788278145,12.980752557655629,22,30,32,8,0
2019-03-10,12.297555054621121,9.22316629096584,6.1487775273105605,6.1487775273105605,10,60,36,0,0
2019-03-17,9.564765042483096,6.4903762788278145,15.03034506675915,12.980752557655629,12,24,24,0,8
2019-03-24,8.539968787931334,0.0,0.0,8.539968787931334,16,49,24,0,8
2019-03-31,19.12953008496619,8.539968787931334,12.639153806138376,9.564765042483096,16,35,16,0,0
2019-04-07,6.4903762788278145,6.4903762788278145,19.12953008496619,9.564765042483096,13,61,29,0,0
2019-04-14,6.831975030345068,13.663950060690135,10.247962545517602,20.495925091035204,23,29,30,0,9
2019-04-21,9.22316629096584,0.0,10.247962545517602,6.831975030345068,17,71,20,0,0
2019-04-28,9.564765042483096,9.564765042483096,0.0,12.980752557655629,16,52,43,0,0
2019-05-05,12.297555054621121,12.297555054621121,6.1487775273105605,6.1487775273105605,15,65,41,0,8
2019-05-12,6.4903762788278145,12.980752557655629,9.564765042483096,16.05514132131091,13,56,32,8,0
2019-05-19,6.1487775273105605,8.198370036414081,12.297555054621121,9.22316629096584,16,63,34,0,8
2019-05-26,6.4903762788278145,6.4903762788278145,6.4903762788278145,15.371943818276403,25,49,22,0,0
2019-06-02,9.906363794000349,6.4903762788278145,6.4903762788278145,6.4903762788278145,20,43,20,0,8
2019-06-09,6.831975030345068,8.881567539448588,20.495925091035204,13.663950060690135,28,68,40,8,0
2019-06-16,6.831975030345068,6.831975030345068,6.831975030345068,17.07993757586267,13,66,26,0,0
2019-06-23,12.980752557655629,6.4903762788278145,6.4903762788278145,9.564765042483096,19,51,14,0,0
2019-06-30,8.539968787931334,9.564765042483096,8.539968787931334,10.589561297034855,19,72,27,0,0
2019-07-07,6.1487775273105605,6.1487775273105605,6.1487775273105605,12.639153806138376,23,47,31,0,0
2019-07-14,6.4903762788278145,6.4903762788278145,6.4903762788278145,12.980752557655629,19,54,24,8,0
2019-07-21,6.831975030345068,6.831975030345068,0.0,8.881567539448588,20,51,25,8,8
2019-07-28,17.07993757586267,13.663950060690135,13.663950060690135,6.831975030345068,9,46,14,0,9
2019-08-04,7.173573781862321,7.173573781862321,7.173573781862321,10.589561297034855,12,60,27,0,0
2019-08-11,6.831975030345068,6.831975030345068,14.005548812207389,13.663950060690135,23,46,20,0,0
2019-08-18,14.005548812207389,7.173573781862321,9.22316629096584,28.35269637593203,9,53,27,0,0
2019-08-25,7.173573781862321,14.347147563724642,7.173573781862321,7.173573781862321,18,54,30,0,9
2019-09-01,6.4903762788278145,6.4903762788278145,6.831975030345068,8.881567539448588,17,25,19,8,0
2019-09-08,6.4903762788278145,6.4903762788278145,12.980752557655629,6.4903762788278145,22,35,22,8,0
2019-09-15,6.4903762788278145,9.564765042483096,6.4903762788278145,12.980752557655629,16,46,33,8,8
2019-09-22,6.4903762788278145,6.4903762788278145,6.1487775273105605,6.1487775273105605,12,31,16,0,0
2019-09-29,9.564765042483096,19.12953008496619,6.4903762788278145,9.564765042483096,11,40,16,8,0
2019-10-06,6.1487775273105605,6.1487775273105605,8.198370036414081,9.22316629096584,12,31,31,8,8
2019-10-13,11.955956303103868,5.807178775793307,6.1487775273105605,15.03034506675915,20,53,8,0,8
2019-10-20,6.1487775273105605,12.297555054621121,0.0,6.1487775273105605,11,53,20,0,8
2019-10-27,6.1487775273105605,12.297555054621121,12.297555054621121,8.198370036414081,8,13,33,0,8
2019-11-03,0.0,14.688746315241895,5.807178775793307,5.807178775793307,7,30,15,0,0
2019-11-10,6.1487775273105605,9.22316629096584,18.10473383041443,12.297555054621121,8,25,27,0,0
2019-11-17,5.807178775793307,0.0,11.614357551586615,5.807178775793307,10,35,15,0,7
2019-11-24,5.807178775793307,5.807178775793307,5.807178775793307,5.807178775793307,15,27,17,7,0
2019-12-01,6.1487775273105605,6.1487775273105605,6.1487775273105605,8.198370036414081,8,18,15,0,8
2019-12-08,8.881567539448588,5.807178775793307,0.0,8.881567539448588,7,10,22,0,7
2019-12-15,6.1487775273105605,0.0,6.1487775273105605,6.1487775273105605,10,13,15,0,8
2019-12-22,6.831975030345068,20.837523842552457,6.831975030345068,6.831975030345068,15,12,23,9,0
2019-12-29,13.322351309172882,13.322351309172882,6.831975030345068,6.4903762788278145,13,39,21,0,21
2020-01-05,11.614357551586615,11.614357551586615,0.0,5.807178775793307,12,54,24,0,7
2020-01-12,11.272758800069361,5.807178775793307,5.807178775793307,5.465580024276054,12,35,40,0,7
2020-01-19,13.322351309172882,14.347147563724642,8.539968787931334,5.807178775793307,12,69,24,0,11
2020-01-26,5.465580024276054,5.465580024276054,5.465580024276054,7.515172533379575,14,38,33,0,0
2020-02-02,5.807178775793307,0.0,5.807178775793307,8.539968787931334,11,38,29,7,0
2020-02-09,5.465580024276054,11.272758800069361,5.465580024276054,8.539968787931334,9,42,21,0,7
2020-02-16,14.688746315241895,8.881567539448588,5.807178775793307,8.881567539448588,17,49,25,0,7
2020-02-23,8.539968787931334,5.807178775793307,8.539968787931334,5.807178775793307,18,33,26,7,0
2020-03-01,5.465580024276054,5.465580024276054,7.515172533379575,8.198370036414081,10,39,37,0,0
2020-03-08,7.856771284896828,0.0,5.123981272758801,5.123981272758801,13,26,20,7,7
2020-03-15,5.123981272758801,0.0,10.247962545517602,10.247962545517602,6,19,6,0,0
2020-03-22,5.123981272758801,7.515172533379575,5.123981272758801,7.515172533379575,6,19,6,0,0
2020-03-29,5.123981272758801,5.123981272758801,5.123981272758801,5.123981272758801,6,23,6,6,0
2020-04-05,5.465580024276054,5.465580024276054,0.0,5.465580024276054,7,9,14,0,0
2020-04-12,0.0,5.465580024276054,0.0,7.856771284896828,13,29,7,0,7
2020-04-19,0.0,0.0,0.0,10.247962545517602,13,17,6,0,0
2020-04-26,0.0,7.515172533379575,0.0,11.614357551586615,13,10,9,0,0
2020-05-03,5.123981272758801,5.123981272758801,10.247962545517602,7.515172533379575,13,34,17,0,0
2020-05-10,5.123981272758801,5.123981272758801,5.123981272758801,9.906363794000349,13,36,15,0,0
2020-05-17,0.0,8.198370036414081,5.465580024276054,5.465580024276054,10,29,10,0,0
2020-05-24,10.589561297034855,5.123981272758801,12.980752557655629,6.831975030345068,7,31,20,0,0
2020-05-31,10.589561297034855,0.0,12.980752557655629,5.123981272758801,10,72,24,0,0
2020-06-07,0.0,6.1487775273105605,5.807178775793307,6.1487775273105605,19,50,28,0,0
