date,Braut Make Up,Musik Hochzeit,Hochzeitsringe,Hochzeitsfotos,Blumen Hochzeit,Hochzeitstorte,Hochzeitsdeko,Hochzeitscatering,Hochzeit Tanzkurs
2018-01-07,10.247962545517602,6.831975030345068,6.831975030345068,6.831975030345068,17,65,25,0,0
2018-01-14,12.980752557655629,0.0,12.980752557655629,6.4903762788278145,8,57,33,0,8
2018-01-21,13.322351309172882,6.4903762788278145,13.322351309172882,12.980752557655629,21,78,30,0,8
2018-01-28,11.272758800069361,9.906363794000349,20.15432633951795,6.831975030345068,13,73,34,0,0
2018-02-04,8.881567539448588,6.831975030345068,20.15432633951795,6.831975030345068,14,42,17,0,8
2018-02-11,13.663950060690135,6.831975030345068,27.32790012138027,6.831975030345068,23,46,31,0,0
2018-02-18,10.247962545517602,13.663950060690135,6.831975030345068,0.0,8,59,37,0,8
2018-02-25,6.831975030345068,6.831975030345068,10.247962545517602,13.322351309172882,8,40,25,0,0
2018-03-04,10.247962545517602,6.831975030345068,0.0,6.831975030345068,17,77,37,0,0
2018-03-11,9.906363794000349,9.906363794000349,6.4903762788278145,0.0,31,53,25,0,8
2018-03-18,11.272758800069361,18.10473383041443,13.663950060690135,9.22316629096584,13,77,23,0,0
2018-03-25,14.347147563724642,7.173573781862321,7.173573781862321,11.955956303103868,32,60,36,0,0
2018-04-01,7.173573781862321,7.515172533379575,0.0,14.688746315241895,18,61,21,0,0
2018-04-08,0.0,7.173573781862321,14.005548812207389,14.005548812207389,18,41,26,0,0
2018-04-15,7.173573781862321,7.173573781862321,0.0,14.005548812207389,13,56,21,0,0
2018-04-22,20.837523842552457,17.421536327379922,14.005548812207389,11.614357551586615,17,41,23,0,0
2018-04-29,9.564765042483096,14.347147563724642,7.173573781862321,7.173573781862321,18,79,36,0,0
2018-05-06,14.347147563724642,7.173573781862321,14.347147563724642,10.931160048552108,18,63,21,0,9
2018-05-13,13.663950060690135,10.247962545517602,10.247962545517602,20.837523842552457,32,81,32,0,0
2018-05-20,7.515172533379575,12.297555054621121,7.515172533379575,29.719091382001043,25,100,34,0,0
2018-05-27,7.515172533379575,12.297555054621121,7.515172533379575,14.688746315241895,37,53,19,0,0
2018-06-03,14.005548812207389,14.005548812207389,14.005548812207389,17.763135078897175,22,42,33,9,0
2018-06-10,10.247962545517602,6.831975030345068,10.247962545517602,10.247962545517602,17,54,31,0,17
2018-06-17,6.831975030345068,9.22316629096584,6.831975030345068,13.663950060690135,14,37,26,9,0
2018-06-24,10.247962545517602,10.247962545517602,6.831975030345068,6.831975030345068,17,46,32,0,0
2018-07-01,11.272758800069361,6.831975030345068,6.831975030345068,8.881567539448588,13,39,28,0,0
2018-07-08,6.831975030345068,13.663950060690135,13.663950060690135,13.663950060690135,17,60,20,0,0
2018-07-15,13.663950060690135,6.831975030345068,6.831975030345068,10.247962545517602,12,72,22,0,17
2018-07-22,6.831975030345068,6.831975030345068,6.831975030345068,14.005548812207389,17,58,29,0,0
2018-07-29,7.173573781862321,7.173573781862321,7.173573781862321,7.173573781862321,34,46,15,9,0
2018-08-05,7.515172533379575,7.515172533379575,15.03034506675915,7.515172533379575,31,81,19,0,0
2018-08-12,10.247962545517602,7.515172533379575,10.247962545517602,11.272758800069361,14,54,38,0,10
2018-08-19,11.614357551586615,7.856771284896828,7.856771284896828,15.371943818276403,10,29,29,0,0
2018-08-26,7.515172533379575,7.515172533379575,7.515172533379575,7.515172533379575,16,38,35,0,0
2018-09-02,14.347147563724642,10.589561297034855,7.173573781862321,21.520721345586963,13,78,27,0,0
2018-09-09,7.173573781862321,7.173573781862321,6.831975030345068,7.173573781862321,9,38,24,0,9
