date,fleur mariage,animation mariage,agence de mariage,Traiteur Mariage,maquilleuse professionnelle,photo mariage,costume sur mesure
2018-01-07,8,8,0,12,0,13,8
2018-01-14,24,12,0,21,8,12,8
2018-01-21,8,8,0,32,0,21,8
2018-01-28,8,0,0,8,8,11,0
2018-02-04,12,8,0,16,8,11,16
2018-02-11,40,11,0,16,8,20,0
2018-02-18,8,16,0,11,0,13,0
2018-02-25,8,8,0,20,8,16,0
2018-03-04,17,0,0,16,0,16,8
2018-03-11,12,8,0,8,8,29,16
2018-03-18,14,0,0,8,0,29,16
2018-03-25,17,0,0,8,8,22,8
2018-04-01,8,8,0,13,0,14,0
2018-04-08,12,0,0,12,0,21,8
2018-04-15,17,0,0,9,8,17,9
2018-04-22,13,8,0,11,0,11,9
2018-04-29,11,8,0,8,0,41,8
2018-05-06,11,8,0,24,0,27,8
2018-05-13,16,8,0,12,8,57,8
2018-05-20,8,0,0,8,8,100,0
2018-05-27,12,8,0,13,0,30,8
2018-06-03,8,16,0,8,12,11,8
2018-06-10,10,8,0,16,8,31,0
2018-06-17,33,8,0,25,8,30,0
2018-06-24,16,16,0,8,0,22,8
2018-07-01,8,16,0,11,8,16,0
2018-07-08,11,16,0,8,0,37,8
2018-07-15,12,8,0,12,8,14,0
2018-07-22,8,8,0,11,0,19,8
2018-07-29,20,8,0,0,0,16,8
2018-08-05,8,8,0,15,0,15,8
2018-08-12,11,0,0,16,0,13,8
2018-08-19,12,8,0,27,8,43,8
2018-08-26,8,8,0,16,8,27,0
2018-09-02,8,16,0,8,0,30,0
2018-09-09,14,0,0,33,0,25,8
2018-09-16,8,8,0,13,0,21,0
2018-09-23,8,8,0,17,0,21,8
2018-09-30,13,8,0,17,0,17,8
2018-10-07,8,8,0,8,0,19,0
2018-10-14,12,9,0,14,0,22,9
2018-10-21,9,0,0,22,0,33,18
2018-10-28,8,0,0,8,0,19,0
2018-11-04,12,8,0,8,16,8,0
2018-11-11,8,0,0,8,0,17,0
2018-11-18,0,0,0,0,0,14,8
2018-11-25,17,0,0,13,8,25,0
2018-12-02,17,9,0,13,9,23,0
2018-12-09,26,9,0,9,0,17,0
2018-12-16,9,9,0,9,0,21,9
2018-12-23,10,10,0,10,0,13,10
2018-12-30,9,9,0,12,0,31,9
2019-01-06,8,17,0,17,0,17,13
2019-01-13,8,8,0,13,8,59,8
2019-01-20,8,0,0,8,0,24,8
2019-01-27,12,8,0,11,0,21,8
2019-02-03,21,8,0,8,8,13,0
2019-02-10,17,9,0,12,0,13,0
2019-02-17,13,0,0,17,9,9,0
2019-02-24,14,0,0,13,0,12,0
2019-03-03,11,8,0,8,0,33,11
2019-03-10,13,0,0,8,8,17,8
2019-03-17,9,0,0,9,9,9,9
2019-03-24,9,9,0,9,0,13,9
2019-03-31,17,8,0,17,0,19,8
2019-04-07,13,0,0,8,0,20,17
2019-04-14,25,8,0,13,8,11,8
2019-04-21,12,8,0,8,8,19,0
2019-04-28,20,11,0,14,0,38,24
2019-05-05,16,16,0,19,8,35,8
2019-05-12,8,8,0,8,8,19,8
2019-05-19,8,0,0,13,0,13,10
2019-05-26,24,0,0,20,8,24,8
2019-06-02,7,15,0,22,0,32,7
2019-06-09,7,7,0,10,15,40,7
2019-06-16,13,0,0,23,0,23,8
2019-06-23,15,12,0,8,8,26,8
2019-06-30,10,8,0,15,0,27,0
2019-07-07,15,8,0,8,8,13,15
2019-07-14,10,8,0,10,0,31,8
2019-07-21,8,12,0,8,0,45,0
2019-07-28,8,8,0,12,0,34,0
2019-08-04,12,12,0,12,0,21,0
2019-08-11,7,7,0,11,0,33,11
2019-08-18,16,7,0,24,7,39,7
2019-08-25,12,0,0,10,7,35,10
2019-09-01,7,0,0,12,0,40,0
2019-09-08,15,0,0,30,0,35,7
2019-09-15,26,0,0,20,11,45,7
2019-09-22,15,15,0,7,7,17,11
2019-09-29,10,11,0,10,11,20,8
2019-10-06,8,8,0,8,0,18,8
2019-10-13,8,0,0,10,7,25,0
2019-10-20,7,15,0,15,0,30,7
2019-10-27,15,0,0,8,8,28,15
2019-11-03,15,0,0,11,0,19,0
2019-11-10,15,0,0,15,0,20,7
2019-11-17,7,7,0,14,0,22,7
2019-11-24,14,0,0,14,0,19,7
2019-12-01,7,0,0,18,7,12,11
2019-12-08,7,0,0,7,0,18,7
2019-12-15,7,0,0,7,0,12,0
2019-12-22,8,0,0,8,0,14,0
2019-12-29,15,8,0,13,0,15,0
2020-01-05,9,0,0,14,0,21,7
2020-01-12,14,0,0,17,7,21,7
2020-01-19,7,7,0,0,7,19,0
2020-01-26,14,7,0,7,7,26,7
2020-02-02,9,0,0,21,0,10,0
2020-02-09,12,0,0,14,7,28,7
2020-02-16,16,14,0,19,0,9,0
2020-02-23,13,7,0,13,7,20,7
2020-03-01,11,6,0,6,0,13,19
2020-03-08,9,0,0,7,0,7,7
2020-03-15,8,0,0,0,6,9,0
2020-03-22,11,0,0,6,6,13,0
2020-03-29,6,0,0,9,0,12,0
2020-04-05,0,0,0,10,0,6,9
2020-04-12,6,0,0,12,6,12,0
2020-04-19,6,0,0,6,12,17,6
2020-04-26,9,0,0,5,5,11,5
2020-05-03,8,6,0,7,6,9,11
2020-05-10,6,0,0,6,0,10,0
