date,Braut Make Up,Musik Hochzeit,Hochzeitsringe,Blumen Hochzeit,Hochzeitsfotos,Hochzeitstorte,Hochzeitsdeko,Hochzeitscatering,Hochzeit Tanzkurs
2018-01-07,2.359586830213041,2.5955455132343452,1.8876694641704328,3.0674628792769534,7,62,32,3,3
2018-01-14,1.8876694641704328,2.359586830213041,2.5955455132343452,3.5393802453195615,9,75,33,0,2
2018-01-21,2.8315041962556493,1.1797934151065206,2.359586830213041,4.483214977404778,5,65,31,0,2
2018-01-28,2.123628147191737,2.123628147191737,2.123628147191737,4.01129761136217,9,57,37,1,1
2018-02-04,2.8315041962556493,2.123628147191737,2.359586830213041,3.7753389283408656,11,59,30,3,1
2018-02-11,2.123628147191737,3.0674628792769534,2.123628147191737,4.955132343447386,7,55,27,1,2
2018-02-18,2.359586830213041,1.8876694641704328,2.8315041962556493,4.719173660426082,11,67,33,0,1
2018-02-25,2.8315041962556493,1.4157520981278247,1.1797934151065206,3.5393802453195615,11,56,32,0,2
2018-03-04,1.1797934151065206,1.8876694641704328,1.4157520981278247,5.427049709489994,8,69,33,0,1
2018-03-11,4.483214977404778,1.6517107811491287,2.8315041962556493,4.955132343447386,10,71,29,5,2
2018-03-18,2.5955455132343452,2.359586830213041,2.359586830213041,4.719173660426082,12,71,28,3,2
2018-03-25,2.5955455132343452,1.6517107811491287,0.9438347320852164,6.134925758553907,12,54,25,0,1
2018-04-01,1.8876694641704328,1.8876694641704328,1.4157520981278247,5.898967075532602,11,58,31,1,2
2018-04-08,2.359586830213041,1.1797934151065206,0.9438347320852164,5.1910910264686905,8,58,29,0,1
2018-04-15,1.1797934151065206,1.6517107811491287,1.6517107811491287,4.247256294383474,12,57,31,2,1
2018-04-22,3.0674628792769534,2.8315041962556493,2.123628147191737,5.427049709489994,10,55,28,0,2
2018-04-29,1.6517107811491287,2.359586830213041,1.1797934151065206,7.078760490639123,15,66,31,0,2
2018-05-06,2.8315041962556493,1.4157520981278247,1.6517107811491287,6.606843124596515,6,57,30,0,2
2018-05-13,3.0674628792769534,5.663008392511299,2.359586830213041,7.078760490639123,21,97,31,1,2
2018-05-20,1.4157520981278247,4.955132343447386,2.8315041962556493,8.02259522272434,73,100,32,1,2
2018-05-27,2.123628147191737,2.359586830213041,2.123628147191737,5.663008392511299,15,64,21,0,5
2018-06-03,1.8876694641704328,2.5955455132343452,2.123628147191737,7.078760490639123,12,68,26,1,1
2018-06-10,2.359586830213041,4.01129761136217,2.359586830213041,3.5393802453195615,11,61,29,0,2
2018-06-17,0.9438347320852164,2.5955455132343452,2.123628147191737,3.5393802453195615,9,53,26,2,2
2018-06-24,1.4157520981278247,2.5955455132343452,1.8876694641704328,5.898967075532602,7,64,28,1,1
2018-07-01,2.8315041962556493,1.8876694641704328,1.8876694641704328,6.37088444157521,10,55,25,1,1
2018-07-08,2.359586830213041,2.123628147191737,2.123628147191737,5.663008392511299,19,65,36,1,3
2018-07-15,1.6517107811491287,1.8876694641704328,2.123628147191737,6.134925758553907,12,59,30,0,2
2018-07-22,1.8876694641704328,3.3034215622982575,2.359586830213041,5.427049709489994,14,62,29,1,1
2018-07-29,1.8876694641704328,3.0674628792769534,1.6517107811491287,5.1910910264686905,15,55,29,1,1
2018-08-05,2.359586830213041,3.3034215622982575,1.8876694641704328,4.719173660426082,14,56,29,1,4
2018-08-12,2.359586830213041,2.123628147191737,2.359586830213041,8.494512588766948,12,66,30,3,1
2018-08-19,1.8876694641704328,3.0674628792769534,2.5955455132343452,5.898967075532602,20,60,33,1,2
