date,Braut Make Up,Musik Hochzeit,Hochzeitsringe,Blumen Hochzeit,Hochzeitsfotos,Hochzeitstorte,Hochzeitsdeko,Hochzeitscatering,Hochzeit Tanzkurs
2018-01-07,6.521331945889698,6.521331945889698,0.0,10.144294138050642,12,64,36,0,0
2018-01-14,13.404960110995491,0.0,10.144294138050642,6.883628165105792,12,65,42,0,0
2018-01-21,8.695109261186264,13.404960110995491,6.521331945889698,11.231182795698924,24,68,24,0,0
2018-01-28,6.521331945889698,0.0,6.521331945889698,8.695109261186264,20,56,32,0,0
2018-02-04,6.521331945889698,6.883628165105792,0.0,10.144294138050642,18,36,32,0,0
2018-02-11,6.883628165105792,10.144294138050642,6.883628165105792,6.883628165105792,18,78,31,0,0
2018-02-18,6.883628165105792,13.404960110995491,6.883628165105792,13.767256330211584,25,66,31,0,0
2018-02-25,6.883628165105792,0.0,6.883628165105792,6.883628165105792,12,33,33,0,0
2018-03-04,13.767256330211584,6.883628165105792,0.0,13.767256330211584,18,57,20,0,0
2018-03-11,6.883628165105792,0.0,6.883628165105792,10.144294138050642,12,53,12,0,0
2018-03-18,0.0,10.506590357266736,0.0,13.767256330211584,0,62,25,0,0
2018-03-25,0.0,7.245924384321887,7.245924384321887,7.245924384321887,20,57,26,0,0
2018-04-01,0.0,7.608220603537982,7.608220603537982,10.144294138050642,14,45,41,0,0
2018-04-08,7.245924384321887,0.0,0.0,7.245924384321887,26,56,38,0,0
2018-04-15,0.0,7.608220603537982,7.245924384321887,7.245924384321887,13,58,22,0,0
2018-04-22,10.86888657648283,7.245924384321887,14.491848768643774,14.491848768643774,13,48,19,0,0
2018-04-29,9.781997918834547,7.245924384321887,0.0,9.781997918834547,0,40,22,0,0
2018-05-06,14.491848768643774,7.245924384321887,14.491848768643774,7.245924384321887,0,35,30,0,0
2018-05-13,0.0,0.0,9.419701699618454,9.419701699618454,13,92,13,0,0
2018-05-20,0.0,7.245924384321887,7.245924384321887,21.73777315296566,65,100,30,0,0
2018-05-27,7.245924384321887,10.86888657648283,7.245924384321887,7.245924384321887,19,39,35,0,0
2018-06-03,14.491848768643774,7.245924384321887,14.129552549427679,0.0,19,56,13,0,0
2018-06-10,6.883628165105792,10.506590357266736,6.883628165105792,6.883628165105792,13,42,25,0,0
2018-06-17,7.245924384321887,7.245924384321887,7.245924384321887,7.245924384321887,19,72,19,0,0
2018-06-24,7.245924384321887,0.0,7.245924384321887,7.245924384321887,13,53,33,0,0
2018-07-01,7.608220603537982,0.0,14.854144987859868,11.231182795698924,20,58,22,0,0
2018-07-08,7.608220603537982,0.0,7.608220603537982,12.680367672563301,23,59,34,0,0
2018-07-15,0.0,10.144294138050642,0.0,22.462365591397848,20,72,49,0,0
2018-07-22,11.231182795698924,0.0,7.608220603537982,7.245924384321887,27,49,27,0,0
2018-07-29,14.491848768643774,7.245924384321887,7.245924384321887,14.491848768643774,26,71,35,0,0
2018-08-05,7.245924384321887,17.752514741588623,0.0,21.375476933749567,13,34,43,0,0
2018-08-12,7.245924384321887,14.491848768643774,0.0,11.955775234131114,20,44,20,0,0
2018-08-19,7.245924384321887,0.0,0.0,6.883628165105792,21,42,30,0,0
2018-08-26,6.883628165105792,13.767256330211584,6.883628165105792,11.593479014915019,25,46,33,0,0
2018-09-02,0.0,6.883628165105792,0.0,17.39021852237253,12,37,12,0,0
2018-09-09,6.883628165105792,6.883628165105792,6.883628165105792,0.0,49,74,12,0,0
2018-09-16,6.883628165105792,6.883628165105792,0.0,14.129552549427679,25,25,19,0,0
2018-09-23,7.245924384321887,14.129552549427679,14.129552549427679,0.0,13,30,26,0,0
2018-09-30,7.608220603537982,14.854144987859868,7.608220603537982,0.0,13,67,27,0,0
2018-10-07,7.245924384321887,7.245924384321887,7.245924384321887,7.245924384321887,26,30,21,0,0
2018-10-14,6.883628165105792,0.0,0.0,6.883628165105792,25,25,13,0,0
2018-10-21,0.0,13.404960110995491,0.0,6.883628165105792,20,41,37,0,0
2018-10-28,10.144294138050642,6.883628165105792,10.144294138050642,0.0,12,45,24,0,0
2018-11-04,6.521331945889698,13.042663891779396,6.521331945889698,8.695109261186264,12,48,12,0,0
2018-11-11,6.883628165105792,6.883628165105792,6.883628165105792,6.883628165105792,12,25,12,0,0
2018-11-18,6.883628165105792,10.144294138050642,6.883628165105792,6.883628165105792,12,28,12,0,0
2018-11-25,0.0,14.491848768643774,7.245924384321887,0.0,0,17,39,0,0
2018-12-02,0.0,7.245924384321887,7.245924384321887,7.245924384321887,13,30,26,0,0
2018-12-09,0.0,0.0,7.245924384321887,14.491848768643774,13,22,17,0,0
2018-12-16,7.245924384321887,0.0,7.245924384321887,0.0,13,31,26,0,0
2018-12-23,8.33281304197017,8.33281304197017,0.0,8.33281304197017,23,51,15,0,0
2018-12-30,0.0,15.216441207075963,0.0,7.608220603537982,14,46,14,0,0
2019-01-06,0.0,14.129552549427679,6.883628165105792,6.883628165105792,13,55,25,0,0
2019-01-13,13.767256330211584,0.0,0.0,10.144294138050642,12,53,25,0,0
2019-01-20,6.521331945889698,6.521331945889698,0.0,0.0,24,40,28,0,0
2019-01-27,6.521331945889698,6.521331945889698,6.521331945889698,11.231182795698924,12,60,42,0,0
2019-02-03,6.883628165105792,13.404960110995491,10.144294138050642,0.0,30,49,30,0,0
2019-02-10,0.0,13.404960110995491,13.404960110995491,6.883628165105792,12,45,28,0,0
2019-02-17,10.144294138050642,6.883628165105792,0.0,9.057405480402359,12,53,37,0,0
2019-02-24,0.0,6.883628165105792,0.0,0.0,25,44,19,0,0
2019-03-03,6.883628165105792,6.883628165105792,6.883628165105792,6.883628165105792,37,69,28,0,0
2019-03-10,6.521331945889698,19.92629205688519,6.521331945889698,6.883628165105792,12,20,40,0,0
2019-03-17,6.883628165105792,10.506590357266736,6.883628165105792,6.883628165105792,12,42,13,0,0
2019-03-24,0.0,10.144294138050642,0.0,13.404960110995491,25,37,43,0,0
2019-03-31,6.883628165105792,6.883628165105792,0.0,13.404960110995491,12,41,32,0,0
2019-04-07,6.883628165105792,6.883628165105792,0.0,10.144294138050642,12,61,31,0,0
2019-04-14,0.0,0.0,0.0,7.608220603537982,20,58,27,0,0
2019-04-21,14.491848768643774,0.0,0.0,7.245924384321887,13,69,19,0,0
2019-04-28,6.883628165105792,6.883628165105792,6.883628165105792,20.650884495317378,25,42,19,0,0
2019-05-05,13.404960110995491,9.781997918834547,19.92629205688519,17.752514741588623,24,48,24,0,0
2019-05-12,6.883628165105792,20.650884495317378,10.144294138050642,18.114810960804718,25,70,29,0,0
2019-05-19,0.0,6.521331945889698,6.883628165105792,6.883628165105792,12,56,30,0,0
2019-05-26,6.883628165105792,0.0,0.0,11.593479014915019,13,46,25,0,0
2019-06-02,6.521331945889698,0.0,6.521331945889698,13.404960110995491,12,40,24,0,0
2019-06-09,6.883628165105792,10.144294138050642,6.883628165105792,10.144294138050642,16,37,29,0,0
2019-06-16,0.0,6.883628165105792,0.0,14.129552549427679,13,55,21,0,0
2019-06-23,0.0,21.013180714533473,6.883628165105792,9.419701699618454,0,43,30,0,0
2019-06-30,0.0,14.129552549427679,10.86888657648283,14.491848768643774,26,55,21,0,0
2019-07-07,6.883628165105792,0.0,6.883628165105792,23.186958029830038,17,38,25,0,0
2019-07-14,10.86888657648283,7.245924384321887,10.86888657648283,0.0,26,48,26,0,0
2019-07-21,7.608220603537982,7.608220603537982,0.0,7.608220603537982,34,67,22,0,0
2019-07-28,0.0,7.608220603537982,0.0,0.0,18,54,41,0,0
2019-08-04,14.129552549427679,10.506590357266736,0.0,14.129552549427679,19,51,60,0,0
2019-08-11,0.0,6.883628165105792,6.521331945889698,6.883628165105792,12,52,24,0,0
2019-08-18,10.144294138050642,13.404960110995491,13.404960110995491,6.883628165105792,18,37,24,0,0
2019-08-25,6.883628165105792,6.883628165105792,0.0,6.883628165105792,16,45,31,0,0
2019-09-01,0.0,0.0,0.0,6.521331945889698,12,64,44,0,0
2019-09-08,6.883628165105792,0.0,0.0,13.767256330211584,18,31,20,0,0
2019-09-15,0.0,6.883628165105792,0.0,20.650884495317378,12,46,31,0,0
2019-09-22,0.0,6.883628165105792,0.0,17.027922303156434,18,45,20,0,0
2019-09-29,7.245924384321887,14.129552549427679,0.0,14.129552549427679,13,64,26,0,0
2019-10-06,0.0,6.883628165105792,0.0,6.883628165105792,18,37,20,0,0
2019-10-13,0.0,6.521331945889698,6.521331945889698,19.201699618453,35,58,23,0,0
2019-10-20,6.521331945889698,6.521331945889698,9.781997918834547,6.521331945889698,12,46,12,0,0
2019-10-27,0.0,12.680367672563301,6.521331945889698,6.159035726673604,11,65,11,0,0
2019-11-03,0.0,6.159035726673604,9.419701699618454,8.33281304197017,17,42,11,0,0
2019-11-10,6.159035726673604,0.0,6.159035726673604,6.159035726673604,0,30,15,0,0
2019-11-17,0.0,6.521331945889698,0.0,0.0,12,31,11,0,0
2019-11-24,0.0,0.0,0.0,0.0,17,19,23,0,0
2019-12-01,6.521331945889698,0.0,6.521331945889698,6.521331945889698,12,42,23,0,0
2019-12-08,0.0,6.159035726673604,6.159035726673604,12.680367672563301,0,34,17,0,0
2019-12-15,6.521331945889698,6.521331945889698,6.521331945889698,0.0,18,16,23,0,0
2019-12-22,7.608220603537982,7.608220603537982,0.0,7.608220603537982,41,23,21,0,0
2019-12-29,7.245924384321887,7.245924384321887,7.245924384321887,7.245924384321887,13,26,26,0,0
2020-01-05,6.521331945889698,12.680367672563301,13.042663891779396,8.695109261186264,12,58,50,0,0
2020-01-12,15.216441207075963,12.318071453347208,6.159035726673604,6.159035726673604,11,33,27,0,0
2020-01-19,6.159035726673604,0.0,0.0,9.419701699618454,17,55,37,0,0
2020-01-26,6.159035726673604,12.318071453347208,6.159035726673604,6.159035726673604,22,36,36,0,0
2020-02-02,6.159035726673604,6.159035726673604,5.796739507457509,9.057405480402359,11,32,43,0,0
2020-02-09,5.796739507457509,5.796739507457509,0.0,5.796739507457509,21,29,39,0,0
2020-02-16,0.0,0.0,8.33281304197017,6.159035726673604,11,60,22,0,0
2020-02-23,6.159035726673604,12.318071453347208,0.0,9.057405480402359,11,40,22,0,0
2020-03-01,0.0,11.955775234131114,6.159035726673604,6.159035726673604,11,36,27,0,0
2020-03-08,0.0,5.796739507457509,0.0,5.796739507457509,10,54,20,0,0
2020-03-15,0.0,0.0,5.434443288241415,0.0,10,20,10,0,0
2020-03-22,0.0,5.434443288241415,8.33281304197017,8.33281304197017,10,14,10,0,0
2020-03-29,0.0,5.796739507457509,0.0,5.796739507457509,10,17,10,0,0
2020-04-05,0.0,0.0,6.159035726673604,0.0,0,11,11,0,0
2020-04-12,0.0,0.0,6.159035726673604,11.593479014915019,11,11,0,0,0
2020-04-19,5.796739507457509,5.796739507457509,5.796739507457509,11.231182795698924,15,10,17,0,0
2020-04-26,5.796739507457509,5.796739507457509,5.796739507457509,0.0,0,48,10,0,0
2020-05-03,0.0,0.0,5.796739507457509,11.593479014915019,0,20,20,0,0
2020-05-10,5.796739507457509,0.0,0.0,5.796739507457509,15,41,28,0,0
2020-05-17,6.159035726673604,0.0,5.796739507457509,0.0,22,38,11,0,0
2020-05-24,11.593479014915019,0.0,5.796739507457509,5.796739507457509,21,21,24,0,0
2020-05-31,5.796739507457509,5.796739507457509,0.0,11.231182795698924,10,45,21,0,0
2020-06-07,0.0,13.404960110995491,6.521331945889698,6.521331945889698,20,60,18,0,0
