date,catering,Fotógrafo de bodas,publicidad,Maquillaje para novias,Eventos Musicales,Pastelería,bodas,fotografia,limusina,ramos de flores,coches deportivos,Dj,Joyeria,Floristería,modista,Registradores,tarta boda,Maquilladora a Domicilio,organizacion de eventos,Peluquero,Mago,Maquillaje,peinados para boda
2018-01-07,26.4275954814503,0.0,20.181072913107503,0.0,0.0,6.139700607339398,29.024039234695334,9.488628211342705,0.0,3.087058823529412,0.0,11.962352941176471,3.087058823529412,0.0,0.0,8.87529411764706,0.0,0.0,0.0,0.0,5,20,0
2018-01-14,14.415052080791074,0.0,30.271609369661252,0.0,0.0,6.139700607339398,20.651720224687065,14.512019617347667,0.0,5.788235294117648,0.0,10.032941176470588,5.788235294117648,0.0,0.0,4.630588235294118,0.0,0.0,0.0,5.788235294117648,11,21,0
2018-01-21,8.649031248474644,0.0,23.064083329265713,0.0,0.0,6.139700607339398,28.465884634028114,20.093565624019845,0.0,3.087058823529412,3.087058823529412,5.788235294117648,3.858823529411765,0.0,3.087058823529412,3.087058823529412,0.0,0.0,0.0,3.087058823529412,13,24,0
2018-01-28,14.415052080791074,0.0,12.973546872711966,0.0,0.0,0.0,18.41910182201819,28.465884634028114,0.0,0.0,3.087058823529412,4.630588235294118,5.788235294117648,0.0,3.087058823529412,0.0,0.0,0.0,0.0,3.087058823529412,10,26,0
2018-02-04,17.29806249694929,0.0,25.94709374542393,0.0,0.0,6.139700607339398,28.465884634028114,10.046782812009923,0.0,0.0,3.087058823529412,11.962352941176471,10.032941176470588,3.087058823529412,0.0,3.087058823529412,0.0,0.0,0.0,3.087058823529412,8,49,0
2018-02-11,8.649031248474644,0.0,23.544585065292086,0.0,0.0,0.0,33.489276040033076,22.884338627355937,0.0,3.087058823529412,3.087058823529412,6.945882352941177,3.858823529411765,3.087058823529412,4.630588235294118,0.0,0.0,0.0,0.0,3.087058823529412,6,26,0
2018-02-18,13.454048608738335,0.0,20.661574649133875,0.0,0.0,0.0,22.884338627355937,20.651720224687065,0.0,6.174117647058824,0.0,13.120000000000001,5.016470588235294,3.087058823529412,0.0,3.087058823529412,0.0,0.0,0.0,3.087058823529412,9,34,0
2018-02-25,8.649031248474644,0.0,14.415052080791074,0.0,0.0,0.0,24.55880242935759,22.884338627355937,0.0,0.0,0.0,6.945882352941177,4.630588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,25,0
2018-03-04,14.415052080791074,0.0,26.4275954814503,0.0,0.0,0.0,22.884338627355937,22.884338627355937,0.0,4.630588235294118,0.0,8.103529411764706,11.190588235294118,3.087058823529412,5.016470588235294,0.0,0.0,0.0,0.0,0.0,0,17,0
2018-03-11,12.973546872711966,0.0,28.83010416158215,0.0,0.0,6.139700607339398,34.605585241367514,30.698503036696987,0.0,0.0,0.0,8.87529411764706,3.087058823529412,0.0,3.087058823529412,5.788235294117648,0.0,0.0,0.0,3.087058823529412,11,11,0
2018-03-18,17.29806249694929,0.0,26.4275954814503,0.0,0.0,0.0,24.55880242935759,20.651720224687065,0.0,0.0,0.0,11.190588235294118,4.630588235294118,0.0,0.0,3.087058823529412,0.0,0.0,0.0,0.0,11,16,0
2018-03-25,9.610034720527382,0.0,22.583581593239348,0.0,0.0,6.697855208006616,16.186483419349322,6.697855208006616,3.4729411764705884,0.0,0.0,3.4729411764705884,6.5600000000000005,3.4729411764705884,3.4729411764705884,3.4729411764705884,0.0,0.0,0.0,0.0,4,26,0
2018-04-01,19.70057117708113,0.0,14.415052080791074,0.0,0.0,10.60493741267714,25.116957030024807,18.41910182201819,0.0,0.0,0.0,5.016470588235294,3.4729411764705884,3.4729411764705884,3.4729411764705884,5.016470588235294,0.0,0.0,0.0,0.0,14,19,0
2018-04-08,16.81756076092292,0.0,19.70057117708113,0.0,0.0,0.0,27.9077300333609,11.721246614011577,0.0,0.0,0.0,7.71764705882353,5.788235294117648,4.2447058823529416,0.0,3.087058823529412,0.0,0.0,0.0,5.788235294117648,6,15,0
2018-04-15,9.129532984501013,0.0,38.9206406181359,0.0,0.0,6.139700607339398,46.32683185537909,14.512019617347667,0.0,0.0,0.0,21.609411764705886,8.103529411764706,0.0,3.087058823529412,3.087058823529412,0.0,0.0,0.0,0.0,11,13,0
2018-04-22,8.649031248474644,0.0,20.181072913107503,0.0,0.0,6.139700607339398,34.605585241367514,24.55880242935759,0.0,3.087058823529412,0.0,8.103529411764706,16.978823529411766,0.0,3.087058823529412,3.087058823529412,0.0,0.0,0.0,3.087058823529412,6,22,0
2018-04-29,12.973546872711966,0.0,25.94709374542393,0.0,0.0,0.0,24.55880242935759,22.326184026688715,0.0,3.087058823529412,0.0,6.174117647058824,7.331764705882354,0.0,0.0,3.858823529411765,0.0,0.0,0.0,3.087058823529412,7,14,0
2018-05-06,12.973546872711966,0.0,13.934550344764704,0.0,0.0,0.0,27.9077300333609,17.860947221350973,0.0,3.087058823529412,0.0,9.647058823529413,3.858823529411765,5.788235294117648,0.0,2.7011764705882357,0.0,0.0,0.0,0.0,12,20,0
2018-05-13,20.661574649133875,0.0,20.661574649133875,0.0,0.0,6.139700607339398,21.20987482535428,20.651720224687065,0.0,0.0,6.174117647058824,8.87529411764706,6.174117647058824,3.087058823529412,3.087058823529412,0.0,0.0,0.0,0.0,0.0,8,17,0
2018-05-20,8.649031248474644,0.0,14.415052080791074,0.0,0.0,0.0,30.698503036696987,22.326184026688715,0.0,0.0,0.0,8.87529411764706,8.87529411764706,3.087058823529412,3.087058823529412,4.630588235294118,0.0,0.0,0.0,0.0,7,16,0
2018-05-27,8.649031248474644,0.0,23.064083329265713,0.0,0.0,0.0,26.791420832026464,15.628328818682103,0.0,4.630588235294118,0.0,10.418823529411766,7.331764705882354,3.087058823529412,0.0,0.0,0.0,0.0,0.0,0.0,7,20,0
2018-06-03,20.661574649133875,0.0,12.012543400659228,0.0,0.0,6.139700607339398,16.744638020016538,16.744638020016538,3.087058823529412,0.0,3.087058823529412,12.348235294117648,6.945882352941177,3.087058823529412,3.087058823529412,6.945882352941177,0.0,0.0,0.0,0.0,4,12,0
2018-06-10,13.934550344764704,0.0,42.28415277032048,0.0,0.0,6.139700607339398,31.814812238031422,17.860947221350973,3.087058823529412,0.0,0.0,4.2447058823529416,5.788235294117648,3.087058823529412,3.087058823529412,3.087058823529412,0.0,0.0,0.0,5.788235294117648,11,19,0
2018-06-17,14.415052080791074,0.0,19.220069441054765,0.0,0.0,13.395710416013232,13.395710416013232,16.744638020016538,3.087058823529412,0.0,0.0,6.5600000000000005,5.016470588235294,0.0,3.4729411764705884,6.5600000000000005,0.0,0.0,0.0,3.087058823529412,8,16,0
