date,fleur mariage,animation mariage,agence de mariage,Traiteur Mariage,maquilleuse professionnelle,photo mariage,costume sur mesure
2018-01-07,14,14,0,0,0,28,0
2018-01-14,21,0,0,14,0,14,0
2018-01-21,21,0,0,0,0,14,0
2018-01-28,0,14,0,0,0,23,0
2018-02-04,13,0,0,13,0,18,0
2018-02-11,0,0,0,21,0,23,0
2018-02-18,42,14,0,0,0,28,14
2018-02-25,0,14,0,0,0,14,14
2018-03-04,28,14,0,28,0,14,14
2018-03-11,14,0,0,0,0,14,0
2018-03-18,14,14,0,14,0,14,14
2018-03-25,0,0,0,14,0,21,0
2018-04-01,14,0,0,14,0,14,0
2018-04-08,14,0,0,14,0,21,0
2018-04-15,0,0,0,30,0,22,0
2018-04-22,14,0,0,19,0,14,0
2018-04-29,24,0,0,15,0,0,0
2018-05-06,29,15,0,15,0,19,0
2018-05-13,14,21,0,0,0,33,0
2018-05-20,19,14,0,21,0,100,0
2018-05-27,35,14,0,14,0,14,0
2018-06-03,14,0,0,43,0,21,0
2018-06-10,14,0,0,27,0,27,13
2018-06-17,19,0,0,21,0,24,0
2018-06-24,14,0,0,0,0,43,14
2018-07-01,0,0,0,14,0,14,0
2018-07-08,15,15,0,0,0,29,0
2018-07-15,16,0,0,16,0,24,0
2018-07-22,0,0,0,16,0,16,0
2018-07-29,0,16,0,16,0,16,0
2018-08-05,0,0,0,16,0,33,0
2018-08-12,17,0,0,17,0,42,0
2018-08-19,24,16,0,16,0,32,0
2018-08-26,15,15,0,45,0,25,0
2018-09-02,15,0,0,0,0,38,0
2018-09-09,23,15,0,15,0,30,0
2018-09-16,0,15,0,45,0,29,0
2018-09-23,15,15,0,15,0,0,0
2018-09-30,0,15,0,15,0,15,0
2018-10-07,0,15,0,30,0,15,0
2018-10-14,15,0,0,0,0,15,0
2018-10-21,15,15,0,15,0,15,0
2018-10-28,15,22,0,0,0,14,0
2018-11-04,0,14,0,14,0,19,0
2018-11-11,29,0,0,15,0,22,0
2018-11-18,14,14,0,28,0,0,0
2018-11-25,14,0,0,0,0,14,0
2018-12-02,14,14,0,0,0,50,0
2018-12-09,14,14,0,14,0,19,0
2018-12-16,0,0,0,15,0,15,0
2018-12-23,16,0,0,31,0,24,16
2018-12-30,15,0,0,15,0,15,0
2019-01-06,0,14,0,14,0,0,0
2019-01-13,0,14,0,14,0,19,0
2019-01-20,20,0,0,13,0,13,20
2019-01-27,0,0,0,13,0,26,0
2019-02-03,14,0,0,0,0,14,0
2019-02-10,15,0,0,15,0,15,0
2019-02-17,23,0,0,0,0,45,0
2019-02-24,14,14,0,14,0,19,0
2019-03-03,0,0,0,14,0,14,0
2019-03-10,14,0,0,14,0,19,0
2019-03-17,15,15,0,15,0,19,0
2019-03-24,15,15,0,15,0,30,0
2019-03-31,22,0,0,0,0,15,15
2019-04-07,15,0,0,22,0,22,0
2019-04-14,0,16,0,15,0,31,0
2019-04-21,22,0,0,14,0,24,14
2019-04-28,14,14,0,0,0,14,27
2019-05-05,14,13,0,27,0,20,0
2019-05-12,15,15,0,15,0,29,0
2019-05-19,19,0,0,0,0,28,14
2019-05-26,14,29,0,14,0,21,0
2019-06-02,13,20,0,13,0,31,0
2019-06-09,14,41,0,14,0,48,0
2019-06-16,14,14,0,14,0,21,0
2019-06-23,28,14,0,0,0,35,14
2019-06-30,14,0,0,14,0,14,0
2019-07-07,0,0,0,14,0,22,0
2019-07-14,15,15,0,30,0,31,0
2019-07-21,15,15,0,15,0,38,0
2019-07-28,16,16,0,16,0,16,0
2019-08-04,0,16,0,0,0,0,0
2019-08-11,0,0,0,15,0,23,15
2019-08-18,16,0,0,16,0,16,0
2019-08-25,14,0,0,14,0,14,0
2019-09-01,0,14,0,14,0,28,14
2019-09-08,14,0,0,14,0,37,0
2019-09-15,0,0,0,14,0,14,0
2019-09-22,13,0,0,13,0,20,13
2019-09-29,0,13,0,13,0,20,13
2019-10-06,33,0,0,13,0,13,0
2019-10-13,13,13,0,0,0,13,0
2019-10-20,13,0,0,13,0,22,0
2019-10-27,13,0,0,13,0,13,13
2019-11-03,13,0,0,13,0,13,0
2019-11-10,0,0,0,13,0,25,0
2019-11-17,13,0,0,13,0,19,0
2019-11-24,12,12,0,0,0,12,0
2019-12-01,0,0,0,25,0,0,0
2019-12-08,0,0,0,0,0,12,0
2019-12-15,0,0,0,0,0,13,0
2019-12-22,0,0,0,0,0,40,0
2019-12-29,13,13,0,13,0,32,13
2020-01-05,0,0,0,12,0,0,0
2020-01-12,12,0,0,18,0,29,0
2020-01-19,12,0,0,12,0,12,0
2020-01-26,12,12,0,24,0,12,12
2020-02-02,12,12,0,18,0,12,0
2020-02-09,24,0,0,12,0,12,0
2020-02-16,12,0,0,19,0,0,0
2020-02-23,12,0,0,24,0,18,0
2020-03-01,0,0,0,17,0,11,0
2020-03-08,0,22,0,0,0,11,0
2020-03-15,0,0,0,10,0,10,0
2020-03-22,10,0,0,10,0,10,0
2020-03-29,10,10,0,10,0,10,10
2020-04-05,10,0,0,20,0,10,0
2020-04-12,0,10,0,10,0,10,0
2020-04-19,0,0,0,0,0,10,0
2020-04-26,9,19,0,0,0,9,9
2020-05-03,0,9,0,0,0,10,0
2020-05-10,10,0,0,10,0,21,0
