Year,ticket_geo_region_name,Style_type,Distribution
2018,Baden-Württemberg,freie Hochzeit,0.14
2018,Baden-Württemberg,Hochzeit Standesamt,0.48
2018,Baden-Württemberg,Hochzeit Kirche,0.38
2018,Bayern,freie Hochzeit,0.12
2018,Bayern,Hochzeit Standesamt,0.48
2018,Bayern,Hochzeit Kirche,0.41
2018,Berlin,freie Hochzeit,0.13
2018,Berlin,Hochzeit Standesamt,0.6
2018,Berlin,Hochzeit Kirche,0.27
2018,Brandenburg,freie Hochzeit,0.0
2018,Brandenburg,Hochzeit Standesamt,1.0
2018,Brandenburg,Hochzeit Kirche,0.0
2018,Bremen,freie Hochzeit,0.0
2018,Bremen,Hochzeit Standesamt,1.0
2018,Bremen,Hochzeit Kirche,0.0
2018,Deutschland,freie Hochzeit,0.08
2018,Deutschland,Hochzeit Standesamt,0.56
2018,Deutschland,Hochzeit Kirche,0.36
2018,Hamburg,freie Hochzeit,0.0
2018,Hamburg,Hochzeit Standesamt,0.61
2018,Hamburg,Hochzeit Kirche,0.39
2018,Hessen,freie Hochzeit,0.1
2018,Hessen,Hochzeit Standesamt,0.54
2018,Hessen,Hochzeit Kirche,0.36
2018,Niedersachsen,freie Hochzeit,0.08
2018,Niedersachsen,Hochzeit Standesamt,0.56
2018,Niedersachsen,Hochzeit Kirche,0.36
2018,Mecklenburg-Vorpommern,freie Hochzeit,0.0
2018,Mecklenburg-Vorpommern,Hochzeit Standesamt,1.0
2018,Mecklenburg-Vorpommern,Hochzeit Kirche,0.0
2018,Nordrhein-Westfalen,freie Hochzeit,0.14
2018,Nordrhein-Westfalen,Hochzeit Standesamt,0.53
2018,Nordrhein-Westfalen,Hochzeit Kirche,0.34
2018,Rheinland-Pfalz,freie Hochzeit,0.11
2018,Rheinland-Pfalz,Hochzeit Standesamt,0.51
2018,Rheinland-Pfalz,Hochzeit Kirche,0.38
2018,Saarland,freie Hochzeit,0.0
2018,Saarland,Hochzeit Standesamt,0.54
2018,Saarland,Hochzeit Kirche,0.46
2018,Sachsen,freie Hochzeit,0.13
2018,Sachsen,Hochzeit Standesamt,0.56
2018,Sachsen,Hochzeit Kirche,0.31
2018,Sachsen-Anhalt,freie Hochzeit,0.0
2018,Sachsen-Anhalt,Hochzeit Standesamt,1.0
2018,Sachsen-Anhalt,Hochzeit Kirche,0.0
2018,Schleswig-Holstein,freie Hochzeit,0.05
2018,Schleswig-Holstein,Hochzeit Standesamt,0.54
2018,Schleswig-Holstein,Hochzeit Kirche,0.41
2018,Thüringen,freie Hochzeit,0.0
2018,Thüringen,Hochzeit Standesamt,1.0
2018,Thüringen,Hochzeit Kirche,0.0
2019,Baden-Württemberg,freie Hochzeit,0.13
2019,Baden-Württemberg,Hochzeit Standesamt,0.5
2019,Baden-Württemberg,Hochzeit Kirche,0.37
2019,Bayern,freie Hochzeit,0.15
2019,Bayern,Hochzeit Standesamt,0.5
2019,Bayern,Hochzeit Kirche,0.34
2019,Berlin,freie Hochzeit,0.1
2019,Berlin,Hochzeit Standesamt,0.65
2019,Berlin,Hochzeit Kirche,0.25
2019,Brandenburg,freie Hochzeit,0.0
2019,Brandenburg,Hochzeit Standesamt,1.0
2019,Brandenburg,Hochzeit Kirche,0.0
2019,Bremen,freie Hochzeit,0.0
2019,Bremen,Hochzeit Standesamt,1.0
2019,Bremen,Hochzeit Kirche,0.0
2019,Deutschland,freie Hochzeit,0.11
2019,Deutschland,Hochzeit Standesamt,0.57
2019,Deutschland,Hochzeit Kirche,0.32
2019,Hamburg,freie Hochzeit,0.0
2019,Hamburg,Hochzeit Standesamt,0.59
2019,Hamburg,Hochzeit Kirche,0.41
2019,Hessen,freie Hochzeit,0.15
2019,Hessen,Hochzeit Standesamt,0.54
2019,Hessen,Hochzeit Kirche,0.31
2019,Niedersachsen,freie Hochzeit,0.07
2019,Niedersachsen,Hochzeit Standesamt,0.59
2019,Niedersachsen,Hochzeit Kirche,0.34
2019,Mecklenburg-Vorpommern,freie Hochzeit,0.0
2019,Mecklenburg-Vorpommern,Hochzeit Standesamt,1.0
2019,Mecklenburg-Vorpommern,Hochzeit Kirche,0.0
2019,Nordrhein-Westfalen,freie Hochzeit,0.15
2019,Nordrhein-Westfalen,Hochzeit Standesamt,0.54
2019,Nordrhein-Westfalen,Hochzeit Kirche,0.31
2019,Rheinland-Pfalz,freie Hochzeit,0.15
2019,Rheinland-Pfalz,Hochzeit Standesamt,0.48
2019,Rheinland-Pfalz,Hochzeit Kirche,0.37
2019,Saarland,freie Hochzeit,0.0
2019,Saarland,Hochzeit Standesamt,0.6
2019,Saarland,Hochzeit Kirche,0.4
2019,Sachsen,freie Hochzeit,0.25
2019,Sachsen,Hochzeit Standesamt,0.55
2019,Sachsen,Hochzeit Kirche,0.2
2019,Sachsen-Anhalt,freie Hochzeit,0.0
2019,Sachsen-Anhalt,Hochzeit Standesamt,1.0
2019,Sachsen-Anhalt,Hochzeit Kirche,0.0
2019,Schleswig-Holstein,freie Hochzeit,0.13
2019,Schleswig-Holstein,Hochzeit Standesamt,0.59
2019,Schleswig-Holstein,Hochzeit Kirche,0.28
2019,Thüringen,freie Hochzeit,0.0
2019,Thüringen,Hochzeit Standesamt,1.0
2019,Thüringen,Hochzeit Kirche,0.0
2020,Baden-Württemberg,freie Hochzeit,0.1
2020,Baden-Württemberg,Hochzeit Standesamt,0.62
2020,Baden-Württemberg,Hochzeit Kirche,0.28
2020,Bayern,freie Hochzeit,0.11
2020,Bayern,Hochzeit Standesamt,0.59
2020,Bayern,Hochzeit Kirche,0.31
2020,Berlin,freie Hochzeit,0.02
2020,Berlin,Hochzeit Standesamt,0.72
2020,Berlin,Hochzeit Kirche,0.26
2020,Brandenburg,freie Hochzeit,0.0
2020,Brandenburg,Hochzeit Standesamt,1.0
2020,Brandenburg,Hochzeit Kirche,0.0
2020,Bremen,freie Hochzeit,0.0
2020,Bremen,Hochzeit Standesamt,1.0
2020,Bremen,Hochzeit Kirche,0.0
2020,Deutschland,freie Hochzeit,0.08
2020,Deutschland,Hochzeit Standesamt,0.7
2020,Deutschland,Hochzeit Kirche,0.22
2020,Hamburg,freie Hochzeit,0.0
2020,Hamburg,Hochzeit Standesamt,0.8
2020,Hamburg,Hochzeit Kirche,0.2
2020,Hessen,freie Hochzeit,0.19
2020,Hessen,Hochzeit Standesamt,0.57
2020,Hessen,Hochzeit Kirche,0.24
2020,Niedersachsen,freie Hochzeit,0.1
2020,Niedersachsen,Hochzeit Standesamt,0.65
2020,Niedersachsen,Hochzeit Kirche,0.25
2020,Mecklenburg-Vorpommern,freie Hochzeit,0.0
2020,Mecklenburg-Vorpommern,Hochzeit Standesamt,1.0
2020,Mecklenburg-Vorpommern,Hochzeit Kirche,0.0
2020,Nordrhein-Westfalen,freie Hochzeit,0.1
2020,Nordrhein-Westfalen,Hochzeit Standesamt,0.69
2020,Nordrhein-Westfalen,Hochzeit Kirche,0.21
2020,Rheinland-Pfalz,freie Hochzeit,0.05
2020,Rheinland-Pfalz,Hochzeit Standesamt,0.67
2020,Rheinland-Pfalz,Hochzeit Kirche,0.28
2020,Saarland,freie Hochzeit,0.0
2020,Saarland,Hochzeit Standesamt,0.7
2020,Saarland,Hochzeit Kirche,0.3
2020,Sachsen,freie Hochzeit,0.15
2020,Sachsen,Hochzeit Standesamt,0.72
2020,Sachsen,Hochzeit Kirche,0.13
2020,Sachsen-Anhalt,freie Hochzeit,0.0
2020,Sachsen-Anhalt,Hochzeit Standesamt,1.0
2020,Sachsen-Anhalt,Hochzeit Kirche,0.0
2020,Schleswig-Holstein,freie Hochzeit,0.14
2020,Schleswig-Holstein,Hochzeit Standesamt,0.57
2020,Schleswig-Holstein,Hochzeit Kirche,0.29
2020,Thüringen,freie Hochzeit,0.0
2020,Thüringen,Hochzeit Standesamt,1.0
2020,Thüringen,Hochzeit Kirche,0.0
