Year,ticket_geo_region_name,Loc_type,Distribution
2019,Baden-Württemberg,Villa,0.16
2019,Bayern,Hotel/ Restaurant,0.39
2019,Bayern,Schloss,0.5
2019,Bayern,Villa,0.11
2019,Berlin,Hotel/ Restaurant,0.33
2019,Berlin,Schloss,0.51
2019,Berlin,Villa,0.16
2019,Brandenburg,Hotel/ Restaurant,0.45
2019,Brandenburg,Schloss,0.55
2019,Brandenburg,Villa,0.0
2019,Bremen,Hotel/ Restaurant,0.0
2019,Bremen,Schloss,0.0
2019,Bremen,Villa,0.0
2019,Deutschland,Hotel/ Restaurant,0.36
2019,Deutschland,Schloss,0.54
2019,Deutschland,Villa,0.1
2019,Hamburg,Hotel/ Restaurant,0.58
2019,Hamburg,Schloss,0.42
2019,Hamburg,Villa,0.0
2019,Hessen,Hotel/ Restaurant,0.35
2019,Hessen,Schloss,0.47
2019,Hessen,Villa,0.18
2019,Niedersachsen,Hotel/ Restaurant,0.51
2019,Niedersachsen,Schloss,0.49
2019,Niedersachsen,Villa,0.0
2019,Mecklenburg-Vorpommern,Hotel/ Restaurant,0.45
2019,Mecklenburg-Vorpommern,Schloss,0.55
2019,Mecklenburg-Vorpommern,Villa,0.0
2019,Nordrhein-Westfalen,Hotel/ Restaurant,0.31
2019,Nordrhein-Westfalen,Schloss,0.55
2019,Nordrhein-Westfalen,Villa,0.14
2019,Rheinland-Pfalz,Hotel/ Restaurant,0.41
2019,Rheinland-Pfalz,Schloss,0.45
2019,Rheinland-Pfalz,Villa,0.14
2019,Saarland,Hotel/ Restaurant,0.0
2019,Saarland,Schloss,1.0
2019,Saarland,Villa,0.0
2019,Sachsen,Hotel/ Restaurant,0.28
2019,Sachsen,Schloss,0.5
2019,Sachsen,Villa,0.22
2019,Sachsen-Anhalt,Hotel/ Restaurant,0.48
2019,Sachsen-Anhalt,Schloss,0.52
2019,Sachsen-Anhalt,Villa,0.0
2019,Schleswig-Holstein,Hotel/ Restaurant,0.64
2019,Schleswig-Holstein,Schloss,0.36
2019,Schleswig-Holstein,Villa,0.0
2019,Thüringen,Hotel/ Restaurant,0.39
2019,Thüringen,Schloss,0.61
2019,Thüringen,Villa,0.0
2020,Baden-Württemberg,Hotel/ Restaurant,0.33
2020,Baden-Württemberg,Schloss,0.46
2020,Baden-Württemberg,Villa,0.2
2020,Bayern,Hotel/ Restaurant,0.39
2020,Bayern,Schloss,0.49
2020,Bayern,Villa,0.12
2020,Berlin,Hotel/ Restaurant,0.38
2020,Berlin,Schloss,0.44
2020,Berlin,Villa,0.18
2020,Brandenburg,Hotel/ Restaurant,0.34
2020,Brandenburg,Schloss,0.66
2020,Brandenburg,Villa,0.0
2020,Bremen,Hotel/ Restaurant,0.0
2020,Bremen,Schloss,0.0
2020,Bremen,Villa,0.0
2020,Deutschland,Hotel/ Restaurant,0.35
2020,Deutschland,Schloss,0.54
2020,Deutschland,Villa,0.1
2020,Hamburg,Hotel/ Restaurant,0.4
2020,Hamburg,Schloss,0.6
2020,Hamburg,Villa,0.0
2020,Hessen,Hotel/ Restaurant,0.32
2020,Hessen,Schloss,0.51
2020,Hessen,Villa,0.17
2020,Niedersachsen,Hotel/ Restaurant,0.51
2020,Niedersachsen,Schloss,0.49
2020,Niedersachsen,Villa,0.0
2020,Mecklenburg-Vorpommern,Hotel/ Restaurant,0.46
2020,Mecklenburg-Vorpommern,Schloss,0.54
2020,Mecklenburg-Vorpommern,Villa,0.0
2020,Nordrhein-Westfalen,Hotel/ Restaurant,0.32
2020,Nordrhein-Westfalen,Schloss,0.55
2020,Nordrhein-Westfalen,Villa,0.14
2020,Rheinland-Pfalz,Hotel/ Restaurant,0.37
2020,Rheinland-Pfalz,Schloss,0.38
2020,Rheinland-Pfalz,Villa,0.25
2020,Saarland,Hotel/ Restaurant,0.0
2020,Saarland,Schloss,1.0
2020,Saarland,Villa,0.0
2020,Sachsen,Hotel/ Restaurant,0.3
2020,Sachsen,Schloss,0.62
2020,Sachsen,Villa,0.08
2020,Sachsen-Anhalt,Hotel/ Restaurant,0.51
2020,Sachsen-Anhalt,Schloss,0.49
2020,Sachsen-Anhalt,Villa,0.0
2020,Schleswig-Holstein,Hotel/ Restaurant,0.51
2020,Schleswig-Holstein,Schloss,0.49
2020,Schleswig-Holstein,Villa,0.0
2020,Thüringen,Hotel/ Restaurant,0.27
2020,Thüringen,Schloss,0.73
2020,Thüringen,Villa,0.0
