date,mariage mer,jardin mariage,mariage chateau_x,mariage palace,ferme mariage ,isPartial_x,mariage chateau_y,restaurant mariage,location salle des fêtes,isPartial_y
2018-01-07,23,0,23,0,23,False,23,23,0,False
2018-01-14,22,0,100,0,0,False,100,44,0,False
2018-01-21,23,23,23,0,0,False,23,23,0,False
2018-01-28,0,0,23,0,0,False,23,23,0,False
2018-02-04,0,23,23,0,0,False,23,23,0,False
2018-02-11,0,0,59,0,23,False,59,23,0,False
2018-02-18,0,0,36,0,0,False,36,47,0,False
2018-02-25,0,0,81,0,0,False,81,23,0,False
2018-03-04,23,0,57,0,0,False,57,0,0,False
2018-03-11,0,23,58,0,0,False,58,0,0,False
2018-03-18,0,0,23,0,0,False,23,0,0,False
2018-03-25,0,0,69,0,0,False,69,0,0,False
2018-04-01,24,0,24,0,0,False,24,24,0,False
2018-04-08,0,24,23,0,23,False,23,47,0,False
2018-04-15,25,25,25,0,0,False,25,25,0,False
2018-04-22,0,0,68,0,0,False,68,22,0,False
2018-04-29,0,0,44,0,44,False,44,0,0,False
2018-05-06,22,22,45,0,0,False,45,34,0,False
2018-05-13,0,0,46,0,0,False,46,57,0,False
2018-05-20,23,23,92,0,0,False,92,69,0,False
2018-05-27,0,0,67,0,33,False,67,22,0,False
2018-06-03,0,22,55,0,44,False,55,33,0,False
2018-06-10,0,0,73,0,0,False,73,21,0,False
2018-06-17,23,0,34,0,0,False,34,45,0,False
2018-06-24,22,0,23,0,0,False,23,23,0,False
2018-07-01,22,0,54,0,22,False,54,22,0,False
2018-07-08,0,0,77,0,0,False,77,22,0,False
2018-07-15,0,0,22,0,0,False,22,22,0,False
2018-07-22,0,0,33,0,22,False,33,22,0,False
2018-07-29,0,0,54,0,0,False,54,22,0,False
2018-08-05,0,20,62,0,41,False,62,20,0,False
2018-08-12,0,0,21,0,21,False,21,21,0,False
2018-08-19,22,22,0,0,22,False,0,0,0,False
2018-08-26,0,44,55,0,22,False,55,22,0,False
2018-09-02,22,22,44,0,0,False,44,22,0,False
2018-09-09,22,45,22,0,0,False,22,0,0,False
2018-09-16,46,0,56,0,0,False,56,22,0,False
2018-09-23,47,23,35,0,23,False,35,23,0,False
2018-09-30,0,0,80,0,0,False,80,23,0,False
2018-10-07,0,0,47,0,24,False,47,24,0,False
2018-10-14,0,0,81,0,23,False,81,0,0,False
2018-10-21,0,24,24,0,24,False,24,36,0,False
2018-10-28,0,23,57,0,23,False,57,0,0,False
2018-11-04,0,0,56,0,22,False,56,0,0,False
2018-11-11,0,0,35,0,23,False,35,23,0,False
2018-11-18,0,0,45,0,0,False,45,22,0,False
2018-11-25,0,0,23,0,0,False,23,0,0,False
2018-12-02,23,0,23,0,0,False,23,23,0,False
2018-12-09,0,0,34,0,23,False,34,45,0,False
2018-12-16,24,0,24,0,0,False,24,0,0,False
2018-12-23,0,26,26,0,26,False,26,0,0,False
2018-12-30,0,0,37,0,0,False,37,0,0,False
2019-01-06,0,0,23,0,0,False,23,0,0,False
2019-01-13,23,23,0,0,22,False,0,22,0,False
2019-01-20,0,44,22,0,0,False,22,65,0,False
2019-01-27,0,0,44,0,65,False,44,33,0,False
2019-02-03,0,0,34,0,0,False,34,0,0,False
2019-02-10,0,0,48,0,0,False,48,24,0,False
2019-02-17,24,0,24,0,0,False,24,24,0,False
2019-02-24,0,0,51,0,26,False,51,77,0,False
2019-03-03,0,0,46,0,0,False,46,0,0,False
2019-03-10,0,23,23,0,0,False,23,34,0,False
2019-03-17,24,0,24,0,24,False,24,24,0,False
2019-03-24,22,0,45,0,0,False,45,45,0,False
2019-03-31,20,0,70,0,20,False,70,0,0,False
2019-04-07,0,20,39,0,20,False,39,29,0,False
2019-04-14,0,0,21,0,0,False,21,0,0,False
2019-04-21,30,0,61,0,20,False,61,60,0,False
2019-04-28,19,19,38,0,19,False,38,19,0,False
2019-05-05,19,0,38,0,19,False,38,0,0,False
2019-05-12,0,19,38,0,0,False,38,38,0,False
2019-05-19,19,0,29,0,19,False,29,0,0,False
2019-05-26,0,20,59,0,59,False,59,0,0,False
2019-06-02,18,18,44,0,0,False,44,0,0,False
2019-06-09,18,18,46,0,18,False,46,18,0,False
2019-06-16,0,19,38,0,0,False,38,19,0,False
2019-06-23,0,38,57,0,19,False,57,0,0,False
2019-06-30,0,18,55,0,0,False,55,18,0,False
2019-07-07,18,0,53,0,0,False,53,18,0,False
2019-07-14,18,18,72,0,18,False,72,45,0,False
2019-07-21,19,39,29,0,0,False,29,19,0,False
2019-07-28,0,20,49,0,0,False,49,58,0,False
2019-08-04,38,0,67,0,19,False,67,19,0,False
2019-08-11,18,0,83,0,19,False,83,19,0,False
2019-08-18,20,0,59,0,19,False,59,19,0,False
2019-08-25,19,0,65,0,0,False,65,37,0,False
2019-09-01,19,0,66,0,19,False,66,38,0,False
2019-09-08,0,0,46,0,0,False,46,37,0,False
2019-09-15,0,18,71,0,0,False,71,18,0,False
2019-09-22,0,0,60,0,0,False,60,17,0,False
2019-09-29,0,0,34,0,35,False,34,17,0,False
2019-10-06,19,19,56,0,18,False,56,19,0,False
2019-10-13,37,0,37,0,19,False,37,19,0,False
2019-10-20,0,0,28,0,0,False,28,28,0,False
2019-10-27,0,0,45,0,0,False,45,18,0,False
2019-11-03,0,0,69,0,0,False,69,17,0,False
2019-11-10,18,0,27,0,0,False,27,0,0,False
2019-11-17,0,0,19,0,0,False,19,0,0,False
2019-11-24,0,0,36,0,18,False,36,18,0,False
2019-12-01,19,0,19,0,0,False,19,19,0,False
2019-12-08,18,0,55,0,0,False,55,0,0,False
2019-12-15,0,0,46,0,19,False,46,18,0,False
2019-12-22,0,0,50,0,20,False,50,20,0,False
2019-12-29,0,19,19,0,19,False,19,0,0,False
2020-01-05,0,18,17,0,0,False,17,17,0,False
2020-01-12,0,17,51,0,17,False,51,17,0,False
2020-01-19,0,17,70,0,0,False,70,35,0,False
2020-01-26,34,0,34,0,17,False,34,17,0,False
2020-02-02,0,0,44,0,18,False,44,35,0,False
2020-02-09,0,0,17,0,0,False,17,26,0,False
2020-02-16,0,0,26,0,0,False,26,18,0,False
2020-02-23,0,17,26,0,17,False,26,17,0,False
2020-03-01,17,0,26,0,17,False,26,17,0,False
2020-03-08,0,34,34,0,0,False,34,17,0,False
2020-03-15,0,0,55,0,0,False,55,0,0,False
2020-03-22,0,0,16,0,16,False,16,0,0,False
2020-03-29,0,0,46,0,0,False,46,31,0,False
2020-04-05,15,15,15,0,15,False,15,0,0,False
2020-04-12,0,16,31,0,16,False,31,0,0,False
2020-04-19,0,31,15,0,15,False,15,0,0,False
2020-04-26,0,0,29,0,15,False,29,0,0,False
2020-05-03,0,0,0,0,0,True,0,0,0,True
