date,hochzeit hotel,hochzeit schloss,hochzeit villa,isPartial
2018-01-07,37,66,22,False
2018-01-14,51,77,33,False
2018-01-21,36,43,21,False
2018-01-28,66,65,22,False
2018-02-04,59,66,22,False
2018-02-11,56,67,22,False
2018-02-18,45,34,23,False
2018-02-25,22,45,0,False
2018-03-04,37,44,22,False
2018-03-11,77,78,22,False
2018-03-18,45,68,23,False
2018-03-25,56,24,24,False
2018-04-01,25,37,24,False
2018-04-08,35,70,47,False
2018-04-15,37,49,24,False
2018-04-22,24,39,0,False
2018-04-29,49,24,24,False
2018-05-06,24,55,36,False
2018-05-13,34,61,23,False
2018-05-20,47,63,48,False
2018-05-27,39,47,24,False
2018-06-03,39,24,23,False
2018-06-10,31,38,92,False
2018-06-17,0,47,24,False
2018-06-24,36,85,0,False
2018-07-01,24,73,0,False
2018-07-08,86,41,37,False
2018-07-15,73,61,25,False
2018-07-22,32,24,24,False
2018-07-29,36,64,24,False
2018-08-05,31,54,23,False
2018-08-12,24,79,40,False
2018-08-19,23,69,45,False
2018-08-26,53,45,23,False
2018-09-02,60,38,0,False
2018-09-09,22,37,44,False
2018-09-16,38,38,23,False
2018-09-23,58,54,0,False
2018-09-30,24,49,0,False
2018-10-07,23,70,47,False
2018-10-14,23,68,30,False
2018-10-21,22,66,23,False
2018-10-28,22,66,22,False
2018-11-04,86,36,22,False
2018-11-11,22,52,22,False
2018-11-18,33,37,44,False
2018-11-25,24,39,24,False
2018-12-02,23,47,0,False
2018-12-09,0,47,24,False
2018-12-16,24,24,0,False
2018-12-23,37,37,28,False
2018-12-30,25,75,37,False
2019-01-06,84,100,23,False
2019-01-13,37,45,0,False
2019-01-20,54,73,0,False
2019-01-27,44,44,22,False
2019-02-03,22,22,0,False
2019-02-10,44,52,0,False
2019-02-17,0,22,22,False
2019-02-24,38,23,23,False
2019-03-03,22,33,0,False
2019-03-10,33,81,33,False
2019-03-17,57,46,23,False
2019-03-24,44,33,22,False
2019-03-31,33,59,22,False
2019-04-07,22,33,0,False
2019-04-14,57,57,0,False
2019-04-21,36,24,0,False
2019-04-28,23,46,23,False
2019-05-05,64,29,43,False
2019-05-12,44,33,23,False
2019-05-19,22,73,33,False
2019-05-26,23,57,0,False
2019-06-02,36,51,0,False
2019-06-09,30,60,22,False
2019-06-16,35,23,35,False
2019-06-23,0,70,35,False
2019-06-30,58,23,23,False
2019-07-07,23,69,23,False
2019-07-14,32,60,24,False
2019-07-21,37,98,36,False
2019-07-28,25,57,25,False
2019-08-04,62,70,23,False
2019-08-11,22,59,43,False
2019-08-18,45,82,22,False
2019-08-25,0,44,22,False
2019-09-01,43,43,43,False
2019-09-08,44,44,37,False
2019-09-15,23,60,45,False
2019-09-22,45,30,33,False
2019-09-29,47,54,23,False
2019-10-06,59,60,33,False
2019-10-13,32,53,21,False
2019-10-20,21,35,21,False
2019-10-27,55,41,0,False
2019-11-03,61,51,21,False
2019-11-10,21,48,21,False
2019-11-17,52,63,21,False
2019-11-24,31,51,0,False
2019-12-01,21,28,21,False
2019-12-08,21,21,0,False
2019-12-15,32,21,0,False
2019-12-22,37,50,0,False
2019-12-29,35,55,35,False
2020-01-05,28,84,21,False
2020-01-12,27,93,20,False
2020-01-19,20,54,20,False
2020-01-26,20,53,20,False
2020-02-02,49,19,20,False
2020-02-09,26,52,20,False
2020-02-16,20,20,0,False
2020-02-23,30,49,20,False
2020-03-01,20,39,0,False
2020-03-08,31,65,37,False
2020-03-15,27,36,0,False
2020-03-22,19,19,0,False
2020-03-29,0,19,19,False
2020-04-05,0,27,0,False
2020-04-12,20,39,19,False
2020-04-19,19,19,19,False
2020-04-26,28,56,19,False
2020-05-03,18,25,28,False
2020-05-10,19,0,28,False
2020-05-17,30,29,20,False
2020-05-24,19,44,19,False
2020-05-31,19,50,19,False
2020-06-07,44,43,0,True
