date,mariage mer,jardin mariage,mariage chateau_x,mariage palace,ferme mariage ,isPartial_x,mariage chateau_y,restaurant mariage,location salle des fêtes,isPartial_y
2018-01-07,11,5,91,5,5,False,94,30,0,False
2018-01-14,11,8,30,11,24,False,30,35,10,False
2018-01-21,13,11,40,5,16,False,45,20,5,False
2018-01-28,22,5,38,11,24,False,40,15,5,False
2018-02-04,5,11,59,5,11,False,40,25,0,False
2018-02-11,5,0,41,5,5,False,25,25,5,False
2018-02-18,9,6,40,0,14,False,43,11,0,False
2018-02-25,12,23,60,0,12,False,58,16,0,False
2018-03-04,14,14,49,0,11,False,45,30,5,False
2018-03-11,5,11,47,0,28,False,41,15,0,False
2018-03-18,6,0,56,6,6,False,41,36,5,False
2018-03-25,11,6,53,0,0,False,41,26,0,False
2018-04-01,17,14,40,6,17,False,32,26,0,False
2018-04-08,6,19,74,0,14,False,93,31,0,False
2018-04-15,0,12,36,0,18,False,33,33,5,False
2018-04-22,6,12,61,12,17,False,59,16,0,False
2018-04-29,11,20,40,0,9,False,37,21,0,False
2018-05-06,15,21,57,0,6,False,67,33,6,False
2018-05-13,16,14,88,8,27,False,51,40,0,False
2018-05-20,14,23,85,8,34,False,72,26,5,False
2018-05-27,5,8,81,11,8,False,75,30,0,False
2018-06-03,0,11,62,0,5,False,45,10,5,False
2018-06-10,18,10,50,0,10,False,53,24,5,False
2018-06-17,8,11,53,5,11,False,39,15,0,False
2018-06-24,8,8,57,0,16,False,55,55,0,False
2018-07-01,13,16,40,11,0,False,29,34,0,False
2018-07-08,6,11,31,0,11,False,36,21,0,False
2018-07-15,12,6,55,0,15,False,56,34,0,False
2018-07-22,6,6,74,0,19,False,69,23,0,False
2018-07-29,29,6,77,6,16,False,90,24,0,False
2018-08-05,10,24,68,20,10,False,76,38,6,False
2018-08-12,14,7,71,14,7,False,79,46,0,False
2018-08-19,7,7,75,13,10,False,73,43,12,False
2018-08-26,15,18,64,0,23,False,70,48,0,False
2018-09-02,11,11,78,8,11,False,72,10,5,False
2018-09-09,11,11,65,0,19,False,84,40,0,False
2018-09-16,16,5,100,0,13,False,100,10,0,False
2018-09-23,5,11,49,8,5,False,35,20,0,False
2018-09-30,0,16,46,0,5,False,30,20,10,False
2018-10-07,5,8,81,0,11,False,85,15,5,False
2018-10-14,5,8,60,0,21,False,43,29,0,False
2018-10-21,5,11,45,5,16,False,34,34,0,False
2018-10-28,23,9,49,6,12,False,37,0,5,False
2018-11-04,5,16,35,0,5,False,30,15,5,False
2018-11-11,8,5,33,10,15,False,43,19,0,False
2018-11-18,0,11,21,0,11,False,20,15,0,False
2018-11-25,0,0,35,5,11,False,25,5,0,False
2018-12-02,5,11,33,5,0,False,15,5,0,False
2018-12-09,5,6,19,0,8,False,15,10,0,False
2018-12-16,11,6,17,6,6,False,10,10,0,False
2018-12-23,7,21,69,7,0,False,39,39,0,False
2018-12-30,9,6,65,6,9,False,69,6,0,False
2019-01-06,14,0,54,0,11,False,60,20,10,False
2019-01-13,8,5,46,5,16,False,46,36,0,False
2019-01-20,11,16,48,5,11,False,34,20,5,False
2019-01-27,11,5,48,5,11,False,29,5,0,False
2019-02-03,10,5,43,0,10,False,32,9,0,False
2019-02-10,19,0,37,0,11,False,39,19,5,False
2019-02-17,5,11,46,0,11,False,55,30,0,False
2019-02-24,6,8,41,0,11,False,36,26,0,False
2019-03-03,5,13,57,5,11,False,50,25,0,False
2019-03-10,11,33,52,5,11,False,51,25,0,False
2019-03-17,6,11,25,0,14,False,15,20,0,False
2019-03-24,9,17,49,0,9,False,63,26,0,False
2019-03-31,11,6,45,6,8,False,31,10,0,False
2019-04-07,11,6,51,17,14,False,42,21,0,False
2019-04-14,0,12,43,6,17,False,32,11,11,False
2019-04-21,6,9,53,6,22,False,52,29,0,False
2019-04-28,21,15,49,6,15,False,45,17,0,False
2019-05-05,12,12,54,0,24,False,33,28,0,False
2019-05-12,9,11,55,6,14,False,42,48,0,False
2019-05-19,6,14,37,0,14,False,26,31,0,False
2019-05-26,15,18,53,12,6,False,44,27,0,False
2019-06-02,10,18,76,0,16,False,72,10,0,False
2019-06-09,11,20,51,0,11,False,47,42,0,False
2019-06-16,17,17,43,0,17,False,47,21,0,False
2019-06-23,11,14,49,0,6,False,63,32,0,False
2019-06-30,11,9,43,0,14,False,37,26,0,False
2019-07-07,12,18,82,0,6,False,76,49,0,False
2019-07-14,22,6,41,0,38,False,35,35,0,False
2019-07-21,13,10,56,7,39,False,54,6,0,False
2019-07-28,10,10,100,7,24,False,57,13,0,False
2019-08-04,15,7,73,0,7,False,74,34,0,False
2019-08-11,0,15,96,0,8,False,85,35,0,False
2019-08-18,14,22,58,7,22,False,47,40,0,False
2019-08-25,13,6,38,0,13,False,47,6,0,False
2019-09-01,11,8,85,6,11,False,73,26,5,False
2019-09-08,8,11,61,6,11,False,62,0,0,False
2019-09-15,11,11,67,0,11,False,52,31,5,False
2019-09-22,11,5,62,11,11,False,60,15,0,False
2019-09-29,8,0,45,0,13,False,49,5,5,False
2019-10-06,19,11,58,11,16,False,26,31,0,False
2019-10-13,11,8,33,6,17,False,31,15,5,False
2019-10-20,11,11,50,11,11,False,57,10,10,False
