date,hochzeit hotel,hochzeit schloss,hochzeit villa,isPartial
2018-01-07,48,32,0,False
2018-01-14,63,47,32,False
2018-01-21,47,0,31,False
2018-01-28,32,95,32,False
2018-02-04,65,0,0,False
2018-02-11,33,65,0,False
2018-02-18,33,33,33,False
2018-02-25,0,0,32,False
2018-03-04,32,32,0,False
2018-03-11,65,33,0,False
2018-03-18,33,33,0,False
2018-03-25,68,52,34,False
2018-04-01,0,52,70,False
2018-04-08,0,34,0,False
2018-04-15,52,34,34,False
2018-04-22,0,33,0,False
2018-04-29,51,34,0,False
2018-05-06,34,85,68,False
2018-05-13,50,33,0,False
2018-05-20,34,50,0,False
2018-05-27,34,67,0,False
2018-06-03,51,51,34,False
2018-06-10,32,76,0,False
2018-06-17,0,34,0,False
2018-06-24,52,80,0,False
2018-07-01,0,69,0,False
2018-07-08,34,34,34,False
2018-07-15,69,69,0,False
2018-07-22,69,51,0,False
2018-07-29,33,33,0,False
2018-08-05,32,32,0,False
2018-08-12,0,33,32,False
2018-08-19,33,44,33,False
2018-08-26,49,55,0,False
2018-09-02,33,44,0,False
2018-09-09,0,83,0,False
2018-09-16,66,44,0,False
2018-09-23,100,50,0,False
2018-09-30,47,52,35,False
2018-10-07,34,35,0,False
2018-10-14,33,33,0,False
2018-10-21,0,32,0,False
2018-10-28,64,95,32,False
2018-11-04,31,78,0,False
2018-11-11,32,48,32,False
2018-11-18,31,31,31,False
2018-11-25,32,96,0,False
2018-12-02,31,41,63,False
2018-12-09,32,32,32,False
2018-12-16,33,33,0,False
2018-12-23,35,52,35,False
2018-12-30,65,65,0,False
2019-01-06,60,45,0,False
2019-01-13,45,30,0,False
2019-01-20,30,0,0,False
2019-01-27,30,0,0,False
2019-02-03,50,0,30,False
2019-02-10,31,41,31,False
2019-02-17,31,31,0,False
2019-02-24,0,44,0,False
2019-03-03,31,62,0,False
2019-03-10,91,30,0,False
2019-03-17,32,42,32,False
2019-03-24,95,0,0,False
2019-03-31,32,32,32,False
2019-04-07,0,31,0,False
2019-04-14,33,55,33,False
2019-04-21,33,33,33,False
2019-04-28,32,47,0,False
2019-05-05,0,60,30,False
2019-05-12,0,32,0,False
2019-05-19,77,31,0,False
2019-05-26,42,63,0,False
2019-06-02,31,31,31,False
2019-06-09,0,47,0,False
2019-06-16,32,32,0,False
2019-06-23,64,96,32,False
2019-06-30,54,65,0,False
2019-07-07,48,43,32,False
2019-07-14,33,66,33,False
2019-07-21,34,34,0,False
2019-07-28,67,44,0,False
2019-08-04,32,53,0,False
2019-08-11,60,75,60,False
2019-08-18,31,46,31,False
2019-08-25,0,51,31,False
2019-09-01,46,0,0,False
2019-09-08,31,42,31,False
2019-09-15,64,32,0,False
2019-09-22,30,45,0,False
2019-09-29,93,47,0,False
2019-10-06,30,40,0,False
2019-10-13,29,60,30,False
2019-10-20,0,44,0,False
2019-10-27,29,29,0,False
2019-11-03,28,28,28,False
2019-11-10,29,29,0,False
2019-11-17,42,28,0,False
2019-11-24,28,28,0,False
2019-12-01,29,0,0,False
2019-12-08,29,57,0,False
2019-12-15,0,29,29,False
2019-12-22,0,31,0,False
2019-12-29,30,30,30,False
2020-01-05,27,55,27,False
2020-01-12,40,40,27,False
2020-01-19,55,27,28,False
2020-01-26,41,27,27,False
2020-02-02,0,27,0,False
2020-02-09,26,0,0,False
2020-02-16,28,28,0,False
2020-02-23,0,26,27,False
2020-03-01,53,53,26,False
2020-03-08,25,37,25,False
2020-03-15,48,24,0,False
2020-03-22,46,23,0,False
2020-03-29,23,23,0,False
2020-04-05,0,25,0,False
2020-04-12,36,24,0,False
2020-04-19,0,24,0,False
2020-04-26,23,0,0,False
2020-05-03,0,24,24,False
2020-05-10,24,24,0,False
2020-05-17,25,25,25,False
2020-05-24,24,25,0,False
2020-05-31,23,23,23,False
2020-06-07,0,0,27,True
