date,hochzeit hotel,hochzeit schloss,hochzeit villa,isPartial
2018-01-07,24,81,28,False
2018-01-14,48,92,14,False
2018-01-21,47,77,21,False
2018-01-28,33,52,19,False
2018-02-04,14,86,14,False
2018-02-11,36,58,22,False
2018-02-18,21,38,14,False
2018-02-25,36,52,0,False
2018-03-04,58,58,14,False
2018-03-11,33,52,28,False
2018-03-18,24,77,0,False
2018-03-25,36,36,15,False
2018-04-01,36,36,16,False
2018-04-08,20,67,30,False
2018-04-15,40,85,15,False
2018-04-22,39,39,0,False
2018-04-29,23,66,15,False
2018-05-06,46,76,0,False
2018-05-13,54,83,29,False
2018-05-20,100,37,0,False
2018-05-27,40,63,16,False
2018-06-03,25,40,22,False
2018-06-10,19,81,14,False
2018-06-17,44,39,44,False
2018-06-24,58,39,15,False
2018-07-01,57,62,36,False
2018-07-08,58,87,14,False
2018-07-15,24,54,29,False
2018-07-22,34,83,44,False
2018-07-29,46,46,31,False
2018-08-05,37,53,16,False
2018-08-12,81,75,27,False
2018-08-19,33,81,16,False
2018-08-26,24,70,16,False
2018-09-02,53,86,15,False
2018-09-09,25,89,20,False
2018-09-16,29,44,15,False
2018-09-23,35,49,30,False
2018-09-30,35,59,0,False
2018-10-07,24,43,29,False
2018-10-14,43,53,14,False
2018-10-21,19,71,14,False
2018-10-28,21,67,21,False
2018-11-04,28,60,0,False
2018-11-11,37,51,21,False
2018-11-18,20,40,13,False
2018-11-25,21,55,0,False
2018-12-02,41,28,14,False
2018-12-09,0,27,14,False
2018-12-16,19,33,14,False
2018-12-23,27,82,33,False
2018-12-30,52,40,15,False
2019-01-06,59,75,40,False
2019-01-13,35,70,26,False
2019-01-20,48,48,13,False
2019-01-27,18,40,20,False
2019-02-03,18,31,13,False
2019-02-10,58,67,14,False
2019-02-17,27,20,0,False
2019-02-24,18,48,14,False
2019-03-03,32,68,27,False
2019-03-10,57,26,18,False
2019-03-17,21,34,14,False
2019-03-24,21,46,14,False
2019-03-31,27,32,0,False
2019-04-07,13,40,13,False
2019-04-14,22,29,29,False
2019-04-21,15,72,14,False
2019-04-28,28,59,14,False
2019-05-05,26,52,13,False
2019-05-12,36,50,14,False
2019-05-19,35,44,13,False
2019-05-26,37,65,0,False
2019-06-02,32,73,14,False
2019-06-09,14,81,29,False
2019-06-16,34,43,14,False
2019-06-23,41,41,0,False
2019-06-30,40,67,20,False
2019-07-07,22,66,13,False
2019-07-14,34,64,18,False
2019-07-21,28,43,21,False
2019-07-28,38,72,14,False
2019-08-04,55,60,23,False
2019-08-11,22,44,15,False
2019-08-18,30,55,44,False
2019-08-25,50,50,38,False
2019-09-01,56,80,19,False
2019-09-08,28,83,14,False
2019-09-15,34,64,21,False
2019-09-22,35,80,40,False
2019-09-29,34,45,0,False
2019-10-06,26,52,20,False
2019-10-13,34,34,0,False
2019-10-20,30,52,19,False
2019-10-27,21,47,13,False
2019-11-03,31,33,13,False
2019-11-10,19,38,13,False
2019-11-17,34,38,0,False
2019-11-24,25,25,12,False
2019-12-01,13,26,0,False
2019-12-08,25,21,0,False
2019-12-15,26,32,19,False
2019-12-22,39,54,0,False
2019-12-29,28,50,14,False
2020-01-05,17,45,12,False
2020-01-12,32,44,12,False
2020-01-19,32,40,24,False
2020-01-26,30,28,0,False
2020-02-02,36,44,0,False
2020-02-09,12,36,12,False
2020-02-16,33,37,13,False
2020-02-23,28,54,12,False
2020-03-01,24,39,12,False
2020-03-08,30,18,11,False
2020-03-15,11,16,0,False
2020-03-22,18,28,11,False
2020-03-29,21,29,11,False
2020-04-05,0,16,12,False
2020-04-12,15,30,11,False
2020-04-19,11,33,18,False
2020-04-26,16,21,11,False
2020-05-03,32,22,0,False
2020-05-10,32,21,11,False
2020-05-17,46,38,17,False
2020-05-24,44,44,11,False
2020-05-31,37,22,0,False
2020-06-07,21,38,38,True
