date,matrimonio ristorante,matrimonio cascina,matrimonio borgo,matrimonio villa,matrimonio castello,isPartial
2018-01-07,9,0,9,57,28,False
2018-01-14,0,0,9,57,9,False
2018-01-21,18,0,0,27,18,False
2018-01-28,27,0,9,27,0,False
2018-02-04,27,0,9,54,18,False
2018-02-11,35,0,18,79,35,False
2018-02-18,8,0,0,0,8,False
2018-02-25,8,0,8,56,16,False
2018-03-04,8,0,0,16,0,False
2018-03-11,8,0,8,8,0,False
2018-03-18,17,0,0,42,0,False
2018-03-25,9,0,0,36,18,False
2018-04-01,0,0,0,28,0,False
2018-04-08,8,0,0,25,0,False
2018-04-15,8,0,17,17,8,False
2018-04-22,18,0,0,45,9,False
2018-04-29,35,0,9,26,17,False
2018-05-06,41,0,0,41,16,False
2018-05-13,41,0,8,83,25,False
2018-05-20,33,0,8,75,42,False
2018-05-27,9,0,17,51,17,False
2018-06-03,27,0,9,62,27,False
2018-06-10,25,0,8,83,16,False
2018-06-17,8,0,8,49,41,False
2018-06-24,0,0,0,70,9,False
2018-07-01,25,0,0,34,0,False
2018-07-08,17,0,17,43,0,False
2018-07-15,27,0,0,9,27,False
2018-07-22,18,0,0,44,18,False
2018-07-29,18,0,9,81,27,False
2018-08-05,38,0,10,29,10,False
2018-08-12,11,0,22,34,22,False
2018-08-19,12,0,12,0,12,False
2018-08-26,30,0,20,80,10,False
2018-09-02,25,0,0,85,25,False
2018-09-09,25,0,17,42,25,False
2018-09-16,32,0,24,40,16,False
2018-09-23,16,0,16,41,41,False
2018-09-30,33,0,8,49,16,False
2018-10-07,34,0,0,34,8,False
2018-10-14,17,0,0,43,17,False
2018-10-21,16,0,0,25,8,False
2018-10-28,8,0,0,25,16,False
2018-11-04,8,0,23,31,16,False
2018-11-11,8,0,8,16,24,False
2018-11-18,16,0,8,25,16,False
2018-11-25,8,0,0,8,0,False
2018-12-02,23,0,0,45,0,False
2018-12-09,17,0,26,0,9,False
2018-12-16,9,0,0,9,9,False
2018-12-23,0,0,0,22,0,False
2018-12-30,10,0,0,48,19,False
2019-01-06,28,0,28,38,28,False
2019-01-13,9,0,18,81,45,False
2019-01-20,17,0,0,34,34,False
2019-01-27,16,0,0,47,0,False
2019-02-03,9,0,0,27,18,False
2019-02-10,9,0,0,36,27,False
2019-02-17,9,0,0,45,27,False
2019-02-24,8,0,8,24,16,False
2019-03-03,10,0,0,48,0,False
2019-03-10,9,0,0,19,9,False
2019-03-17,0,0,10,19,0,False
2019-03-24,0,0,9,19,0,False
2019-03-31,9,0,9,28,9,False
2019-04-07,9,0,0,26,0,False
2019-04-14,9,0,0,36,0,False
2019-04-21,11,0,0,21,11,False
2019-04-28,44,0,0,53,18,False
2019-05-05,25,0,0,25,0,False
2019-05-12,17,0,17,44,0,False
2019-05-19,9,0,9,54,9,False
2019-05-26,9,0,26,51,0,False
2019-06-02,0,0,9,27,9,False
2019-06-09,18,0,9,72,9,False
2019-06-16,28,0,9,76,0,False
2019-06-23,0,0,0,0,19,False
2019-06-30,0,0,20,49,10,False
2019-07-07,27,0,27,71,18,False
2019-07-14,29,0,0,68,19,False
2019-07-21,0,0,19,58,10,False
2019-07-28,21,0,10,21,10,False
2019-08-04,11,0,0,34,11,False
2019-08-11,12,0,0,36,12,False
2019-08-18,11,0,0,79,34,False
2019-08-25,10,0,0,100,0,False
2019-09-01,9,0,9,60,43,False
2019-09-08,18,0,18,81,36,False
2019-09-15,9,0,9,52,35,False
2019-09-22,26,0,9,87,26,False
2019-09-29,9,0,0,62,9,False
2019-10-06,18,0,18,45,18,False
2019-10-13,18,0,0,62,18,False
2019-10-20,17,0,44,35,9,False
2019-10-27,9,0,9,18,18,False
2019-11-03,9,0,9,17,0,False
2019-11-10,0,0,0,9,17,False
2019-11-17,9,0,9,26,0,False
2019-11-24,0,0,9,9,26,False
2019-12-01,18,0,9,35,18,False
2019-12-08,18,0,0,9,9,False
2019-12-15,0,0,0,27,0,False
2019-12-22,0,0,11,11,44,False
2019-12-29,20,0,41,31,31,False
2020-01-05,9,0,0,54,27,False
2020-01-12,0,0,0,49,25,False
2020-01-19,8,0,8,59,25,False
2020-01-26,0,0,0,8,0,False
2020-02-02,0,0,0,33,16,False
2020-02-09,8,0,8,8,8,False
2020-02-16,8,0,17,34,8,False
2020-02-23,8,0,0,16,0,False
2020-03-01,0,0,0,48,24,False
2020-03-08,8,0,0,8,0,False
2020-03-15,0,0,0,0,8,False
2020-03-22,0,0,0,0,0,False
2020-03-29,8,0,8,8,0,False
2020-04-05,8,0,0,8,8,False
2020-04-12,0,0,0,8,16,False
2020-04-19,0,0,0,15,15,False
2020-04-26,15,0,0,15,8,False
2020-05-03,8,0,8,16,23,False
2020-05-10,0,0,18,54,0,True
