date,hochzeit hotel,hochzeit schloss,hochzeit villa,isPartial
2018-01-07,45,81,18,False
2018-01-14,53,84,16,False
2018-01-21,46,66,15,False
2018-01-28,37,60,16,False
2018-02-04,27,59,10,False
2018-02-11,25,62,8,False
2018-02-18,35,53,5,False
2018-02-25,32,61,8,False
2018-03-04,41,35,13,False
2018-03-11,50,66,15,False
2018-03-18,43,49,13,False
2018-03-25,40,44,9,False
2018-04-01,41,60,9,False
2018-04-08,43,61,10,False
2018-04-15,25,48,15,False
2018-04-22,38,60,9,False
2018-04-29,42,52,7,False
2018-05-06,40,84,10,False
2018-05-13,64,93,17,False
2018-05-20,60,91,16,False
2018-05-27,40,68,9,False
2018-06-03,37,57,8,False
2018-06-10,48,69,13,False
2018-06-17,42,68,15,False
2018-06-24,46,65,12,False
2018-07-01,49,70,13,False
2018-07-08,60,67,13,False
2018-07-15,42,64,14,False
2018-07-22,43,76,13,False
2018-07-29,51,70,19,False
2018-08-05,49,73,11,False
2018-08-12,44,100,21,False
2018-08-19,48,81,19,False
2018-08-26,50,60,11,False
2018-09-02,51,74,15,False
2018-09-09,45,80,14,False
2018-09-16,48,62,16,False
2018-09-23,44,63,15,False
2018-09-30,43,70,14,False
2018-10-07,38,77,8,False
2018-10-14,46,70,14,False
2018-10-21,31,66,8,False
2018-10-28,34,51,11,False
2018-11-04,42,55,11,False
2018-11-11,27,56,10,False
2018-11-18,23,45,10,False
2018-11-25,28,46,8,False
2018-12-02,28,40,9,False
2018-12-09,26,39,10,False
2018-12-16,21,36,6,False
2018-12-23,50,77,13,False
2018-12-30,47,59,14,False
2019-01-06,49,56,10,False
2019-01-13,48,65,9,False
2019-01-20,34,54,15,False
2019-01-27,36,54,16,False
2019-02-03,35,54,9,False
2019-02-10,45,52,7,False
2019-02-17,40,51,7,False
2019-02-24,24,43,10,False
2019-03-03,31,47,10,False
2019-03-10,45,48,9,False
2019-03-17,42,54,15,False
2019-03-24,41,61,13,False
2019-03-31,36,43,7,False
2019-04-07,29,48,12,False
2019-04-14,28,51,10,False
2019-04-21,32,62,16,False
2019-04-28,33,64,11,False
2019-05-05,31,71,13,False
2019-05-12,32,58,12,False
2019-05-19,41,53,8,False
2019-05-26,41,52,5,False
2019-06-02,49,49,18,False
2019-06-09,34,72,15,False
2019-06-16,43,55,12,False
2019-06-23,45,73,13,False
2019-06-30,34,55,8,False
2019-07-07,40,70,11,False
2019-07-14,36,59,9,False
2019-07-21,50,69,9,False
2019-07-28,48,85,12,False
2019-08-04,56,80,15,False
2019-08-11,41,76,14,False
2019-08-18,49,73,20,False
2019-08-25,45,62,12,False
2019-09-01,39,55,10,False
2019-09-08,40,58,13,False
2019-09-15,31,78,16,False
2019-09-22,33,56,16,False
2019-09-29,39,64,5,False
2019-10-06,32,52,15,False
2019-10-13,39,53,11,False
2019-10-20,36,48,8,False
2019-10-27,33,46,13,False
2019-11-03,32,50,7,False
2019-11-10,24,41,6,False
2019-11-17,29,47,4,False
2019-11-24,31,40,7,False
2019-12-01,19,38,6,False
2019-12-08,30,34,5,False
2019-12-15,26,21,8,False
2019-12-22,37,58,5,False
2019-12-29,48,57,12,False
2020-01-05,44,77,13,False
2020-01-12,39,64,12,False
2020-01-19,39,55,11,False
2020-01-26,28,47,5,False
2020-02-02,29,41,9,False
2020-02-09,28,47,12,False
2020-02-16,35,45,9,False
2020-02-23,32,42,6,False
2020-03-01,21,36,8,False
2020-03-08,20,33,11,False
2020-03-15,11,24,7,False
2020-03-22,14,17,3,False
2020-03-29,14,24,4,False
2020-04-05,8,31,2,False
2020-04-12,13,19,5,False
2020-04-19,20,20,6,False
2020-04-26,11,31,6,False
2020-05-03,18,31,2,False
2020-05-10,24,29,7,False
2020-05-17,20,38,8,False
2020-05-24,27,40,6,False
2020-05-31,23,36,6,False
2020-06-07,33,45,9,True
