date,mariage mer,jardin mariage,mariage palace,ferme mariage ,mariage chateau,restaurant mariage,location salle des fêtes
2018-01-07,0.1292517006802721,0.0,0.0,0.0,0.7891156462585034,0.0,0.0
2018-01-14,0.1292517006802721,0.0,0.0,0.0,0.4217687074829932,0.0,0.0
2018-01-21,0.0,0.0,0.0,0.0,0.5850340136054422,0.0,0.0
2018-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-11,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0
2018-02-18,0.0,0.0,0.0,0.0,0.1360544217687075,0.0,0.0
2018-02-25,0.0,0.0,0.0,0.0,0.2653061224489796,0.0,0.0
2018-03-04,0.1360544217687075,0.0,0.0,0.0,0.1360544217687075,0.0,0.0
2018-03-11,0.0,0.0,0.0,0.0,0.1360544217687075,0.0,0.0
2018-03-18,0.0,0.0,0.0,0.0,0.43537414965986393,0.0,0.0
2018-03-25,0.1360544217687075,0.0,0.0,0.0,0.1360544217687075,0.0,0.0
2018-04-01,0.0,0.0,0.0,0.0,0.7278911564625851,0.0,0.0
2018-04-08,0.1292517006802721,0.0,0.0,0.0,0.0,0.29931972789115646,0.0
2018-04-15,0.0,0.0,0.0,0.0,0.4489795918367347,0.0,0.0
2018-04-22,0.0,0.0,0.0,0.0,0.1292517006802721,0.0,0.0
2018-04-29,0.0,0.0,0.0,0.0,0.1360544217687075,0.0,0.0
2018-05-06,0.0,0.0,0.0,0.0,0.32653061224489793,0.0,0.0
2018-05-13,0.0,0.0,0.0,0.0,0.1360544217687075,0.0,0.0
2018-05-20,0.1360544217687075,0.0,0.0,0.0,0.7414965986394558,0.29931972789115646,0.0
2018-05-27,0.1292517006802721,0.0,0.0,0.0,0.2653061224489796,0.0,0.0
2018-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-10,0.1292517006802721,0.0,0.0,0.0,0.0,0.2925170068027211,0.0
2018-06-17,0.0,0.0,0.0,0.0,0.0,0.6122448979591837,0.0
2018-06-24,0.1360544217687075,0.0,0.0,0.0,0.30612244897959184,0.0,0.0
2018-07-01,0.19727891156462585,0.0,0.0,0.0,0.1292517006802721,0.0,0.0
2018-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-15,0.1360544217687075,0.0,0.0,0.0,0.8163265306122449,0.0,0.0
2018-07-22,0.1360544217687075,0.0,0.0,0.0,0.3401360544217687,0.0,0.0
2018-07-29,0.1360544217687075,0.0,0.0,0.0,0.1292517006802721,0.0,0.0
2018-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-12,0.1292517006802721,0.0,0.0,0.0,0.19727891156462585,0.0,0.0
2018-08-19,0.0,0.0,0.0,0.0,0.1360544217687075,0.3401360544217687,0.0
2018-08-26,0.0,0.0,0.0,0.0,0.3129251700680272,0.0,0.0
2018-09-02,0.0,0.0,0.0,0.0,0.3129251700680272,0.0,0.0
2018-09-09,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-09-16,0.0,0.0,0.0,0.0,0.8707482993197279,0.0,0.0
2018-09-23,0.0,0.0,0.0,0.0,0.0,0.30612244897959184,0.0
2018-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-07,0.0,0.0,0.0,0.0,0.1360544217687075,0.0,0.0
2018-10-14,0.14285714285714285,0.0,0.0,0.0,0.1360544217687075,0.0,0.0
2018-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
