date,mariage mer,jardin mariage,mariage chateau_x,mariage palace,ferme mariage ,isPartial_x,mariage chateau_y,restaurant mariage,location salle des fêtes,isPartial_y
2018-01-07,40,0,30,0,40,False,15,0,0,False
2018-01-14,30,0,61,0,20,False,43,0,0,False
2018-01-21,61,20,20,0,0,False,15,15,0,False
2018-01-28,61,20,41,0,0,False,29,14,0,False
2018-02-04,41,0,0,0,20,False,0,0,0,False
2018-02-11,21,0,0,0,0,False,0,0,0,False
2018-02-18,21,0,21,0,21,False,15,0,15,False
2018-02-25,0,20,41,0,0,False,29,0,0,False
2018-03-04,0,20,40,0,41,False,14,0,0,False
2018-03-11,20,20,49,0,0,False,28,14,0,False
2018-03-18,40,0,20,0,20,False,14,0,0,False
2018-03-25,20,0,0,0,20,False,0,0,0,False
2018-04-01,40,0,20,0,0,False,14,0,0,False
2018-04-08,20,0,50,0,0,False,57,29,0,False
2018-04-15,21,0,43,0,0,False,0,0,0,False
2018-04-22,21,0,21,0,21,False,15,15,0,False
2018-04-29,64,21,21,0,43,False,15,0,0,False
2018-05-06,43,0,43,0,32,False,31,0,0,False
2018-05-13,0,20,100,0,40,False,100,14,0,False
2018-05-20,51,0,31,0,0,False,15,15,0,False
2018-05-27,20,0,20,0,20,False,14,0,0,False
2018-06-03,0,0,0,0,20,False,0,14,14,False
2018-06-10,20,39,58,0,39,False,56,14,0,False
2018-06-17,0,40,61,0,20,False,0,0,0,False
2018-06-24,31,20,82,0,20,False,58,0,29,False
2018-07-01,20,20,61,0,0,False,0,0,0,False
2018-07-08,0,0,31,0,0,False,30,0,0,False
2018-07-15,34,0,0,0,0,False,0,0,0,False
2018-07-22,46,0,34,0,0,False,33,0,16,False
2018-07-29,0,0,46,0,46,False,33,16,0,False
2018-08-05,0,0,0,0,0,False,0,17,0,False
2018-08-12,24,24,48,0,36,False,34,17,0,False
2018-08-19,23,0,69,0,23,False,0,33,0,False
2018-08-26,0,0,43,0,21,False,46,15,0,False
2018-09-02,21,21,42,0,0,False,0,15,0,False
2018-09-09,21,21,62,0,21,False,45,15,0,False
2018-09-16,21,20,20,0,21,False,15,15,0,False
2018-09-23,20,0,41,0,21,False,29,15,0,False
2018-09-30,20,20,20,0,31,False,0,15,15,False
2018-10-07,0,0,41,0,21,False,15,15,0,False
2018-10-14,0,21,0,0,0,False,0,0,15,False
2018-10-21,0,0,42,0,42,False,30,0,0,False
2018-10-28,0,0,21,0,21,False,15,0,0,False
2018-11-04,0,0,0,0,39,False,0,0,0,False
2018-11-11,0,0,20,0,20,False,14,0,0,False
2018-11-18,20,0,0,0,0,False,0,0,0,False
2018-11-25,0,0,0,0,19,False,0,14,0,False
2018-12-02,0,0,20,0,20,False,14,0,0,False
2018-12-09,0,0,20,0,20,False,14,0,0,False
2018-12-16,21,0,21,0,0,False,15,0,0,False
2018-12-23,0,0,46,0,23,False,0,0,0,False
2018-12-30,22,22,45,0,33,False,32,0,0,False
2019-01-06,19,0,29,0,20,False,14,0,0,False
2019-01-13,58,19,38,0,39,False,0,0,0,False
2019-01-20,0,19,55,0,28,False,40,13,0,False
2019-01-27,0,0,18,0,18,False,0,13,0,False
2019-02-03,19,38,19,0,19,False,14,0,0,False
2019-02-10,0,0,20,0,20,False,15,15,0,False
2019-02-17,21,0,31,0,0,False,15,30,15,False
2019-02-24,0,20,69,0,20,False,70,0,0,False
2019-03-03,38,19,57,0,29,False,0,0,0,False
2019-03-10,19,19,29,0,19,False,14,14,0,False
2019-03-17,20,20,40,0,20,False,43,0,0,False
2019-03-24,0,0,30,0,20,False,29,0,0,False
2019-03-31,0,29,68,0,19,False,41,0,0,False
2019-04-07,39,29,39,0,0,False,28,0,0,False
2019-04-14,21,0,42,0,21,False,15,0,0,False
2019-04-21,19,0,29,0,0,False,28,0,14,False
2019-04-28,0,17,34,0,17,False,24,0,0,False
2019-05-05,25,17,59,0,17,False,48,0,0,False
2019-05-12,0,0,17,0,26,False,13,13,13,False
