date,mariage mer,jardin mariage,mariage chateau_x,mariage palace,ferme mariage ,isPartial_x,mariage chateau_y,restaurant mariage,location salle des fêtes,isPartial_y
2019-03-10,15,0,46,0,0,False,51,0,0,False
2019-03-17,15,15,15,0,0,False,17,0,0,False
2019-03-24,15,15,23,0,0,False,34,69,0,False
2019-03-31,0,30,0,0,0,False,0,17,0,False
2019-04-07,15,15,38,0,0,False,34,17,0,False
2019-04-14,0,15,31,0,0,False,0,17,0,False
2019-04-21,29,43,29,0,0,False,16,32,0,False
2019-04-28,0,30,15,0,0,False,0,16,0,False
2019-05-05,37,44,29,0,0,False,33,49,0,False
2019-05-12,29,30,37,0,0,False,16,0,0,False
2019-05-19,14,0,28,0,0,False,32,63,0,False
2019-05-26,14,0,36,0,0,False,65,0,0,False
2019-06-02,14,0,34,0,0,False,30,45,0,False
2019-06-09,13,14,40,0,0,False,0,30,0,False
2019-06-16,21,0,62,0,0,False,92,0,0,False
2019-06-23,14,28,56,0,0,False,93,31,0,False
2019-06-30,14,28,41,0,0,False,76,46,0,False
2019-07-07,27,14,27,0,0,False,30,15,0,False
2019-07-14,14,0,42,0,0,False,62,31,0,False
2019-07-21,21,14,100,0,0,False,0,63,0,False
2019-07-28,29,14,14,0,0,False,0,32,0,False
2019-08-04,14,0,43,0,0,False,32,16,0,False
2019-08-11,13,0,51,0,0,False,43,14,0,False
2019-08-18,12,0,42,0,0,False,40,0,0,False
2019-08-25,25,0,44,0,0,False,56,14,0,False
2019-09-01,34,0,20,0,0,False,15,0,0,False
2019-09-08,14,14,48,0,0,False,77,46,0,False
2019-09-15,20,0,54,0,0,False,0,15,0,False
2019-09-22,21,0,48,0,0,False,61,15,0,False
2019-09-29,14,0,35,0,0,False,15,0,0,False
2019-10-06,14,0,48,0,0,False,76,0,0,False
2019-10-13,14,14,27,0,0,False,30,15,0,False
2019-10-20,14,0,34,0,0,False,45,30,0,False
2019-10-27,14,14,21,0,0,False,15,30,0,False
2019-11-03,20,0,33,0,0,False,60,15,0,False
2019-11-10,13,0,40,0,0,False,0,15,0,False
2019-11-17,26,13,13,0,0,False,0,0,0,False
2019-11-24,39,0,13,0,0,False,14,0,0,False
2019-12-01,13,19,26,0,0,False,0,14,0,False
2019-12-08,0,13,26,0,0,False,29,0,0,False
2019-12-15,0,0,13,0,0,False,15,0,0,False
2019-12-22,15,0,15,0,0,False,0,16,0,False
2019-12-29,14,0,42,0,0,False,46,15,0,False
2020-01-05,13,0,32,0,0,False,42,42,0,False
2020-01-12,50,0,19,0,0,False,14,69,0,False
2020-01-19,13,13,13,0,0,False,0,43,0,False
2020-01-26,0,26,13,0,0,False,14,0,0,False
2020-02-02,26,0,13,0,0,False,14,43,0,False
2020-02-09,13,0,25,0,0,False,42,14,0,False
2020-02-16,13,0,13,0,0,False,0,28,0,False
2020-02-23,24,12,24,0,0,False,13,13,0,False
2020-03-01,35,12,41,0,0,False,53,27,0,False
2020-03-08,0,12,24,0,0,False,0,13,0,False
2020-03-15,0,0,0,0,0,False,0,0,0,False
2020-03-22,10,0,10,0,0,False,12,0,0,False
2020-03-29,0,0,11,0,0,False,12,0,0,False
2020-04-05,0,0,11,0,0,False,12,0,0,False
2020-04-12,0,0,33,0,0,False,12,12,0,False
2020-04-19,21,11,21,0,0,False,12,0,0,False
2020-04-26,10,0,20,0,0,False,11,11,0,False
2020-05-03,0,79,0,0,0,True,0,0,0,True
