date,mariage mer,jardin mariage,mariage chateau_x,mariage palace,ferme mariage ,isPartial_x,mariage chateau_y,restaurant mariage,location salle des fêtes,isPartial_y
2018-01-07,0,0,20,0,0,False,20,0,0,False
2018-01-14,0,0,0,0,0,False,0,29,0,False
2018-01-21,0,20,29,0,0,False,29,39,0,False
2018-01-28,20,0,0,0,0,False,0,20,0,False
2018-02-04,0,0,0,0,0,False,0,19,0,False
2018-02-11,20,0,40,0,0,False,40,30,0,False
2018-02-18,20,0,40,0,0,False,40,20,0,False
2018-02-25,20,0,61,0,0,False,61,20,0,False
2018-03-04,41,0,31,0,0,False,31,0,0,False
2018-03-11,20,0,0,0,0,False,0,20,0,False
2018-03-18,21,0,41,0,0,False,41,40,0,False
2018-03-25,20,0,51,0,0,False,51,21,0,False
2018-04-01,20,20,20,0,0,False,20,20,0,False
2018-04-08,0,0,40,0,0,False,40,30,0,False
2018-04-15,0,0,21,0,0,False,21,0,0,False
2018-04-22,20,0,20,0,0,False,20,20,0,False
2018-04-29,0,0,21,0,0,False,21,21,0,False
2018-05-06,0,22,33,0,0,False,33,22,0,False
2018-05-13,31,0,31,0,0,False,31,21,0,False
2018-05-20,52,21,41,0,0,False,41,21,0,False
2018-05-27,20,0,20,0,0,False,20,19,0,False
2018-06-03,20,20,49,0,0,False,49,20,0,False
2018-06-10,19,0,29,0,0,False,29,19,0,False
2018-06-17,20,0,41,0,0,False,41,0,0,False
2018-06-24,21,21,62,0,0,False,62,0,0,False
2018-07-01,20,20,49,0,0,False,49,0,0,False
2018-07-08,0,21,31,0,0,False,31,41,0,False
2018-07-15,0,22,33,0,0,False,33,0,0,False
2018-07-22,22,22,43,0,0,False,43,22,0,False
2018-07-29,0,22,54,0,0,False,54,21,0,False
2018-08-05,0,22,56,0,0,False,56,22,0,False
2018-08-12,22,0,56,0,0,False,56,0,0,False
2018-08-19,32,0,43,0,0,False,43,0,0,False
2018-08-26,0,21,52,0,0,False,52,0,0,False
2018-09-02,31,0,42,0,0,False,42,42,0,False
2018-09-09,21,21,31,0,0,False,31,21,0,False
2018-09-16,21,20,41,0,0,False,41,62,0,False
2018-09-23,41,0,31,0,0,False,31,41,0,False
2018-09-30,21,0,21,0,0,False,21,0,0,False
2018-10-07,21,0,63,0,0,False,63,21,0,False
2018-10-14,21,0,42,0,0,False,42,0,0,False
2018-10-21,0,0,64,0,0,False,64,42,0,False
2018-10-28,0,0,0,0,0,False,0,0,0,False
2018-11-04,0,0,30,0,0,False,30,0,0,False
2018-11-11,0,0,0,0,0,False,0,0,0,False
2018-11-18,0,0,38,0,0,False,38,19,0,False
2018-11-25,0,0,19,0,0,False,19,0,0,False
2018-12-02,19,19,38,0,0,False,38,19,0,False
2018-12-09,0,0,19,0,0,False,19,19,0,False
2018-12-16,20,20,29,0,0,False,29,20,0,False
2018-12-23,0,0,44,0,0,False,44,0,0,False
2018-12-30,21,0,42,0,0,False,42,0,0,False
2019-01-06,0,0,28,0,0,False,28,0,0,False
2019-01-13,38,19,29,0,0,False,29,0,0,False
2019-01-20,0,0,38,0,0,False,38,0,0,False
2019-01-27,0,18,75,0,0,False,75,19,0,False
2019-02-03,19,19,19,0,0,False,19,19,0,False
2019-02-10,20,0,20,0,0,False,20,0,0,False
2019-02-17,20,20,20,0,0,False,20,0,0,False
2019-02-24,19,19,19,0,0,False,19,19,0,False
2019-03-03,19,0,0,0,0,False,0,19,0,False
2019-03-10,19,0,77,0,0,False,77,19,0,False
2019-03-17,41,0,20,0,0,False,20,0,0,False
2019-03-24,39,0,0,0,0,False,0,0,0,False
2019-03-31,20,0,20,0,0,False,20,0,0,False
2019-04-07,32,0,43,0,0,False,43,21,0,False
2019-04-14,43,21,21,0,0,False,21,0,0,False
2019-04-21,20,0,100,0,0,False,100,20,0,False
2019-04-28,20,20,39,0,0,False,39,49,0,False
2019-05-05,39,19,39,0,0,False,39,19,0,False
2019-05-12,0,20,30,0,0,False,30,20,0,False
2019-05-19,20,0,30,0,0,False,30,20,0,False
2019-05-26,20,40,20,0,0,False,20,0,0,False
2019-06-02,0,0,46,0,0,False,46,19,0,False
2019-06-09,29,19,39,0,0,False,39,19,0,False
2019-06-16,40,20,30,0,0,False,30,20,0,False
2019-06-23,0,20,29,0,0,False,29,0,0,False
2019-06-30,0,0,30,0,0,False,30,40,0,False
2019-07-07,20,0,29,0,0,False,29,20,0,False
2019-07-14,20,0,40,0,0,False,40,0,0,False
2019-07-21,30,20,20,0,0,False,20,20,0,False
2019-07-28,21,0,32,0,0,False,32,0,0,False
2019-08-04,21,21,73,0,0,False,73,31,0,False
2019-08-11,20,0,39,0,0,False,39,40,0,False
2019-08-18,20,20,20,0,0,False,20,31,0,False
2019-08-25,29,19,38,0,0,False,38,19,0,False
2019-09-01,29,0,29,0,0,False,29,0,0,False
2019-09-08,0,0,39,0,0,False,39,58,0,False
2019-09-15,0,19,38,0,0,False,38,19,0,False
2019-09-22,18,18,27,0,0,False,27,18,0,False
2019-09-29,18,18,27,0,0,False,27,18,0,False
2019-10-06,0,0,18,0,0,False,18,18,0,False
2019-10-13,0,18,18,0,0,False,18,18,0,False
2019-10-20,18,18,18,0,0,False,18,27,0,False
2019-10-27,18,0,18,0,0,False,18,18,0,False
2019-11-03,0,17,26,0,0,False,26,26,0,False
2019-11-10,0,0,53,0,0,False,53,18,0,False
2019-11-17,18,0,18,0,0,False,18,18,0,False
2019-11-24,0,0,34,0,0,False,34,0,0,False
2019-12-01,0,18,18,0,0,False,18,18,0,False
2019-12-08,17,0,17,0,0,False,17,0,0,False
2019-12-15,0,0,17,0,0,False,17,0,0,False
2019-12-22,0,0,20,0,0,False,20,39,0,False
2019-12-29,19,0,38,0,0,False,38,0,0,False
2020-01-05,17,0,0,0,0,False,0,17,0,False
2020-01-12,0,0,41,0,0,False,41,0,0,False
2020-01-19,53,0,35,0,0,False,35,35,0,False
2020-01-26,25,17,59,0,0,False,59,0,0,False
2020-02-02,51,0,17,0,0,False,17,0,0,False
2020-02-09,0,17,17,0,0,False,17,17,0,False
2020-02-16,17,17,17,0,0,False,17,17,0,False
2020-02-23,34,0,34,0,0,False,34,17,0,False
2020-03-01,16,0,0,0,0,False,0,48,0,False
2020-03-08,0,0,24,0,0,False,24,16,0,False
2020-03-15,0,0,14,0,0,False,14,0,0,False
2020-03-22,0,0,14,0,0,False,14,0,0,False
2020-03-29,14,28,14,0,0,False,14,21,0,False
2020-04-05,0,0,21,0,0,False,21,14,0,False
2020-04-12,29,0,14,0,0,False,14,15,0,False
2020-04-19,0,28,35,0,0,False,35,14,0,False
2020-04-26,0,0,26,0,0,False,26,13,0,False
2020-05-03,0,0,0,0,0,True,0,0,0,True
