date,mariage mer,jardin mariage,mariage palace,ferme mariage ,mariage chateau,restaurant mariage,location salle des fêtes
2018-01-07,0.09349593495934959,0.0,0.0,0.09349593495934959,0.35365853658536583,0.1991869918699187,0.0
2018-01-14,0.08943089430894309,0.0,0.0,0.0,0.5691056910569106,0.44308943089430897,0.0
2018-01-21,0.09349593495934959,0.09349593495934959,0.0,0.0,0.4186991869918699,0.09349593495934959,0.0
2018-01-28,0.0,0.0,0.0,0.0,0.09349593495934959,0.1991869918699187,0.0
2018-02-04,0.0,0.09349593495934959,0.0,0.0,0.1951219512195122,0.24796747967479674,0.0
2018-02-11,0.0,0.0,0.0,0.09349593495934959,0.5650406504065041,0.25609756097560976,0.0
2018-02-18,0.0,0.0,0.0,0.0,0.3170731707317073,0.3617886178861789,0.0
2018-02-25,0.0,0.0,0.0,0.0,0.32926829268292684,0.09349593495934959,0.0
2018-03-04,0.09349593495934959,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
2018-03-11,0.0,0.09349593495934959,0.0,0.0,0.6626016260162602,0.0,0.0
2018-03-18,0.0,0.0,0.0,0.0,0.4634146341463415,0.0,0.0
2018-03-25,0.0,0.0,0.0,0.0,0.5447154471544715,0.16260162601626016,0.0
2018-04-01,0.0975609756097561,0.0,0.0,0.0,0.2601626016260163,0.0975609756097561,0.0
2018-04-08,0.0,0.0975609756097561,0.0,0.09349593495934959,0.25609756097560976,0.2967479674796748,0.0
2018-04-15,0.1016260162601626,0.1016260162601626,0.0,0.0,0.3943089430894309,0.1016260162601626,0.0
2018-04-22,0.0,0.0,0.0,0.0,0.6138211382113821,0.25203252032520324,0.0
2018-04-29,0.0,0.0,0.0,0.17886178861788618,0.44715447154471544,0.17073170731707318,0.0
2018-05-06,0.08943089430894309,0.08943089430894309,0.0,0.0,0.6626016260162602,0.13821138211382114,0.0
2018-05-13,0.06910569105691057,0.0,0.0,0.0,1.0,0.23170731707317074,0.0
2018-05-20,0.09349593495934959,0.09349593495934959,0.0,0.0,0.8048780487804879,0.556910569105691,0.0
2018-05-27,0.0,0.0,0.0,0.13414634146341464,0.4349593495934959,0.1951219512195122,0.0
2018-06-03,0.0,0.08943089430894309,0.0,0.17886178861788618,0.5650406504065041,0.23983739837398374,0.0
2018-06-10,0.0,0.0,0.0,0.0,0.6382113821138211,0.08536585365853659,0.0
2018-06-17,0.09349593495934959,0.0,0.0,0.0,0.3252032520325203,0.18292682926829268,0.0
2018-06-24,0.08943089430894309,0.0,0.0,0.0,0.2073170731707317,0.2804878048780488,0.0
2018-07-01,0.08943089430894309,0.0,0.0,0.08943089430894309,0.5609756097560976,0.1951219512195122,0.0
2018-07-08,0.0,0.0,0.0,0.0,0.5813008130081301,0.3821138211382114,0.0
2018-07-15,0.0,0.0,0.0,0.0,0.4349593495934959,0.08943089430894309,0.0
2018-07-22,0.0,0.0,0.0,0.08943089430894309,0.13414634146341464,0.2764227642276423,0.0
2018-07-29,0.0,0.0,0.0,0.0,0.7560975609756098,0.08943089430894309,0.0
2018-08-05,0.0,0.08130081300813008,0.0,0.16666666666666666,0.42276422764227645,0.3617886178861789,0.0
2018-08-12,0.0,0.0,0.0,0.08536585365853659,0.1951219512195122,0.26422764227642276,0.0
2018-08-19,0.08943089430894309,0.08943089430894309,0.0,0.08943089430894309,0.3780487804878049,0.3943089430894309,0.0
2018-08-26,0.0,0.17886178861788618,0.0,0.08943089430894309,0.508130081300813,0.2682926829268293,0.0
2018-09-02,0.08943089430894309,0.08943089430894309,0.0,0.0,0.6585365853658537,0.3821138211382114,0.0
2018-09-09,0.08943089430894309,0.18292682926829268,0.0,0.0,0.08943089430894309,0.0,0.0
2018-09-16,0.18699186991869918,0.0,0.0,0.0,0.22764227642276422,0.1951219512195122,0.0
2018-09-23,0.1910569105691057,0.09349593495934959,0.0,0.09349593495934959,0.43902439024390244,0.09349593495934959,0.0
2018-09-30,0.0,0.0,0.0,0.0,0.3252032520325203,0.47560975609756095,0.0
2018-10-07,0.0,0.0,0.0,0.0975609756097561,0.5650406504065041,0.2845528455284553,0.0
2018-10-14,0.0,0.0,0.0,0.09349593495934959,0.7235772357723578,0.1951219512195122,0.0
2018-10-21,0.0,0.0975609756097561,0.0,0.0975609756097561,0.0975609756097561,0.14634146341463414,0.0
2018-10-28,0.0,0.09349593495934959,0.0,0.09349593495934959,0.4105691056910569,0.17886178861788618,0.0
2018-11-04,0.06504065040650407,0.0,0.0,0.08943089430894309,0.4065040650406504,0.1016260162601626,0.0
2018-11-11,0.0,0.0,0.0,0.09349593495934959,0.14227642276422764,0.09349593495934959,0.0
2018-11-18,0.0,0.0,0.0,0.0,0.18292682926829268,0.08943089430894309,0.0
2018-11-25,0.0,0.0,0.0,0.0,0.09349593495934959,0.0,0.0
2018-12-02,0.09349593495934959,0.0,0.0,0.0,0.1910569105691057,0.09349593495934959,0.0
2018-12-09,0.0,0.0,0.0,0.09349593495934959,0.5284552845528455,0.3699186991869919,0.0
2018-12-16,0.0975609756097561,0.0,0.0,0.0,0.2845528455284553,0.0,0.0
2018-12-23,0.0,0.10569105691056911,0.0,0.10569105691056911,0.10569105691056911,0.0,0.0
