date,mariage mer,jardin mariage,mariage chateau_x,mariage palace,ferme mariage ,isPartial_x,mariage chateau_y,restaurant mariage,location salle des fêtes,isPartial_y
2018-01-07,9,0,26,0,9,False,27,34,0,False
2018-01-14,12,17,42,0,8,False,59,20,13,False
2018-01-21,8,0,25,0,0,False,26,13,0,False
2018-01-28,17,0,21,0,0,False,54,34,0,False
2018-02-04,0,17,21,0,8,False,33,0,13,False
2018-02-11,0,26,17,0,8,False,47,20,13,False
2018-02-18,0,17,47,0,0,False,81,27,0,False
2018-02-25,8,0,20,0,0,False,44,44,19,False
2018-03-04,8,0,17,0,8,False,39,26,0,False
2018-03-11,8,0,46,0,17,False,65,13,0,False
2018-03-18,0,17,22,0,9,False,40,27,0,False
2018-03-25,0,9,26,0,9,False,28,34,14,False
2018-04-01,9,18,22,0,0,False,42,21,0,False
2018-04-08,9,0,27,0,0,False,28,14,0,False
2018-04-15,0,10,43,0,10,False,69,61,0,False
2018-04-22,0,9,18,0,0,False,35,14,14,False
2018-04-29,0,9,48,0,9,False,62,14,14,False
2018-05-06,9,0,28,0,0,False,52,52,15,False
2018-05-13,9,13,48,0,9,False,68,41,0,False
2018-05-20,9,14,36,0,9,False,14,29,0,False
2018-05-27,0,18,44,0,0,False,28,35,42,False
2018-06-03,9,13,31,0,9,False,28,28,14,False
2018-06-10,0,0,22,0,9,False,34,20,14,False
2018-06-17,9,0,36,0,9,False,50,14,14,False
2018-06-24,9,18,23,0,9,False,43,29,0,False
2018-07-01,17,17,43,0,9,False,76,0,0,False
2018-07-08,0,9,45,0,9,False,50,14,0,False
2018-07-15,9,0,38,0,19,False,81,37,0,False
2018-07-22,0,9,42,0,0,False,97,15,0,False
2018-07-29,19,10,19,0,0,False,46,23,15,False
2018-08-05,10,0,39,0,15,False,46,15,0,False
2018-08-12,0,10,60,0,15,False,78,55,16,False
2018-08-19,0,0,33,0,10,False,60,46,0,False
2018-08-26,9,9,32,0,9,False,43,57,14,False
2018-09-02,18,9,23,0,9,False,36,22,14,False
2018-09-09,9,0,31,0,9,False,71,36,0,False
2018-09-16,9,0,55,0,9,False,79,29,0,False
2018-09-23,0,9,50,0,9,False,72,14,43,False
2018-09-30,0,0,100,0,0,False,100,21,14,False
2018-10-07,9,0,18,0,9,False,21,36,28,False
2018-10-14,0,0,37,0,9,False,65,15,0,False
2018-10-21,9,9,18,0,0,False,29,59,0,False
2018-10-28,18,9,36,0,9,False,28,14,0,False
2018-11-04,0,0,17,0,9,False,27,27,14,False
2018-11-11,0,0,18,0,0,False,35,0,14,False
2018-11-18,0,0,26,0,0,False,34,14,14,False
2018-11-25,0,0,17,0,9,False,14,14,41,False
2018-12-02,0,0,26,0,0,False,55,27,0,False
2018-12-09,0,18,9,0,0,False,28,14,0,False
2018-12-16,0,0,13,0,9,False,28,14,0,False
2018-12-23,0,0,15,0,0,False,15,15,0,False
2018-12-30,0,9,28,0,9,False,36,14,0,False
2019-01-06,9,0,17,0,8,False,40,27,0,False
2019-01-13,8,0,39,0,0,False,54,0,0,False
2019-01-20,8,0,21,0,0,False,46,13,13,False
2019-01-27,8,8,24,0,8,False,58,13,13,False
2019-02-03,13,8,17,0,0,False,26,13,0,False
2019-02-10,0,0,21,0,8,False,33,27,0,False
2019-02-17,9,9,18,0,9,False,28,35,14,False
2019-02-24,9,0,17,0,17,False,41,41,0,False
2019-03-03,0,8,12,0,0,False,39,39,0,False
2019-03-10,8,17,21,0,8,False,40,20,13,False
2019-03-17,0,9,31,0,0,False,63,14,14,False
2019-03-24,0,0,42,0,0,False,53,67,0,False
2019-03-31,0,8,16,0,16,False,32,19,13,False
