date,hochzeit hotel,hochzeit schloss,hochzeit villa,isPartial
2018-01-07,29,86,39,False
2018-01-14,37,37,19,False
2018-01-21,29,38,0,False
2018-01-28,47,28,9,False
2018-02-04,10,59,0,False
2018-02-11,15,44,20,False
2018-02-18,15,48,0,False
2018-02-25,19,57,19,False
2018-03-04,19,34,15,False
2018-03-11,38,67,19,False
2018-03-18,29,39,10,False
2018-03-25,21,36,0,False
2018-04-01,21,57,10,False
2018-04-08,39,29,0,False
2018-04-15,15,60,20,False
2018-04-22,24,66,9,False
2018-04-29,10,45,10,False
2018-05-06,40,35,0,False
2018-05-13,52,47,14,False
2018-05-20,25,86,10,False
2018-05-27,43,53,10,False
2018-06-03,29,34,10,False
2018-06-10,33,33,9,False
2018-06-17,10,47,10,False
2018-06-24,19,58,10,False
2018-07-01,47,47,9,False
2018-07-08,42,65,14,False
2018-07-15,39,74,15,False
2018-07-22,30,45,20,False
2018-07-29,62,51,21,False
2018-08-05,51,61,25,False
2018-08-12,41,92,31,False
2018-08-19,40,75,20,False
2018-08-26,59,78,15,False
2018-09-02,29,78,10,False
2018-09-09,39,83,20,False
2018-09-16,34,93,24,False
2018-09-23,35,49,20,False
2018-09-30,30,79,15,False
2018-10-07,29,68,0,False
2018-10-14,20,70,15,False
2018-10-21,25,49,20,False
2018-10-28,38,72,0,False
2018-11-04,32,83,19,False
2018-11-11,10,62,14,False
2018-11-18,14,18,18,False
2018-11-25,19,42,9,False
2018-12-02,19,42,0,False
2018-12-09,28,47,9,False
2018-12-16,34,24,10,False
2018-12-23,27,49,22,False
2018-12-30,40,100,20,False
2019-01-06,45,36,18,False
2019-01-13,22,53,13,False
2019-01-20,40,57,18,False
2019-01-27,27,62,9,False
2019-02-03,31,13,9,False
2019-02-10,32,46,18,False
2019-02-17,41,41,18,False
2019-02-24,14,47,9,False
2019-03-03,27,50,18,False
2019-03-10,22,26,9,False
2019-03-17,32,51,14,False
2019-03-24,33,46,0,False
2019-03-31,9,46,9,False
2019-04-07,14,14,9,False
2019-04-14,20,60,10,False
2019-04-21,15,44,39,False
2019-04-28,23,84,0,False
2019-05-05,22,58,22,False
2019-05-12,18,51,18,False
2019-05-19,27,77,9,False
2019-05-26,42,42,9,False
2019-06-02,27,50,36,False
2019-06-09,32,46,14,False
2019-06-16,33,75,19,False
2019-06-23,32,51,9,False
2019-06-30,41,55,18,False
2019-07-07,41,77,9,False
2019-07-14,58,72,19,False
2019-07-21,36,67,15,False
2019-07-28,41,61,15,False
2019-08-04,56,86,15,False
2019-08-11,34,82,15,False
2019-08-18,53,62,19,False
2019-08-25,32,28,9,False
2019-09-01,27,73,9,False
2019-09-08,14,37,9,False
2019-09-15,37,79,0,False
2019-09-22,31,22,9,False
2019-09-29,32,36,14,False
2019-10-06,18,53,22,False
2019-10-13,18,18,14,False
2019-10-20,9,59,9,False
2019-10-27,18,79,0,False
2019-11-03,21,30,0,False
2019-11-10,26,26,9,False
2019-11-17,8,17,0,False
2019-11-24,16,49,0,False
2019-12-01,26,30,9,False
2019-12-08,25,21,8,False
2019-12-15,17,47,0,False
2019-12-22,25,59,20,False
2019-12-29,33,47,19,False
2020-01-05,53,74,8,False
2020-01-12,39,47,8,False
2020-01-19,33,41,16,False
2020-01-26,20,32,16,False
2020-02-02,16,52,8,False
2020-02-09,16,31,16,False
2020-02-16,16,37,0,False
2020-02-23,23,23,16,False
2020-03-01,24,16,0,False
2020-03-08,15,26,7,False
2020-03-15,7,22,0,False
2020-03-22,7,33,0,False
2020-03-29,29,36,7,False
2020-04-05,0,16,0,False
2020-04-12,8,19,0,False
2020-04-19,23,30,8,False
2020-04-26,15,26,7,False
2020-05-03,7,37,7,False
2020-05-10,22,26,0,False
2020-05-17,8,31,16,False
2020-05-24,26,23,0,False
2020-05-31,7,41,7,False
2020-06-07,22,39,17,True
