date,matrimonio ristorante,matrimonio cascina,matrimonio borgo,matrimonio villa,matrimonio castello,isPartial
2018-01-07,14,0,0,29,29,False
2018-01-14,21,0,0,36,29,False
2018-01-21,22,0,0,36,14,False
2018-01-28,42,0,0,42,28,False
2018-02-04,0,0,0,50,14,False
2018-02-11,21,0,0,36,14,False
2018-02-18,29,0,0,44,0,False
2018-02-25,14,0,0,50,0,False
2018-03-04,0,0,0,15,15,False
2018-03-11,29,0,0,29,0,False
2018-03-18,15,0,0,38,0,False
2018-03-25,15,0,0,77,0,False
2018-04-01,16,0,0,41,16,False
2018-04-08,15,0,0,77,15,False
2018-04-15,24,0,0,79,0,False
2018-04-22,33,0,0,57,24,False
2018-04-29,23,0,0,54,0,False
2018-05-06,54,0,0,100,0,False
2018-05-13,23,0,0,53,45,False
2018-05-20,30,0,0,46,30,False
2018-05-27,15,0,0,38,15,False
2018-06-03,15,0,0,69,0,False
2018-06-10,15,0,0,30,0,False
2018-06-17,23,0,0,38,15,False
2018-06-24,15,0,0,61,15,False
2018-07-01,30,0,0,67,0,False
2018-07-08,23,0,0,30,0,False
2018-07-15,15,0,0,30,31,False
2018-07-22,16,0,0,47,0,False
2018-07-29,15,0,0,46,61,False
2018-08-05,16,0,0,40,16,False
2018-08-12,26,0,0,34,17,False
2018-08-19,16,0,0,39,0,False
2018-08-26,22,0,0,80,29,False
2018-09-02,15,0,0,22,29,False
2018-09-09,45,0,0,45,23,False
2018-09-16,30,0,0,75,15,False
2018-09-23,15,0,0,23,15,False
2018-09-30,0,0,0,31,15,False
2018-10-07,16,0,0,31,15,False
2018-10-14,23,0,0,62,0,False
2018-10-21,31,0,0,61,15,False
2018-10-28,14,0,0,22,22,False
2018-11-04,15,0,0,44,0,False
2018-11-11,15,0,0,39,31,False
2018-11-18,15,0,0,22,0,False
2018-11-25,15,0,0,31,0,False
2018-12-02,0,0,0,48,16,False
2018-12-09,32,0,0,0,16,False
2018-12-16,16,0,0,0,16,False
2018-12-23,0,0,0,36,27,False
2018-12-30,16,0,0,90,16,False
2019-01-06,37,0,0,52,15,False
2019-01-13,44,0,0,44,29,False
2019-01-20,28,0,0,14,0,False
2019-01-27,21,0,0,34,21,False
2019-02-03,0,0,0,21,14,False
2019-02-10,28,0,0,28,14,False
2019-02-17,14,0,0,58,14,False
2019-02-24,43,0,0,36,0,False
2019-03-03,0,0,0,0,15,False
2019-03-10,15,0,0,36,15,False
2019-03-17,0,0,0,29,15,False
2019-03-24,30,0,0,45,0,False
2019-03-31,29,0,0,43,14,False
2019-04-07,21,0,0,50,14,False
2019-04-14,15,0,0,60,15,False
2019-04-21,30,0,0,38,15,False
2019-04-28,14,0,0,35,0,False
2019-05-05,14,0,0,69,0,False
2019-05-12,0,0,0,48,0,False
2019-05-19,27,0,0,34,20,False
2019-05-26,27,0,0,54,13,False
2019-06-02,14,0,0,44,0,False
2019-06-09,29,0,0,51,15,False
2019-06-16,36,0,0,43,14,False
2019-06-23,15,0,0,52,0,False
2019-06-30,0,0,0,44,0,False
2019-07-07,15,0,0,29,15,False
2019-07-14,15,0,0,61,0,False
2019-07-21,38,0,0,38,0,False
2019-07-28,22,0,0,30,30,False
2019-08-04,16,0,0,16,0,False
2019-08-11,34,0,0,34,0,False
2019-08-18,0,0,0,62,15,False
2019-08-25,35,0,0,14,21,False
2019-09-01,41,0,0,61,14,False
2019-09-08,29,0,0,36,22,False
2019-09-15,22,0,0,36,15,False
2019-09-22,28,0,0,42,14,False
2019-09-29,14,0,0,21,0,False
2019-10-06,14,0,0,42,14,False
2019-10-13,14,0,0,35,21,False
2019-10-20,14,0,0,20,20,False
2019-10-27,14,0,0,27,0,False
2019-11-03,26,0,0,46,26,False
2019-11-10,13,0,0,39,13,False
2019-11-17,13,0,0,39,13,False
2019-11-24,13,0,0,27,13,False
2019-12-01,0,0,0,28,14,False
2019-12-08,0,0,0,21,14,False
2019-12-15,14,0,0,28,28,False
2019-12-22,24,0,0,24,0,False
2019-12-29,15,0,0,37,15,False
2020-01-05,20,0,0,13,0,False
2020-01-12,25,0,0,38,0,False
2020-01-19,13,0,0,26,13,False
2020-01-26,13,0,0,38,13,False
2020-02-02,19,0,0,25,0,False
2020-02-09,26,0,0,25,13,False
2020-02-16,13,0,0,26,19,False
2020-02-23,0,0,0,62,0,False
2020-03-01,24,0,0,18,12,False
2020-03-08,12,0,0,0,0,False
2020-03-15,0,0,0,0,0,False
2020-03-22,0,0,0,11,11,False
2020-03-29,0,0,0,0,11,False
2020-04-05,0,0,0,12,24,False
2020-04-12,0,0,0,12,24,False
2020-04-19,11,0,0,11,11,False
2020-04-26,11,0,0,0,0,False
2020-05-03,12,0,0,23,0,False
2020-05-10,0,0,0,0,53,True
