,geoName,Fleuriste
3,Brittany,74.46808510638297
5,Centre-Val de Loire,85.1063829787234
7,Corsica,38.297872340425535
15,Pays de la Loire,96.80851063829788
18,Provence-Alpes-Côte d'Azur,76.59574468085107
21,Île-de-France,80.85106382978722
22,Grand-est,92.19858156028369
23,Hauts-de-france,100.0
24,Normandie,94.14893617021278
25,Bourgogne-Franche-Comté,73.93617021276596
26,Nouvelle-Aquitaine,82.62411347517731
27,Occitanie,79.25531914893617
28,Auvergne-Rhône-Alpes,80.31914893617021
