geoName,geoCode,piscinier
Brittany,FR-E,0.0
Centre-Val de Loire,FR-F,0.0
Corsica,FR-H,0.0
Pays de la Loire,FR-R,36.734693877551024
Provence-Alpes-Côte d'Azur,FR-U,38.775510204081634
Île-de-France,FR-J,8.16326530612245
Grand-est,FR-GE,0.0
Hauts-de-france,FR-HF,0.0
Normandie,FR-NO,21.428571428571427
Bourgogne-Franche-Comté,FR-BFC,0.0
Nouvelle-Aquitaine,FR-NA,100.0
Occitanie,FR-OC,43.87755102040816
Auvergne-Rhône-Alpes,FR-AR,8.16326530612245
