date,piscinier
2018-01-07,0.0
2018-01-14,0.34507042253521125
2018-01-21,0.0
2018-01-28,0.0
2018-02-04,0.0
2018-02-11,0.0
2018-02-18,0.0
2018-02-25,0.0
2018-03-04,0.0
2018-03-11,0.6338028169014085
2018-03-18,0.0
2018-03-25,0.3380281690140845
2018-04-01,0.0
2018-04-08,0.0
2018-04-15,0.0
2018-04-22,0.352112676056338
2018-04-29,0.0
2018-05-06,0.0
2018-05-13,0.6338028169014085
2018-05-20,0.0
2018-05-27,0.0
2018-06-03,0.0
2018-06-10,0.0
2018-06-17,0.6690140845070423
2018-06-24,0.3380281690140845
2018-07-01,0.0
2018-07-08,0.0
2018-07-15,0.0
2018-07-22,0.0
2018-07-29,0.0
2018-08-05,1.0
2018-08-12,0.0
2018-08-19,0.6971830985915493
2018-08-26,0.0
2018-09-02,0.0
2018-09-09,0.0
2018-09-16,0.0
2018-09-23,0.352112676056338
2018-09-30,0.704225352112676
2018-10-07,0.0
2018-10-14,0.0
2018-10-21,0.6901408450704225
2018-10-28,0.676056338028169
2018-11-04,0.0
2018-11-11,0.0
2018-11-18,0.6408450704225352
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.704225352112676
2019-01-06,0.0
2019-01-13,0.0
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,0.0
2019-02-17,0.0
2019-02-24,0.36619718309859156
2019-03-03,0.0
2019-03-10,0.0
2019-03-17,0.0
2019-03-24,0.3591549295774648
2019-03-31,0.6197183098591549
2019-04-07,0.6267605633802817
2019-04-14,0.9225352112676056
2019-04-21,0.3380281690140845
2019-04-28,0.0
2019-05-05,0.33098591549295775
2019-05-12,0.0
2019-05-19,0.0
2019-05-26,0.3380281690140845
2019-06-02,0.0
2019-06-09,0.5985915492957746
2019-06-16,0.0
2019-06-23,0.0
2019-06-30,0.0
2019-07-07,0.6267605633802817
2019-07-14,0.0
2019-07-21,0.0
2019-07-28,0.29577464788732394
2019-08-04,0.6126760563380281
2019-08-11,0.0
2019-08-18,0.0
2019-08-25,0.0
2019-09-01,0.3028169014084507
2019-09-08,0.0
2019-09-15,0.30985915492957744
2019-09-22,0.0
2019-09-29,0.0
2019-10-06,0.0
2019-10-13,0.0
2019-10-20,0.0
2019-10-27,0.8591549295774648
2019-11-03,0.0
2019-11-10,0.0
2019-11-17,0.0
2019-11-24,0.3028169014084507
2019-12-01,0.0
2019-12-08,0.0
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.0
2020-01-12,0.0
2020-01-19,0.0
2020-01-26,0.0
2020-02-02,0.0
2020-02-09,0.49295774647887325
2020-02-16,0.3028169014084507
2020-02-23,0.0
2020-03-01,0.0
2020-03-08,0.0
2020-03-15,0.0
2020-03-22,0.0
2020-03-29,0.36619718309859156
2020-04-05,0.4225352112676056
2020-04-12,0.0
2020-04-19,0.23943661971830985
2020-04-26,0.0
2020-05-03,0.0
2020-05-10,0.0
2020-05-17,0.0
2020-05-24,0.0
2020-05-31,0.0
2020-06-07,0.2535211267605634
2020-06-14,0.0
2020-06-21,0.0
