date,magasin costume
2018-01-07,0.3131868131868132
2018-01-14,0.45604395604395603
2018-01-21,0.6373626373626373
2018-01-28,0.6538461538461539
2018-02-04,0.0
2018-02-11,0.23626373626373626
2018-02-18,0.15934065934065933
2018-02-25,0.22527472527472528
2018-03-04,0.15384615384615385
2018-03-11,0.23076923076923078
2018-03-18,0.15934065934065933
2018-03-25,0.15934065934065933
2018-04-01,0.24725274725274726
2018-04-08,0.32967032967032966
2018-04-15,0.1813186813186813
2018-04-22,0.33516483516483514
2018-04-29,0.15934065934065933
2018-05-06,0.34615384615384615
2018-05-13,0.31868131868131866
2018-05-20,0.7032967032967034
2018-05-27,0.16483516483516483
2018-06-03,0.6813186813186813
2018-06-10,0.8131868131868132
2018-06-17,0.32967032967032966
2018-06-24,0.16483516483516483
2018-07-01,0.15934065934065933
2018-07-08,0.945054945054945
2018-07-15,0.510989010989011
2018-07-22,0.5494505494505495
2018-07-29,0.17582417582417584
2018-08-05,0.1813186813186813
2018-08-12,0.18681318681318682
2018-08-19,0.17582417582417584
2018-08-26,0.7087912087912088
2018-09-02,0.0
2018-09-09,0.5054945054945055
2018-09-16,0.17032967032967034
2018-09-23,0.8681318681318682
2018-09-30,0.32967032967032966
2018-10-07,0.0
2018-10-14,0.25274725274725274
2018-10-21,0.17032967032967034
2018-10-28,0.24725274725274726
2018-11-04,0.31868131868131866
2018-11-11,0.5164835164835165
2018-11-18,0.8956043956043956
2018-11-25,0.24175824175824176
2018-12-02,0.6593406593406593
2018-12-09,0.16483516483516483
2018-12-16,0.16483516483516483
2018-12-23,0.1813186813186813
2018-12-30,0.17032967032967034
2019-01-06,0.3131868131868132
2019-01-13,0.8076923076923077
2019-01-20,0.6978021978021978
2019-01-27,0.14835164835164835
2019-02-03,0.6373626373626373
2019-02-10,0.3131868131868132
2019-02-17,0.0
2019-02-24,0.6703296703296703
2019-03-03,0.22527472527472528
2019-03-10,0.0
2019-03-17,0.15934065934065933
2019-03-24,0.3901098901098901
2019-03-31,0.2967032967032967
2019-04-07,0.45054945054945056
2019-04-14,0.5439560439560439
2019-04-21,0.15384615384615385
2019-04-28,0.3021978021978022
2019-05-05,0.2967032967032967
2019-05-12,0.8021978021978022
2019-05-19,0.45054945054945056
2019-05-26,0.4725274725274725
2019-06-02,0.7087912087912088
2019-06-09,0.4340659340659341
2019-06-16,0.8186813186813187
2019-06-23,0.15384615384615385
2019-06-30,0.45604395604395603
2019-07-07,0.7362637362637363
2019-07-14,0.3076923076923077
2019-07-21,0.7472527472527473
2019-07-28,0.15934065934065933
2019-08-04,0.6758241758241759
2019-08-11,0.17032967032967034
2019-08-18,0.17582417582417584
2019-08-25,0.24175824175824176
2019-09-01,0.4340659340659341
2019-09-08,0.6428571428571429
2019-09-15,0.21428571428571427
2019-09-22,0.2857142857142857
2019-09-29,0.2967032967032967
2019-10-06,0.2967032967032967
2019-10-13,0.29120879120879123
2019-10-20,0.21428571428571427
2019-10-27,0.4175824175824176
2019-11-03,0.6428571428571429
2019-11-10,0.2802197802197802
2019-11-17,0.13736263736263737
2019-11-24,0.13186813186813187
2019-12-01,0.5824175824175825
2019-12-08,0.0
2019-12-15,1.0
2019-12-22,0.3791208791208791
2019-12-29,0.2857142857142857
2020-01-05,0.27472527472527475
2020-01-12,0.2692307692307692
2020-01-19,0.2692307692307692
2020-01-26,0.25824175824175827
2020-02-02,0.13186813186813187
2020-02-09,0.3791208791208791
2020-02-16,0.8021978021978022
2020-02-23,0.0
2020-03-01,0.3901098901098901
2020-03-08,0.41208791208791207
2020-03-15,0.0
2020-03-22,0.0
2020-03-29,0.0
2020-04-05,0.0
2020-04-12,0.0
