,geoName,magasin costume
3,Brittany,68.42105263157895
5,Centre-Val de Loire,78.94736842105263
7,Corsica,0.0
15,Pays de la Loire,73.68421052631578
18,Provence-Alpes-Côte d'Azur,73.68421052631578
21,Île-de-France,93.6842105263158
22,Grand-est,31.57894736842105
23,Hauts-de-france,100.0
24,Normandie,33.68421052631579
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,16.49122807017544
27,Occitanie,75.26315789473685
28,Auvergne-Rhône-Alpes,45.78947368421053
