date,boda civil,boda religiosa,isPartial
2018-01-07,36,0,False
2018-01-14,90,0,False
2018-01-21,79,0,False
2018-01-28,53,0,False
2018-02-04,35,0,False
2018-02-11,27,0,False
2018-02-18,54,0,False
2018-02-25,69,0,False
2018-03-04,61,0,False
2018-03-11,62,18,False
2018-03-18,44,0,False
2018-03-25,40,20,False
2018-04-01,55,18,False
2018-04-08,59,0,False
2018-04-15,98,0,False
2018-04-22,35,0,False
2018-04-29,53,18,False
2018-05-06,67,0,False
2018-05-13,61,0,False
2018-05-20,98,0,False
2018-05-27,61,0,False
2018-06-03,34,17,False
2018-06-10,75,17,False
2018-06-17,46,18,False
2018-06-24,36,0,False
2018-07-01,53,0,False
2018-07-08,62,0,False
2018-07-15,54,0,False
2018-07-22,45,0,False
2018-07-29,57,0,False
2018-08-05,38,0,False
2018-08-12,50,20,False
2018-08-19,40,20,False
2018-08-26,73,0,False
2018-09-02,35,0,False
2018-09-09,72,0,False
2018-09-16,26,0,False
2018-09-23,35,17,False
2018-09-30,44,17,False
2018-10-07,35,26,False
2018-10-14,51,0,False
2018-10-21,35,0,False
2018-10-28,27,0,False
2018-11-04,17,0,False
2018-11-11,52,0,False
2018-11-18,76,0,False
2018-11-25,18,0,False
2018-12-02,37,0,False
2018-12-09,36,0,False
2018-12-16,27,18,False
2018-12-23,22,0,False
2018-12-30,60,0,False
2019-01-06,54,18,False
2019-01-13,60,0,False
2019-01-20,41,0,False
2019-01-27,26,0,False
2019-02-03,60,17,False
2019-02-10,17,0,False
2019-02-17,26,0,False
2019-02-24,61,0,False
2019-03-03,87,0,False
2019-03-10,17,17,False
2019-03-17,17,0,False
2019-03-24,61,0,False
2019-03-31,59,17,False
2019-04-07,60,0,False
2019-04-14,28,0,False
2019-04-21,68,0,False
2019-04-28,66,0,False
2019-05-05,42,0,False
2019-05-12,25,0,False
2019-05-19,32,0,False
2019-05-26,24,0,False
2019-06-02,41,16,False
2019-06-09,75,0,False
2019-06-16,85,17,False
2019-06-23,36,0,False
2019-06-30,86,34,False
2019-07-07,25,0,False
2019-07-14,42,0,False
2019-07-21,61,0,False
2019-07-28,63,18,False
2019-08-04,28,0,False
2019-08-11,76,0,False
2019-08-18,65,0,False
2019-08-25,52,0,False
2019-09-01,66,0,False
2019-09-08,82,16,False
2019-09-15,79,0,False
2019-09-22,72,0,False
2019-09-29,39,16,False
2019-10-06,62,16,False
2019-10-13,31,23,False
2019-10-20,46,0,False
2019-10-27,57,0,False
2019-11-03,47,16,False
2019-11-10,32,0,False
2019-11-17,87,0,False
2019-11-24,31,0,False
2019-12-01,16,0,False
2019-12-08,33,0,False
2019-12-15,48,0,False
2019-12-22,19,19,False
2019-12-29,61,0,False
2020-01-05,64,0,False
2020-01-12,52,0,False
2020-01-19,73,0,False
2020-01-26,100,15,False
2020-02-02,92,0,False
2020-02-09,77,15,False
2020-02-16,92,0,False
2020-02-23,45,0,False
2020-03-01,51,29,False
2020-03-08,36,15,False
2020-03-15,45,0,False
2020-03-22,0,0,False
2020-03-29,21,0,False
2020-04-05,0,0,False
2020-04-12,28,0,False
2020-04-19,27,13,False
2020-04-26,32,14,False
