date,mariage civil ,mariage symbolique ,mariage laique,mariage religieux ,isPartial
2018-01-07,20,0,0,0,False
2018-01-14,59,0,20,39,False
2018-01-21,20,0,0,0,False
2018-01-28,20,0,0,0,False
2018-02-04,0,0,0,20,False
2018-02-11,30,0,0,20,False
2018-02-18,39,0,0,20,False
2018-02-25,20,0,20,20,False
2018-03-04,20,0,0,0,False
2018-03-11,60,0,20,20,False
2018-03-18,20,0,40,20,False
2018-03-25,0,0,0,0,False
2018-04-01,20,0,0,0,False
2018-04-08,61,0,20,0,False
2018-04-15,21,0,0,0,False
2018-04-22,39,0,20,0,False
2018-04-29,31,0,0,0,False
2018-05-06,21,0,21,42,False
2018-05-13,21,0,0,42,False
2018-05-20,31,0,0,0,False
2018-05-27,59,0,0,20,False
2018-06-03,0,0,0,0,False
2018-06-10,0,0,19,19,False
2018-06-17,0,0,20,20,False
2018-06-24,31,0,21,0,False
2018-07-01,0,0,20,0,False
2018-07-08,20,0,0,20,False
2018-07-15,31,0,21,21,False
2018-07-22,21,0,21,21,False
2018-07-29,20,0,0,0,False
2018-08-05,20,0,0,20,False
2018-08-12,20,0,20,20,False
2018-08-19,20,0,0,0,False
2018-08-26,20,0,20,20,False
2018-09-02,0,0,20,0,False
2018-09-09,20,0,21,0,False
2018-09-16,20,0,0,0,False
2018-09-23,20,0,21,21,False
2018-09-30,0,0,21,0,False
2018-10-07,41,0,0,41,False
2018-10-14,0,0,0,0,False
2018-10-21,41,0,0,0,False
2018-10-28,40,0,20,20,False
2018-11-04,19,0,19,0,False
2018-11-11,20,0,0,0,False
2018-11-18,20,0,0,0,False
2018-11-25,20,0,0,20,False
2018-12-02,20,0,0,0,False
2018-12-09,20,0,0,0,False
2018-12-16,21,0,0,0,False
2018-12-23,33,0,0,22,False
2018-12-30,21,0,0,21,False
2019-01-06,40,0,30,0,False
2019-01-13,20,0,20,20,False
2019-01-20,77,0,19,0,False
2019-01-27,29,0,0,19,False
2019-02-03,0,0,0,0,False
2019-02-10,21,0,0,0,False
2019-02-17,41,0,31,0,False
2019-02-24,20,0,0,0,False
2019-03-03,29,0,38,0,False
2019-03-10,30,0,0,30,False
2019-03-17,21,0,21,0,False
2019-03-24,0,0,21,21,False
2019-03-31,41,0,20,20,False
2019-04-07,21,0,0,0,False
2019-04-14,21,0,21,0,False
2019-04-21,58,0,19,19,False
2019-04-28,19,0,0,0,False
2019-05-05,39,0,0,19,False
2019-05-12,20,0,20,0,False
2019-05-19,20,0,0,20,False
2019-05-26,39,0,0,0,False
2019-06-02,0,0,18,0,False
2019-06-09,37,0,19,0,False
2019-06-16,40,0,0,0,False
2019-06-23,39,0,19,19,False
2019-06-30,39,0,20,29,False
2019-07-07,19,0,19,0,False
2019-07-14,29,0,0,19,False
2019-07-21,19,0,0,0,False
2019-07-28,19,0,0,0,False
2019-08-04,37,0,18,0,False
2019-08-11,18,0,18,18,False
2019-08-18,19,0,0,0,False
2019-08-25,0,0,19,0,False
2019-09-01,19,0,19,0,False
2019-09-08,19,0,37,0,False
2019-09-15,19,0,0,0,False
2019-09-22,18,0,18,0,False
2019-09-29,18,0,27,0,False
2019-10-06,18,0,18,0,False
2019-10-13,36,0,0,0,False
2019-10-20,18,0,0,18,False
2019-10-27,0,0,0,0,False
2019-11-03,17,0,34,0,False
2019-11-10,18,0,0,0,False
2019-11-17,0,0,18,0,False
2019-11-24,17,0,33,0,False
2019-12-01,35,0,0,0,False
2019-12-08,0,0,0,0,False
2019-12-15,17,0,0,0,False
2019-12-22,0,0,19,0,False
2019-12-29,18,0,18,18,False
2020-01-05,25,0,0,17,False
2020-01-12,17,0,16,17,False
2020-01-19,17,0,0,0,False
2020-01-26,41,0,0,0,False
2020-02-02,50,0,17,34,False
2020-02-09,16,0,16,0,False
2020-02-16,0,0,34,34,False
2020-02-23,33,0,0,0,False
2020-03-01,40,0,16,0,False
2020-03-08,31,0,0,0,False
2020-03-15,14,0,0,0,False
2020-03-22,41,0,14,14,False
2020-03-29,14,0,14,0,False
2020-04-05,14,0,14,0,False
2020-04-12,43,0,0,0,False
2020-04-19,14,0,28,0,False
2020-04-26,26,0,13,0,False
2020-05-03,0,0,100,0,True
