date,mariage civil ,mariage symbolique ,mariage laique,mariage religieux ,isPartial
2018-01-07,11,0,0,11,False
2018-01-14,22,0,22,0,False
2018-01-21,28,0,11,0,False
2018-01-28,11,0,11,0,False
2018-02-04,22,0,0,0,False
2018-02-11,27,0,11,11,False
2018-02-18,22,0,0,0,False
2018-02-25,16,0,22,0,False
2018-03-04,28,0,17,0,False
2018-03-11,23,0,0,0,False
2018-03-18,23,0,11,0,False
2018-03-25,23,0,11,0,False
2018-04-01,11,0,11,11,False
2018-04-08,32,0,11,11,False
2018-04-15,12,0,24,12,False
2018-04-22,24,0,12,12,False
2018-04-29,0,0,0,11,False
2018-05-06,28,0,17,0,False
2018-05-13,17,0,11,11,False
2018-05-20,17,0,11,11,False
2018-05-27,11,0,22,0,False
2018-06-03,28,0,0,0,False
2018-06-10,43,0,32,32,False
2018-06-17,11,0,11,11,False
2018-06-24,17,0,22,0,False
2018-07-01,16,0,22,11,False
2018-07-08,22,0,0,11,False
2018-07-15,0,0,11,0,False
2018-07-22,11,0,11,0,False
2018-07-29,17,0,11,17,False
2018-08-05,11,0,0,0,False
2018-08-12,22,0,0,11,False
2018-08-19,22,0,22,0,False
2018-08-26,22,0,0,23,False
2018-09-02,11,0,23,0,False
2018-09-09,46,0,23,0,False
2018-09-16,17,0,11,0,False
2018-09-23,23,0,0,0,False
2018-09-30,0,0,0,12,False
2018-10-07,12,0,12,0,False
2018-10-14,18,0,48,0,False
2018-10-21,12,0,0,0,False
2018-10-28,23,0,17,0,False
2018-11-04,0,0,11,11,False
2018-11-11,12,0,12,0,False
2018-11-18,23,0,0,0,False
2018-11-25,23,0,12,0,False
2018-12-02,18,0,0,0,False
2018-12-09,24,0,0,0,False
2018-12-16,12,0,12,12,False
2018-12-23,14,0,0,0,False
2018-12-30,19,0,25,13,False
2019-01-06,29,0,18,12,False
2019-01-13,17,0,12,23,False
2019-01-20,28,0,11,11,False
2019-01-27,33,0,11,0,False
2019-02-03,12,0,12,12,False
2019-02-10,24,0,12,12,False
2019-02-17,24,0,12,12,False
2019-02-24,11,0,12,17,False
2019-03-03,17,0,0,0,False
2019-03-10,35,0,12,12,False
2019-03-17,0,0,0,12,False
2019-03-24,24,0,0,12,False
2019-03-31,34,0,11,11,False
2019-04-07,35,0,18,12,False
2019-04-14,12,0,12,0,False
2019-04-21,22,0,11,11,False
2019-04-28,11,0,0,23,False
2019-05-05,17,0,11,22,False
2019-05-12,11,0,11,11,False
2019-05-19,11,0,11,16,False
2019-05-26,22,0,22,0,False
2019-06-02,36,0,10,10,False
2019-06-09,15,0,0,0,False
2019-06-16,53,0,11,16,False
2019-06-23,0,0,11,11,False
2019-06-30,21,0,11,100,False
2019-07-07,37,0,10,10,False
2019-07-14,16,0,11,0,False
2019-07-21,11,0,11,11,False
2019-07-28,16,0,11,11,False
2019-08-04,11,0,0,0,False
2019-08-11,25,0,20,29,False
2019-08-18,18,0,18,18,False
2019-08-25,24,0,0,19,False
2019-09-01,16,0,10,0,False
2019-09-08,16,0,10,0,False
2019-09-15,21,0,10,21,False
2019-09-22,37,0,10,16,False
2019-09-29,16,0,21,0,False
2019-10-06,10,0,10,0,False
2019-10-13,21,0,21,0,False
2019-10-20,10,0,15,21,False
2019-10-27,26,0,21,10,False
2019-11-03,15,0,31,0,False
2019-11-10,20,0,15,0,False
2019-11-17,20,0,10,0,False
2019-11-24,0,0,0,10,False
2019-12-01,39,0,0,0,False
2019-12-08,20,0,0,0,False
2019-12-15,0,0,10,10,False
2019-12-22,22,0,0,22,False
2019-12-29,21,0,0,11,False
2020-01-05,24,0,0,0,False
2020-01-12,24,0,9,19,False
2020-01-19,29,0,0,10,False
2020-01-26,39,0,0,0,False
2020-02-02,15,0,10,0,False
2020-02-09,14,0,10,0,False
2020-02-16,29,0,10,0,False
2020-02-23,18,0,23,37,False
2020-03-01,27,0,9,0,False
2020-03-08,9,0,9,18,False
2020-03-15,17,0,17,0,False
2020-03-22,20,0,0,12,False
2020-03-29,20,0,0,0,False
2020-04-05,12,0,0,8,False
2020-04-12,21,0,17,8,False
2020-04-19,8,0,0,8,False
2020-04-26,23,0,0,15,False
2020-05-03,0,0,0,0,True
