date,mariage civil ,mariage symbolique ,mariage laique,mariage religieux ,isPartial
2018-01-07,54,0,10,20,False
2018-01-14,48,0,7,14,False
2018-01-21,77,0,20,13,False
2018-01-28,71,0,10,14,False
2018-02-04,47,0,14,14,False
2018-02-11,34,0,21,24,False
2018-02-18,36,0,7,22,False
2018-02-25,54,0,7,22,False
2018-03-04,45,0,14,17,False
2018-03-11,66,0,21,28,False
2018-03-18,49,0,7,21,False
2018-03-25,70,0,21,21,False
2018-04-01,58,0,11,18,False
2018-04-08,62,0,14,21,False
2018-04-15,63,0,0,22,False
2018-04-22,84,0,15,11,False
2018-04-29,65,0,11,29,False
2018-05-06,53,0,19,26,False
2018-05-13,75,0,14,17,False
2018-05-20,64,0,11,21,False
2018-05-27,54,0,13,20,False
2018-06-03,71,0,20,30,False
2018-06-10,43,0,7,26,False
2018-06-17,50,0,7,7,False
2018-06-24,34,0,14,10,False
2018-07-01,57,0,13,17,False
2018-07-08,50,0,11,14,False
2018-07-15,38,0,15,31,False
2018-07-22,43,0,16,16,False
2018-07-29,45,0,12,16,False
2018-08-05,43,0,26,13,False
2018-08-12,98,0,9,18,False
2018-08-19,37,0,20,25,False
2018-08-26,22,0,18,26,False
2018-09-02,62,0,7,14,False
2018-09-09,51,0,24,10,False
2018-09-16,51,0,7,14,False
2018-09-23,62,0,10,21,False
2018-09-30,47,0,7,10,False
2018-10-07,40,0,13,20,False
2018-10-14,49,0,13,13,False
2018-10-21,57,0,13,17,False
2018-10-28,40,0,0,18,False
2018-11-04,37,0,20,17,False
2018-11-11,55,0,7,13,False
2018-11-18,20,0,7,13,False
2018-11-25,34,0,13,17,False
2018-12-02,40,0,7,7,False
2018-12-09,38,0,7,7,False
2018-12-16,21,0,7,7,False
2018-12-23,30,0,9,13,False
2018-12-30,43,0,8,19,False
2019-01-06,38,0,24,28,False
2019-01-13,61,0,27,10,False
2019-01-20,50,0,7,30,False
2019-01-27,43,0,7,23,False
2019-02-03,48,0,6,10,False
2019-02-10,74,0,7,10,False
2019-02-17,40,0,20,17,False
2019-02-24,52,0,10,28,False
2019-03-03,64,0,14,7,False
2019-03-10,89,0,14,17,False
2019-03-17,49,0,21,28,False
2019-03-24,73,0,7,14,False
2019-03-31,60,0,7,14,False
2019-04-07,36,0,14,18,False
2019-04-14,40,0,11,15,False
2019-04-21,94,0,27,8,False
2019-04-28,46,0,11,15,False
2019-05-05,86,0,15,19,False
2019-05-12,44,0,25,44,False
2019-05-19,29,0,11,21,False
2019-05-26,81,0,30,18,False
2019-06-02,46,0,16,16,False
2019-06-09,72,0,21,14,False
2019-06-16,43,0,29,18,False
2019-06-23,36,0,7,11,False
2019-06-30,40,0,11,51,False
2019-07-07,37,0,15,18,False
2019-07-14,31,0,31,12,False
2019-07-21,37,0,8,16,False
2019-07-28,65,0,26,9,False
2019-08-04,50,0,9,27,False
2019-08-11,24,0,19,19,False
2019-08-18,50,0,27,27,False
2019-08-25,51,0,8,28,False
2019-09-01,36,0,7,14,False
2019-09-08,70,0,14,35,False
2019-09-15,38,0,10,14,False
2019-09-22,57,0,7,20,False
2019-09-29,40,0,17,13,False
2019-10-06,48,0,7,10,False
2019-10-13,31,0,7,10,False
2019-10-20,46,0,14,18,False
2019-10-27,54,0,7,18,False
2019-11-03,53,0,10,23,False
2019-11-10,55,0,7,14,False
2019-11-17,51,0,7,24,False
2019-11-24,20,0,0,7,False
2019-12-01,46,0,6,7,False
2019-12-08,53,0,0,10,False
2019-12-15,17,0,14,14,False
2019-12-22,58,0,17,25,False
2019-12-29,42,0,15,15,False
2020-01-05,49,0,10,23,False
2020-01-12,59,0,13,16,False
2020-01-19,60,0,0,7,False
2020-01-26,56,0,10,7,False
2020-02-02,73,0,7,17,False
2020-02-09,60,0,7,17,False
2020-02-16,72,0,24,14,False
2020-02-23,55,0,10,6,False
2020-03-01,63,0,6,19,False
2020-03-08,59,0,6,19,False
2020-03-15,34,0,13,24,False
2020-03-22,41,0,7,14,False
2020-03-29,31,0,7,27,False
2020-04-05,47,0,7,7,False
2020-04-12,41,0,7,10,False
2020-04-19,46,0,13,7,False
2020-04-26,26,0,0,7,False
2020-05-03,100,0,50,50,True
