date,mariage civil ,mariage symbolique ,mariage laique,mariage religieux ,isPartial
2018-01-07,47,0,11,11,False
2018-01-14,52,0,20,24,False
2018-01-21,83,3,5,21,False
2018-01-28,69,5,16,17,False
2018-02-04,78,0,18,12,False
2018-02-11,59,0,20,24,False
2018-02-18,57,3,12,22,False
2018-02-25,60,5,12,19,False
2018-03-04,75,0,23,19,False
2018-03-11,79,3,17,13,False
2018-03-18,94,3,17,15,False
2018-03-25,60,3,23,11,False
2018-04-01,66,3,21,22,False
2018-04-08,67,8,15,16,False
2018-04-15,58,0,10,17,False
2018-04-22,61,3,22,21,False
2018-04-29,57,6,19,26,False
2018-05-06,55,0,18,16,False
2018-05-13,74,3,13,31,False
2018-05-20,61,3,24,21,False
2018-05-27,58,0,25,20,False
2018-06-03,49,3,16,17,False
2018-06-10,55,5,19,22,False
2018-06-17,40,0,20,15,False
2018-06-24,50,0,38,11,False
2018-07-01,58,3,20,15,False
2018-07-08,58,3,25,19,False
2018-07-15,51,0,26,19,False
2018-07-22,65,0,20,19,False
2018-07-29,56,3,13,13,False
2018-08-05,50,0,16,21,False
2018-08-12,68,0,20,12,False
2018-08-19,61,3,26,15,False
2018-08-26,42,0,18,18,False
2018-09-02,59,3,33,22,False
2018-09-09,51,3,31,22,False
2018-09-16,57,0,26,16,False
2018-09-23,77,3,18,17,False
2018-09-30,34,5,14,16,False
2018-10-07,52,3,16,20,False
2018-10-14,51,3,12,8,False
2018-10-21,69,3,13,14,False
2018-10-28,45,3,21,13,False
2018-11-04,44,0,31,12,False
2018-11-11,50,0,9,9,False
2018-11-18,29,5,8,8,False
2018-11-25,52,0,4,19,False
2018-12-02,30,5,5,12,False
2018-12-09,49,0,5,4,False
2018-12-16,27,3,7,4,False
2018-12-23,47,3,6,19,False
2018-12-30,71,0,15,7,False
2019-01-06,68,4,31,19,False
2019-01-13,44,3,12,15,False
2019-01-20,67,0,14,21,False
2019-01-27,70,3,9,22,False
2019-02-03,60,0,7,17,False
2019-02-10,65,0,15,15,False
2019-02-17,44,0,11,8,False
2019-02-24,80,0,16,19,False
2019-03-03,43,0,16,13,False
2019-03-10,90,0,12,25,False
2019-03-17,84,0,8,26,False
2019-03-24,48,3,14,19,False
2019-03-31,63,3,17,12,False
2019-04-07,64,3,22,16,False
2019-04-14,59,3,14,8,False
2019-04-21,56,0,25,20,False
2019-04-28,71,0,17,19,False
2019-05-05,67,3,22,17,False
2019-05-12,60,3,29,24,False
2019-05-19,68,3,26,25,False
2019-05-26,64,3,19,21,False
2019-06-02,50,2,19,21,False
2019-06-09,69,5,22,26,False
2019-06-16,52,0,13,20,False
2019-06-23,43,3,16,28,False
2019-06-30,50,3,25,100,False
2019-07-07,53,3,25,21,False
2019-07-14,58,0,27,14,False
2019-07-21,57,0,19,28,False
2019-07-28,54,0,24,20,False
2019-08-04,55,0,16,16,False
2019-08-11,54,0,27,17,False
2019-08-18,69,3,36,20,False
2019-08-25,55,3,29,32,False
2019-09-01,58,3,31,14,False
2019-09-08,51,0,14,18,False
2019-09-15,71,0,24,15,False
2019-09-22,62,2,18,15,False
2019-09-29,46,0,17,14,False
2019-10-06,58,0,20,14,False
2019-10-13,63,2,15,18,False
2019-10-20,53,2,16,20,False
2019-10-27,47,0,25,11,False
2019-11-03,45,2,18,24,False
2019-11-10,51,5,7,10,False
2019-11-17,62,0,11,14,False
2019-11-24,42,2,9,19,False
2019-12-01,51,2,9,11,False
2019-12-08,46,0,4,17,False
2019-12-15,44,2,5,12,False
2019-12-22,47,0,15,15,False
2019-12-29,50,3,10,21,False
2020-01-05,60,5,19,19,False
2020-01-12,57,2,17,23,False
2020-01-19,68,0,14,15,False
2020-01-26,82,2,18,21,False
2020-02-02,69,4,15,11,False
2020-02-09,81,5,15,23,False
2020-02-16,75,2,26,29,False
2020-02-23,68,5,12,17,False
2020-03-01,69,2,8,14,False
2020-03-08,52,0,14,14,False
2020-03-15,39,0,9,11,False
2020-03-22,31,0,8,11,False
2020-03-29,41,2,6,16,False
2020-04-05,18,0,7,8,False
2020-04-12,55,2,10,13,False
2020-04-19,48,2,12,14,False
2020-04-26,47,8,8,10,False
2020-05-03,45,0,30,46,True
