date,mariage civil ,mariage symbolique ,mariage laique,mariage religieux 
2018-01-07,0.2903225806451613,0.0,0.0,0.0
2018-01-14,0.1935483870967742,0.0,0.0,0.0
2018-01-21,0.6854838709677419,0.0,0.1935483870967742,0.0
2018-01-28,0.0,0.0,0.0,0.0
2018-02-04,1.0,0.0,0.0,0.0
2018-02-11,0.3548387096774194,0.0,0.20161290322580644,0.0
2018-02-18,0.20161290322580644,0.0,0.0,0.1693548387096774
2018-02-25,0.7903225806451613,0.0,0.0,0.0
2018-03-04,0.1935483870967742,0.0,0.0,0.0
2018-03-11,0.5725806451612904,0.0,0.20161290322580644,0.0
2018-03-18,0.532258064516129,0.0,0.3951612903225806,0.0
2018-03-25,0.7016129032258065,0.0,0.20161290322580644,0.1693548387096774
2018-04-01,0.1774193548387097,0.0,0.1774193548387097,0.1774193548387097
2018-04-08,0.9516129032258065,0.0,0.1693548387096774,0.0
2018-04-15,0.43548387096774194,0.0,0.21774193548387097,0.18548387096774194
2018-04-22,0.20161290322580644,0.0,0.0,0.1774193548387097
2018-04-29,0.3790322580645161,0.0,0.1935483870967742,0.0
2018-05-06,0.5806451612903226,0.0,0.0,0.0
2018-05-13,0.0,0.0,0.0,0.1693548387096774
2018-05-20,0.47580645161290325,0.0,0.20161290322580644,0.0
2018-05-27,0.7258064516129032,0.0,0.1935483870967742,0.1693548387096774
2018-06-03,0.1935483870967742,0.0,0.0,0.0
2018-06-10,0.3790322580645161,0.0,0.0,0.16129032258064516
2018-06-17,0.3790322580645161,0.0,0.3790322580645161,0.0
2018-06-24,0.0,0.0,0.3790322580645161,0.0
2018-07-01,0.532258064516129,0.0,0.0,0.0
2018-07-08,0.28225806451612906,0.0,0.0,0.1774193548387097
2018-07-15,0.1935483870967742,0.0,0.0,0.0
2018-07-22,0.5564516129032258,0.0,0.0,0.0
2018-07-29,0.27419354838709675,0.0,0.0,0.0
2018-08-05,0.8870967741935484,0.0,0.0,0.18548387096774194
2018-08-12,0.0,0.0,0.5564516129032258,0.0
2018-08-19,0.3709677419354839,0.0,0.18548387096774194,0.0
2018-08-26,0.3709677419354839,0.0,0.0,0.0
2018-09-02,0.1935483870967742,0.0,0.0,0.0
2018-09-09,0.1935483870967742,0.0,0.0,0.0
2018-09-16,0.3790322580645161,0.0,0.20161290322580644,0.0
2018-09-23,0.5887096774193549,0.0,0.20161290322580644,0.0
2018-09-30,0.4032258064516129,0.0,0.0,0.0
2018-10-07,0.3467741935483871,0.0,0.20161290322580644,0.1693548387096774
2018-10-14,0.20161290322580644,0.0,0.20161290322580644,0.0
2018-10-21,0.8548387096774194,0.0,0.0,0.0
2018-10-28,0.4032258064516129,0.0,0.0,0.0
2018-11-04,0.532258064516129,0.0,0.5080645161290323,0.0
2018-11-11,0.75,0.0,0.0,0.0
2018-11-18,0.3629032258064516,0.0,0.0,0.0
2018-11-25,0.1693548387096774,0.0,0.0,0.0
2018-12-02,0.1693548387096774,0.0,0.3709677419354839,0.1693548387096774
2018-12-09,0.47580645161290325,0.0,0.0,0.0
2018-12-16,0.0,0.0,0.21774193548387097,0.0
2018-12-23,0.20161290322580644,0.0,0.24193548387096775,0.0
2018-12-30,0.4112903225806452,0.0,0.18548387096774194,0.0
2019-01-06,0.3709677419354839,0.0,0.3709677419354839,0.0
2019-01-13,0.4112903225806452,0.0,0.1693548387096774,0.0
2019-01-20,0.1935483870967742,0.0,0.0,0.0
2019-01-27,0.16129032258064516,0.0,0.16129032258064516,0.0
2019-02-03,0.532258064516129,0.0,0.0,0.0
2019-02-10,0.5725806451612904,0.0,0.20161290322580644,0.0
2019-02-17,0.3467741935483871,0.0,0.0,0.0
2019-02-24,0.1774193548387097,0.0,0.0,0.1774193548387097
2019-03-03,0.0,0.0,0.0,0.0
2019-03-10,0.6935483870967742,0.0,0.0,0.0
2019-03-17,0.8387096774193549,0.0,0.0,0.0
2019-03-24,0.0,0.0,0.0,0.0
2019-03-31,0.29838709677419356,0.0,0.0,0.0
2019-04-07,0.20161290322580644,0.0,0.20161290322580644,0.0
2019-04-14,0.3467741935483871,0.0,0.0,0.0
2019-04-21,0.3548387096774194,0.0,0.0,0.0
2019-04-28,0.4032258064516129,0.0,0.20161290322580644,0.1774193548387097
2019-05-05,0.3548387096774194,0.0,0.0,0.16129032258064516
2019-05-12,0.3548387096774194,0.0,0.1935483870967742,0.16129032258064516
2019-05-19,0.1935483870967742,0.0,0.0,0.0
2019-05-26,0.1693548387096774,0.0,0.0,0.0
2019-06-02,0.18548387096774194,0.0,0.18548387096774194,0.0
2019-06-09,0.3387096774193548,0.0,0.0,0.0
2019-06-16,0.3225806451612903,0.0,0.1935483870967742,0.0
2019-06-23,0.3548387096774194,0.0,0.0,0.16129032258064516
2019-06-30,0.18548387096774194,0.0,0.0,0.16129032258064516
2019-07-07,0.16129032258064516,0.0,0.0,0.0
2019-07-14,0.5080645161290323,0.0,0.1774193548387097,0.0
2019-07-21,0.6693548387096774,0.0,0.0,0.0
2019-07-28,0.0,0.0,0.1693548387096774,0.1693548387096774
2019-08-04,0.25,0.0,0.0,0.0
2019-08-11,0.31451612903225806,0.0,0.31451612903225806,0.0
2019-08-18,0.1532258064516129,0.0,0.1532258064516129,0.0
2019-08-25,0.3225806451612903,0.0,0.1532258064516129,0.0
2019-09-01,0.2661290322580645,0.0,0.1774193548387097,0.16129032258064516
2019-09-08,0.2661290322580645,0.0,0.1774193548387097,0.0
2019-09-15,0.1532258064516129,0.0,0.0,0.1532258064516129
2019-09-22,0.1532258064516129,0.0,0.33064516129032256,0.0
2019-09-29,0.0,0.0,0.0,0.0
2019-10-06,0.13709677419354838,0.0,0.13709677419354838,0.0
2019-10-13,0.1774193548387097,0.0,0.0,0.0
2019-10-20,0.31451612903225806,0.0,0.0,0.0
2019-10-27,0.6774193548387096,0.0,0.0,0.14516129032258066
2019-11-03,0.1774193548387097,0.0,0.14516129032258066,0.0
2019-11-10,0.6370967741935484,0.0,0.1774193548387097,0.0
2019-11-17,0.12903225806451613,0.0,0.0,0.0
2019-11-24,0.25806451612903225,0.0,0.0,0.0
2019-12-01,0.3951612903225806,0.0,0.0,0.0
2019-12-08,0.0,0.0,0.3064516129032258,0.0
2019-12-15,0.1774193548387097,0.0,0.0,0.12903225806451613
2019-12-22,0.49193548387096775,0.0,0.0,0.0
2019-12-29,0.13709677419354838,0.0,0.18548387096774194,0.0
2020-01-05,0.47580645161290325,0.0,0.12903225806451613,0.0
2020-01-12,0.4596774193548387,0.0,0.12096774193548387,0.0
2020-01-19,0.41935483870967744,0.0,0.0,0.0
2020-01-26,0.25,0.0,0.0,0.12096774193548387
2020-02-02,0.43548387096774194,0.0,0.1774193548387097,0.12903225806451613
2020-02-09,0.8064516129032258,0.0,0.12903225806451613,0.0
2020-02-16,0.5161290322580645,0.0,0.25806451612903225,0.0
2020-02-23,0.28225806451612906,0.0,0.12096774193548387,0.0
2020-03-01,0.47580645161290325,0.0,0.0,0.0
2020-03-08,0.25,0.0,0.12096774193548387,0.0
2020-03-15,0.4032258064516129,0.0,0.14516129032258066,0.0
2020-03-22,0.6693548387096774,0.0,0.0,0.0
2020-03-29,0.3629032258064516,0.0,0.0,0.0
2020-04-05,0.25806451612903225,0.0,0.0,0.0
2020-04-12,0.2903225806451613,0.0,0.0,0.0
2020-04-19,0.5161290322580645,0.0,0.10483870967741936,0.0
2020-04-26,0.3064516129032258,0.0,0.0,0.0
2020-05-03,0.0,0.0,0.0,0.0
