,geoName,la psychologie
3,Brittany,86.04651162790698
5,Centre-Val de Loire,88.37209302325581
7,Corsica,0.0
15,Pays de la Loire,69.76744186046511
18,Provence-Alpes-Côte d'Azur,94.18604651162791
21,Île-de-France,100.0
22,Grand-est,66.66666666666667
23,Hauts-de-france,77.90697674418605
24,Normandie,86.62790697674419
25,Bourgogne-Franche-Comté,78.48837209302324
26,Nouvelle-Aquitaine,81.3953488372093
27,Occitanie,92.44186046511628
28,Auvergne-Rhône-Alpes,99.4186046511628
