date,la psychologie
2018-01-07,0.304635761589404
2018-01-14,0.3509933774834437
2018-01-21,0.18543046357615894
2018-01-28,0.5231788079470199
2018-02-04,0.44370860927152317
2018-02-11,0.2847682119205298
2018-02-18,0.3576158940397351
2018-02-25,0.5629139072847682
2018-03-04,0.4900662251655629
2018-03-11,0.2582781456953642
2018-03-18,0.6291390728476821
2018-03-25,0.31125827814569534
2018-04-01,0.6821192052980133
2018-04-08,0.6490066225165563
2018-04-15,0.271523178807947
2018-04-22,0.37748344370860926
2018-04-29,0.24503311258278146
2018-05-06,0.2119205298013245
2018-05-13,0.8807947019867549
2018-05-20,0.3576158940397351
2018-05-27,0.47019867549668876
2018-06-03,0.5761589403973509
2018-06-10,0.6225165562913907
2018-06-17,0.4105960264900662
2018-06-24,0.2781456953642384
2018-07-01,0.4900662251655629
2018-07-08,0.2847682119205298
2018-07-15,0.6291390728476821
2018-07-22,0.10596026490066225
2018-07-29,0.6887417218543046
2018-08-05,0.271523178807947
2018-08-12,0.6225165562913907
2018-08-19,0.40397350993377484
2018-08-26,0.4370860927152318
2018-09-02,0.48344370860927155
2018-09-09,0.09933774834437085
2018-09-16,0.4900662251655629
2018-09-23,0.5894039735099338
2018-09-30,0.3576158940397351
2018-10-07,0.5827814569536424
2018-10-14,0.8741721854304636
2018-10-21,0.44370860927152317
2018-10-28,0.5298013245033113
2018-11-04,0.5099337748344371
2018-11-11,0.847682119205298
2018-11-18,0.6556291390728477
2018-11-25,0.24503311258278146
2018-12-02,0.4105960264900662
2018-12-09,0.5231788079470199
2018-12-16,0.5761589403973509
2018-12-23,0.5298013245033113
2018-12-30,0.48344370860927155
2019-01-06,1.0
2019-01-13,0.1456953642384106
2019-01-20,0.48344370860927155
2019-01-27,0.31788079470198677
2019-02-03,0.2980132450331126
2019-02-10,0.33112582781456956
2019-02-17,0.6821192052980133
2019-02-24,0.41721854304635764
2019-03-03,0.304635761589404
2019-03-10,0.09271523178807947
2019-03-17,0.25165562913907286
2019-03-24,0.5033112582781457
2019-03-31,0.3576158940397351
2019-04-07,0.271523178807947
2019-04-14,0.609271523178808
2019-04-21,0.26490066225165565
2019-04-28,0.4503311258278146
2019-05-05,0.47019867549668876
2019-05-12,0.3509933774834437
2019-05-19,0.48344370860927155
2019-05-26,0.33774834437086093
2019-06-02,0.304635761589404
2019-06-09,0.5496688741721855
2019-06-16,0.3576158940397351
2019-06-23,0.3576158940397351
2019-06-30,0.23178807947019867
2019-07-07,0.1390728476821192
2019-07-14,0.09271523178807947
2019-07-21,0.19205298013245034
2019-07-28,0.3708609271523179
2019-08-04,0.2980132450331126
2019-08-11,0.2119205298013245
2019-08-18,0.4370860927152318
2019-08-25,0.4105960264900662
2019-09-01,0.423841059602649
2019-09-08,0.5099337748344371
2019-09-15,0.8278145695364238
2019-09-22,0.6423841059602649
2019-09-29,0.3443708609271523
2019-10-06,0.5165562913907285
2019-10-13,0.695364238410596
2019-10-20,0.41721854304635764
2019-10-27,0.4105960264900662
2019-11-03,0.5629139072847682
2019-11-10,0.2980132450331126
2019-11-17,0.46357615894039733
2019-11-24,0.5496688741721855
2019-12-01,0.5960264900662252
2019-12-08,0.5562913907284768
2019-12-15,0.44370860927152317
2019-12-22,0.36423841059602646
2019-12-29,0.5033112582781457
2020-01-05,0.4966887417218543
2020-01-12,0.2847682119205298
2020-01-19,0.3509933774834437
2020-01-26,0.41721854304635764
2020-02-02,0.41721854304635764
2020-02-09,0.23178807947019867
2020-02-16,0.6225165562913907
2020-02-23,0.4105960264900662
2020-03-01,0.3708609271523179
2020-03-08,0.152317880794702
2020-03-15,0.5695364238410596
2020-03-22,0.36423841059602646
2020-03-29,0.33774834437086093
2020-04-05,0.4966887417218543
2020-04-12,0.4503311258278146
2020-04-19,0.7947019867549668
2020-04-26,0.423841059602649
2020-05-03,0.36423841059602646
2020-05-10,0.3708609271523179
2020-05-17,0.543046357615894
