,geoName,Piscine enterrée
3,Brittany,45.744680851063826
5,Centre-Val de Loire,79.7872340425532
7,Corsica,59.57446808510638
15,Pays de la Loire,100.0
18,Provence-Alpes-Côte d'Azur,28.723404255319153
21,Île-de-France,30.851063829787233
22,Grand-est,92.5531914893617
23,Hauts-de-france,57.97872340425532
24,Normandie,50.53191489361703
25,Bourgogne-Franche-Comté,97.3404255319149
26,Nouvelle-Aquitaine,76.59574468085107
27,Occitanie,68.61702127659575
28,Auvergne-Rhône-Alpes,85.63829787234043
