,geoName,parler anglais
3,Brittany,86.86868686868688
5,Centre-Val de Loire,88.88888888888889
7,Corsica,0.0
15,Pays de la Loire,94.94949494949495
18,Provence-Alpes-Côte d'Azur,87.87878787878788
21,Île-de-France,100.0
22,Grand-est,63.63636363636363
23,Hauts-de-france,84.34343434343434
24,Normandie,85.35353535353535
25,Bourgogne-Franche-Comté,62.121212121212125
26,Nouvelle-Aquitaine,62.62626262626263
27,Occitanie,96.96969696969697
28,Auvergne-Rhône-Alpes,65.15151515151516
