date,stage yoga
2018-01-07,0.4322033898305085
2018-01-14,0.3559322033898305
2018-01-21,0.5
2018-01-28,0.15254237288135594
2018-02-04,0.1440677966101695
2018-02-11,0.6610169491525424
2018-02-18,0.4745762711864407
2018-02-25,0.1440677966101695
2018-03-04,0.22033898305084745
2018-03-11,0.3644067796610169
2018-03-18,0.15254237288135594
2018-03-25,0.576271186440678
2018-04-01,0.22033898305084745
2018-04-08,0.0
2018-04-15,0.16101694915254236
2018-04-22,0.2288135593220339
2018-04-29,0.0
2018-05-06,0.2966101694915254
2018-05-13,1.0
2018-05-20,0.3728813559322034
2018-05-27,0.576271186440678
2018-06-03,0.4745762711864407
2018-06-10,0.2033898305084746
2018-06-17,0.3728813559322034
2018-06-24,0.0
2018-07-01,0.1440677966101695
2018-07-08,0.22033898305084745
2018-07-15,0.3728813559322034
2018-07-22,0.0
2018-07-29,0.23728813559322035
2018-08-05,0.13559322033898305
2018-08-12,0.23728813559322035
2018-08-19,0.3813559322033898
2018-08-26,0.6016949152542372
2018-09-02,0.15254237288135594
2018-09-09,0.0
2018-09-16,0.22033898305084745
2018-09-23,0.22033898305084745
2018-09-30,0.0
2018-10-07,0.22033898305084745
2018-10-14,0.0
2018-10-21,0.3898305084745763
2018-10-28,0.22033898305084745
2018-11-04,0.0
2018-11-11,0.3728813559322034
2018-11-18,0.0
2018-11-25,0.211864406779661
2018-12-02,0.15254237288135594
2018-12-09,0.23728813559322035
2018-12-16,0.0
2018-12-23,0.2542372881355932
2018-12-30,0.4067796610169492
2019-01-06,0.15254237288135594
2019-01-13,0.211864406779661
2019-01-20,0.2033898305084746
2019-01-27,0.3559322033898305
2019-02-03,0.15254237288135594
2019-02-10,0.16101694915254236
2019-02-17,0.3728813559322034
2019-02-24,0.16101694915254236
2019-03-03,0.3813559322033898
2019-03-10,0.16101694915254236
2019-03-17,0.16101694915254236
2019-03-24,0.16101694915254236
2019-03-31,0.15254237288135594
2019-04-07,0.2796610169491525
2019-04-14,0.3389830508474576
2019-04-21,0.3474576271186441
2019-04-28,0.5338983050847458
2019-05-05,0.1440677966101695
2019-05-12,0.3135593220338983
2019-05-19,0.3474576271186441
2019-05-26,0.15254237288135594
2019-06-02,0.1440677966101695
2019-06-09,0.2033898305084746
2019-06-16,0.3559322033898305
2019-06-23,0.1440677966101695
2019-06-30,0.211864406779661
2019-07-07,0.3389830508474576
2019-07-14,0.2033898305084746
2019-07-21,0.0
2019-07-28,0.0
2019-08-04,0.5338983050847458
2019-08-11,0.3220338983050847
2019-08-18,0.3220338983050847
2019-08-25,0.11864406779661017
2019-09-01,0.3389830508474576
2019-09-08,0.1864406779661017
2019-09-15,0.19491525423728814
2019-09-22,0.13559322033898305
2019-09-29,0.211864406779661
2019-10-06,0.1694915254237288
2019-10-13,0.3389830508474576
2019-10-20,0.17796610169491525
2019-10-27,0.1864406779661017
2019-11-03,0.4152542372881356
2019-11-10,0.17796610169491525
2019-11-17,0.3050847457627119
2019-11-24,0.16101694915254236
2019-12-01,0.0
2019-12-08,0.16101694915254236
2019-12-15,0.13559322033898305
2019-12-22,0.1864406779661017
2019-12-29,0.17796610169491525
2020-01-05,0.16101694915254236
2020-01-12,0.1271186440677966
2020-01-19,0.16101694915254236
2020-01-26,0.2966101694915254
2020-02-02,0.4576271186440678
2020-02-09,0.13559322033898305
2020-02-16,0.7627118644067796
2020-02-23,0.15254237288135594
2020-03-01,0.0
2020-03-08,0.0
2020-03-15,0.0
2020-03-22,0.0
2020-03-29,0.0
2020-04-05,0.0
2020-04-12,0.1440677966101695
2020-04-19,0.13559322033898305
2020-04-26,0.1271186440677966
2020-05-03,0.211864406779661
2020-05-10,0.0
2020-05-17,0.0
2020-05-24,0.17796610169491525
2020-05-31,0.0
2020-06-07,0.1440677966101695
2020-06-14,0.3559322033898305
2020-06-21,0.847457627118644
