date,Rolltor,isPartial
2018-01-07,29,False
2018-01-14,69,False
2018-01-21,52,False
2018-01-28,75,False
2018-02-04,47,False
2018-02-11,73,False
2018-02-18,36,False
2018-02-25,48,False
2018-03-04,72,False
2018-03-11,81,False
2018-03-18,46,False
2018-03-25,84,False
2018-04-01,65,False
2018-04-08,49,False
2018-04-15,50,False
2018-04-22,61,False
2018-04-29,49,False
2018-05-06,56,False
2018-05-13,53,False
2018-05-20,67,False
2018-05-27,57,False
2018-06-03,60,False
2018-06-10,34,False
2018-06-17,75,False
2018-06-24,34,False
2018-07-01,51,False
2018-07-08,40,False
2018-07-15,35,False
2018-07-22,52,False
2018-07-29,89,False
2018-08-05,31,False
2018-08-12,45,False
2018-08-19,45,False
2018-08-26,38,False
2018-09-02,47,False
2018-09-09,18,False
2018-09-16,42,False
2018-09-23,54,False
2018-09-30,48,False
2018-10-07,100,False
2018-10-14,41,False
2018-10-21,44,False
2018-10-28,27,False
2018-11-04,63,False
2018-11-11,58,False
2018-11-18,25,False
2018-11-25,40,False
2018-12-02,40,False
2018-12-09,34,False
2018-12-16,42,False
2018-12-23,83,False
2018-12-30,43,False
2019-01-06,33,False
2019-01-13,96,False
2019-01-20,54,False
2019-01-27,60,False
2019-02-03,22,False
2019-02-10,58,False
2019-02-17,61,False
2019-02-24,51,False
2019-03-03,28,False
2019-03-10,77,False
2019-03-17,82,False
2019-03-24,35,False
2019-03-31,94,False
2019-04-07,77,False
2019-04-14,25,False
2019-04-21,72,False
2019-04-28,68,False
2019-05-05,76,False
2019-05-12,56,False
2019-05-19,38,False
2019-05-26,35,False
2019-06-02,60,False
2019-06-09,18,False
2019-06-16,27,False
2019-06-23,60,False
2019-06-30,59,False
2019-07-07,54,False
2019-07-14,40,False
2019-07-21,41,False
2019-07-28,60,False
2019-08-04,54,False
2019-08-11,42,False
2019-08-18,68,False
2019-08-25,42,False
2019-09-01,57,False
2019-09-08,50,False
2019-09-15,73,False
2019-09-22,71,False
2019-09-29,55,False
2019-10-06,38,False
2019-10-13,48,False
2019-10-20,69,False
2019-10-27,55,False
2019-11-03,62,False
2019-11-10,32,False
2019-11-17,79,False
2019-11-24,26,False
2019-12-01,48,False
2019-12-08,64,False
2019-12-15,16,False
2019-12-22,31,False
2019-12-29,46,False
2020-01-05,51,False
2020-01-12,60,False
2020-01-19,61,False
2020-01-26,53,False
2020-02-02,52,False
2020-02-09,43,False
2020-02-16,41,False
2020-02-23,50,False
2020-03-01,49,False
2020-03-08,42,False
2020-03-15,27,False
2020-03-22,23,False
2020-03-29,77,False
2020-04-05,60,False
2020-04-12,48,False
2020-04-19,51,False
2020-04-26,64,False
2020-05-03,98,False
2020-05-10,60,False
