ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,Distribution_of_tickets,Country_chosen
Couturier,Auvergne-Rhône-Alpes,2019,0,0.046598448370000004,0
Couturier,Auvergne-Rhône-Alpes,2019,1,0.0494752951,0
Couturier,Auvergne-Rhône-Alpes,2019,2,0.06591585517000001,0
Couturier,Auvergne-Rhône-Alpes,2019,3,0.05394172084,0
Couturier,Auvergne-Rhône-Alpes,2019,4,0.07325249918,0
Couturier,Auvergne-Rhône-Alpes,2019,5,0.06529216761,0
Couturier,Auvergne-Rhône-Alpes,2019,6,0.051926264910000006,0
Couturier,Auvergne-Rhône-Alpes,2019,7,0.05685543831,0
Couturier,Auvergne-Rhône-Alpes,2019,8,0.05388929853999999,0
Couturier,Auvergne-Rhône-Alpes,2019,9,0.04087693303,0
Couturier,Auvergne-Rhône-Alpes,2019,10,0.05455532933999999,0
Couturier,Auvergne-Rhône-Alpes,2019,11,0.05408741627,0
Couturier,Auvergne-Rhône-Alpes,2020,0,0.20760141920000003,0
Couturier,Auvergne-Rhône-Alpes,2020,1,0.21707451519999998,0
Couturier,Auvergne-Rhône-Alpes,2020,2,0.13819777949999998,0
Couturier,Auvergne-Rhône-Alpes,2020,3,0.10379295279999999,0
Couturier,Bourgogne-Franche-Comté,2019,0,0.08069146547,0
Couturier,Bourgogne-Franche-Comté,2019,1,0.08383645519999999,0
Couturier,Bourgogne-Franche-Comté,2019,2,0.06924868465,0
Couturier,Bourgogne-Franche-Comté,2019,3,0.1054401027,0
Couturier,Bourgogne-Franche-Comté,2019,4,0.09422986059,0
Couturier,Bourgogne-Franche-Comté,2019,5,0.08730614476,0
Couturier,Bourgogne-Franche-Comté,2019,6,0.07893100915,0
Couturier,Bourgogne-Franche-Comté,2019,7,0.09366533888,0
Couturier,Bourgogne-Franche-Comté,2019,8,0.07552545427999999,0
Couturier,Bourgogne-Franche-Comté,2019,9,0.08726105996,0
Couturier,Bourgogne-Franche-Comté,2019,10,0.06794746568,0
Couturier,Bourgogne-Franche-Comté,2019,11,0.07591695863,0
Couturier,Bourgogne-Franche-Comté,2020,0,0.3000343181,0
Couturier,Bourgogne-Franche-Comté,2020,1,0.3423843629,0
Couturier,Bourgogne-Franche-Comté,2020,2,0.1755953447,0
Couturier,Bourgogne-Franche-Comté,2020,3,0.1819859744,0
Couturier,Bretagne,2019,0,0.09081369067,0
Couturier,Bretagne,2019,1,0.09162092347,0
