Year,ticket_geo_region_name,Type,sub_type,Percentage
2020,Galicia,Reception Location,NA,NA
2020,Illes Balears,Spend,Estándar,0.58
2020,Illes Balears,Services,Maquillaje,0.25
2020,Illes Balears,Reception Location,NA,NA
2020,Islas Canarias,Spend,Estándar,0.57
2020,Islas Canarias,Services,Maquillaje,0.32
2020,Islas Canarias,Reception Location,finca/campo,1.0
2020,La Rioja,Spend,Premium,0.64
2020,La Rioja,Services,Maquillaje,0.24
2020,La Rioja,Reception Location,NA,NA
2020,Madrid,Spend,Premium,0.63
2020,Madrid,Services,Maquillaje,0.24
2020,Madrid,Reception Location,restaurante,0.32
2020,Melilla,Services,Maquillaje,0.27
2020,Melilla,Reception Location,NA,NA
2020,Murcia,Spend,Premium,0.63
2020,Murcia,Services,Maquillaje,0.3
2020,Murcia,Reception Location,NA,NA
2020,Navarra,Spend,Premium,0.63
2020,Navarra,Services,Maquillaje,0.28
2020,Navarra,Reception Location,NA,NA
2020,País Vasco,Spend,Premium,0.53
2020,País Vasco,Services,Maquillaje,0.32
2020,País Vasco,Reception Location,palacio/castillo,1.0
2020,Valencia,Spend,Estándar,0.53
2020,Valencia,Services,Maquillaje,0.29
2020,Valencia,Reception Location,restaurante,0.76
