Year,ticket_geo_region_name,Prof_type,Distribution
2018,Andalucía,Fotógrafo de bodas,0.15
2018,Andalucía,Dj,0.27
2018,Andalucía,Wedding Planner,0.04
2018,Andalucía,Servicio de Catering,0.29
2018,Andalucía,Floristería,0.04
2018,Andalucía,Maquillaje,0.04
2018,Andalucía,Peluquero,0.12
2018,Andalucía,Modista,0.05
2018,Aragón,Fotógrafo de bodas,0.15
2018,Aragón,Dj,0.17
2018,Aragón,Wedding Planner,0.07
2018,Aragón,Servicio de Catering,0.11
2018,Aragón,Floristería,0.08
2018,Aragón,Maquillaje,0.26
2018,Aragón,Peluquero,0.08
2018,Aragón,Modista,0.08
2018,Asturias,Fotógrafo de bodas,0.11
2018,Asturias,Dj,0.12
2018,Asturias,Wedding Planner,0.08
2018,Asturias,Servicio de Catering,0.11
2018,Asturias,Floristería,0.08
2018,Asturias,Maquillaje,0.34
2018,Asturias,Peluquero,0.08
2018,Asturias,Modista,0.08
2018,Illes Balears,Fotógrafo de bodas,0.15
2018,Illes Balears,Dj,0.23
2018,Illes Balears,Wedding Planner,0.06
2018,Illes Balears,Servicio de Catering,0.12
2018,Illes Balears,Floristería,0.06
2018,Illes Balears,Maquillaje,0.23
2018,Illes Balears,Peluquero,0.08
2018,Illes Balears,Modista,0.07
2018,País Vasco,Fotógrafo de bodas,0.13
2018,País Vasco,Dj,0.15
2018,País Vasco,Wedding Planner,0.07
2018,País Vasco,Servicio de Catering,0.13
2018,País Vasco,Floristería,0.08
2018,País Vasco,Maquillaje,0.28
2018,País Vasco,Peluquero,0.08
2018,País Vasco,Modista,0.08
2018,Islas Canarias,Fotógrafo de bodas,0.12
2018,Islas Canarias,Dj,0.17
2018,Islas Canarias,Wedding Planner,0.07
2018,Islas Canarias,Servicio de Catering,0.11
2018,Islas Canarias,Floristería,0.08
2018,Islas Canarias,Maquillaje,0.3
2018,Islas Canarias,Peluquero,0.08
2018,Islas Canarias,Modista,0.07
2018,Cantabria,Fotógrafo de bodas,0.13
2018,Cantabria,Dj,0.16
2018,Cantabria,Wedding Planner,0.07
2018,Cantabria,Servicio de Catering,0.1
2018,Cantabria,Floristería,0.08
