ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,No_of_tickets,Index,Country selected
Animazione per matrimonio,Molise,2019.0,8.0,1.0,0.0,0
Animazione per matrimonio,Molise,2019.0,9.0,2.0,0.0,0
Animazione per matrimonio,Molise,2019.0,10.0,1.0,0.0,0
Animazione per matrimonio,Molise,2019.0,11.0,1.0,0.0,0
Animazione per matrimonio,Molise,2019.0,12.0,0.0,0.0,0
Animazione per matrimonio,Molise,2020.0,1.0,3.0,0.0,0
Animazione per matrimonio,Molise,2020.0,2.0,1.0,0.0,0
Animazione per matrimonio,Molise,2020.0,3.0,0.0,0.0,0
Animazione per matrimonio,Molise,2020.0,4.0,0.0,0.0,0
Animazione per matrimonio,Molise,2020.0,5.0,0.0,0.0,0
Animazione per matrimonio,Piemonte,2018.0,1.0,5.0,0.0,0
Animazione per matrimonio,Piemonte,2018.0,2.0,5.0,0.0,0
Animazione per matrimonio,Piemonte,2018.0,3.0,11.0,0.0,0
Animazione per matrimonio,Piemonte,2018.0,4.0,17.0,0.0,0
Animazione per matrimonio,Piemonte,2018.0,5.0,12.0,0.0,0
Animazione per matrimonio,Piemonte,2018.0,6.0,9.0,0.0,0
Animazione per matrimonio,Piemonte,2018.0,7.0,10.0,0.0,0
Animazione per matrimonio,Piemonte,2018.0,8.0,9.0,0.0,0
Animazione per matrimonio,Piemonte,2018.0,9.0,7.0,0.0,0
Animazione per matrimonio,Piemonte,2018.0,10.0,6.0,0.0,0
Animazione per matrimonio,Piemonte,2018.0,11.0,5.0,0.0,0
Animazione per matrimonio,Piemonte,2018.0,12.0,4.0,0.0,0
Animazione per matrimonio,Piemonte,2019.0,1.0,9.0,0.0,0
Animazione per matrimonio,Piemonte,2019.0,2.0,12.0,0.0,0
Animazione per matrimonio,Piemonte,2019.0,3.0,6.0,0.0,0
Animazione per matrimonio,Piemonte,2019.0,4.0,4.0,0.0,0
Animazione per matrimonio,Piemonte,2019.0,5.0,3.0,0.0,0
Animazione per matrimonio,Piemonte,2019.0,6.0,0.0,0.0,0
Animazione per matrimonio,Piemonte,2019.0,7.0,7.0,0.0,0
Animazione per matrimonio,Piemonte,2019.0,8.0,2.0,0.0,0
Animazione per matrimonio,Piemonte,2019.0,9.0,9.0,0.0,0
Animazione per matrimonio,Piemonte,2019.0,10.0,8.0,0.0,0
Animazione per matrimonio,Piemonte,2019.0,11.0,3.0,0.0,0
Animazione per matrimonio,Piemonte,2019.0,12.0,1.0,0.0,0
Animazione per matrimonio,Piemonte,2020.0,1.0,4.0,0.0,0
Animazione per matrimonio,Piemonte,2020.0,2.0,4.0,0.0,0
Animazione per matrimonio,Piemonte,2020.0,3.0,1.0,0.0,0
Animazione per matrimonio,Piemonte,2020.0,4.0,1.0,0.0,0
Animazione per matrimonio,Piemonte,2020.0,5.0,0.0,0.0,0
Animazione per matrimonio,Puglia,2018.0,1.0,8.0,0.0,0
Animazione per matrimonio,Puglia,2018.0,2.0,5.0,0.0,0
Animazione per matrimonio,Puglia,2018.0,3.0,7.0,0.0,0
Animazione per matrimonio,Puglia,2018.0,4.0,4.0,0.0,0
Animazione per matrimonio,Puglia,2018.0,5.0,7.0,0.0,0
Animazione per matrimonio,Puglia,2018.0,6.0,9.0,0.0,0
Animazione per matrimonio,Puglia,2018.0,7.0,9.0,0.0,0
Animazione per matrimonio,Puglia,2018.0,8.0,10.0,0.0,0
Animazione per matrimonio,Puglia,2018.0,9.0,3.0,0.0,0
Animazione per matrimonio,Puglia,2018.0,10.0,10.0,0.0,0
Animazione per matrimonio,Puglia,2018.0,11.0,5.0,0.0,0
Animazione per matrimonio,Puglia,2018.0,12.0,3.0,0.0,0
Animazione per matrimonio,Puglia,2019.0,1.0,17.0,0.0,0
Animazione per matrimonio,Puglia,2019.0,2.0,16.0,0.0,0
Animazione per matrimonio,Puglia,2019.0,3.0,8.0,0.0,0
Animazione per matrimonio,Puglia,2019.0,4.0,14.0,0.0,0
Animazione per matrimonio,Puglia,2019.0,5.0,7.0,0.0,0
Animazione per matrimonio,Puglia,2019.0,6.0,6.0,0.0,0
Animazione per matrimonio,Puglia,2019.0,7.0,6.0,0.0,0
Animazione per matrimonio,Puglia,2019.0,8.0,5.0,0.0,0
Animazione per matrimonio,Puglia,2019.0,9.0,21.0,0.0,0
Animazione per matrimonio,Puglia,2019.0,10.0,8.0,0.0,0
Animazione per matrimonio,Puglia,2019.0,11.0,10.0,0.0,0
Animazione per matrimonio,Puglia,2019.0,12.0,4.0,0.0,0
Animazione per matrimonio,Puglia,2020.0,1.0,7.0,0.0,0
Animazione per matrimonio,Puglia,2020.0,2.0,8.0,0.0,0
Animazione per matrimonio,Puglia,2020.0,3.0,3.0,0.0,0
Animazione per matrimonio,Puglia,2020.0,4.0,3.0,0.0,0
Animazione per matrimonio,Puglia,2020.0,5.0,1.0,0.0,0
Animazione per matrimonio,Sardegna,2018.0,1.0,4.0,0.0,0
Animazione per matrimonio,Sardegna,2018.0,2.0,4.0,0.0,0
Animazione per matrimonio,Sardegna,2018.0,3.0,4.0,0.0,0
Animazione per matrimonio,Sardegna,2018.0,4.0,9.0,0.0,0
Animazione per matrimonio,Sardegna,2018.0,5.0,3.0,0.0,0
Animazione per matrimonio,Sardegna,2018.0,6.0,6.0,0.0,0
Animazione per matrimonio,Sardegna,2018.0,7.0,0.0,0.0,0
Animazione per matrimonio,Sardegna,2018.0,8.0,1.0,0.0,0
Animazione per matrimonio,Sardegna,2018.0,9.0,2.0,0.0,0
Animazione per matrimonio,Sardegna,2018.0,10.0,4.0,0.0,0
Animazione per matrimonio,Sardegna,2018.0,11.0,4.0,0.0,0
Animazione per matrimonio,Sardegna,2018.0,12.0,5.0,0.0,0
Animazione per matrimonio,Sardegna,2019.0,1.0,5.0,0.0,0
Animazione per matrimonio,Sardegna,2019.0,2.0,6.0,0.0,0
Animazione per matrimonio,Sardegna,2019.0,3.0,4.0,0.0,0
Animazione per matrimonio,Sardegna,2019.0,4.0,4.0,0.0,0
Animazione per matrimonio,Sardegna,2019.0,5.0,4.0,0.0,0
Animazione per matrimonio,Sardegna,2019.0,6.0,4.0,0.0,0
Animazione per matrimonio,Sardegna,2019.0,7.0,3.0,0.0,0
Animazione per matrimonio,Sardegna,2019.0,8.0,3.0,0.0,0
Animazione per matrimonio,Sardegna,2019.0,9.0,4.0,0.0,0
Animazione per matrimonio,Sardegna,2019.0,10.0,3.0,0.0,0
Animazione per matrimonio,Sardegna,2019.0,11.0,2.0,0.0,0
Animazione per matrimonio,Sardegna,2019.0,12.0,1.0,0.0,0
Animazione per matrimonio,Sardegna,2020.0,1.0,5.0,0.0,0
Animazione per matrimonio,Sardegna,2020.0,2.0,3.0,0.0,0
Animazione per matrimonio,Sardegna,2020.0,3.0,1.0,0.0,0
Animazione per matrimonio,Sardegna,2020.0,4.0,0.0,0.0,0
Animazione per matrimonio,Sardegna,2020.0,5.0,1.0,0.0,0
Animazione per matrimonio,Sicilia,2018.0,1.0,7.0,0.0,0
Animazione per matrimonio,Sicilia,2018.0,2.0,4.0,0.0,0
Animazione per matrimonio,Sicilia,2018.0,3.0,12.0,0.0,0
Animazione per matrimonio,Sicilia,2018.0,4.0,8.0,0.0,0
Animazione per matrimonio,Sicilia,2018.0,5.0,6.0,0.0,0
Animazione per matrimonio,Sicilia,2018.0,6.0,7.0,0.0,0
Animazione per matrimonio,Sicilia,2018.0,7.0,6.0,0.0,0
Animazione per matrimonio,Sicilia,2018.0,8.0,11.0,0.0,0
Animazione per matrimonio,Sicilia,2018.0,9.0,10.0,0.0,0
Animazione per matrimonio,Sicilia,2018.0,10.0,4.0,0.0,0
Animazione per matrimonio,Sicilia,2018.0,11.0,12.0,0.0,0
Animazione per matrimonio,Sicilia,2018.0,12.0,7.0,0.0,0
Animazione per matrimonio,Sicilia,2019.0,1.0,16.0,0.0,0
Animazione per matrimonio,Sicilia,2019.0,2.0,21.0,0.0,0
Animazione per matrimonio,Sicilia,2019.0,3.0,13.0,0.0,0
Animazione per matrimonio,Sicilia,2019.0,4.0,9.0,0.0,0
Animazione per matrimonio,Sicilia,2019.0,5.0,16.0,0.0,0
Animazione per matrimonio,Sicilia,2019.0,6.0,15.0,0.0,0
Animazione per matrimonio,Sicilia,2019.0,7.0,7.0,0.0,0
Animazione per matrimonio,Sicilia,2019.0,8.0,5.0,0.0,0
Animazione per matrimonio,Sicilia,2019.0,9.0,12.0,0.0,0
Animazione per matrimonio,Sicilia,2019.0,10.0,10.0,0.0,0
Animazione per matrimonio,Sicilia,2019.0,11.0,6.0,0.0,0
Animazione per matrimonio,Sicilia,2019.0,12.0,7.0,0.0,0
Animazione per matrimonio,Sicilia,2020.0,1.0,15.0,0.0,0
Animazione per matrimonio,Sicilia,2020.0,2.0,4.0,0.0,0
Animazione per matrimonio,Sicilia,2020.0,3.0,4.0,0.0,0
Animazione per matrimonio,Sicilia,2020.0,4.0,2.0,0.0,0
Animazione per matrimonio,Sicilia,2020.0,5.0,1.0,0.0,0
Animazione per matrimonio,Toscana,2018.0,1.0,7.0,0.0,0
Animazione per matrimonio,Toscana,2018.0,2.0,7.0,0.0,0
Animazione per matrimonio,Toscana,2018.0,3.0,11.0,0.0,0
Animazione per matrimonio,Toscana,2018.0,4.0,11.0,0.0,0
Animazione per matrimonio,Toscana,2018.0,5.0,11.0,0.0,0
Animazione per matrimonio,Toscana,2018.0,6.0,6.0,0.0,0
Animazione per matrimonio,Toscana,2018.0,7.0,4.0,0.0,0
Animazione per matrimonio,Toscana,2018.0,8.0,4.0,0.0,0
Animazione per matrimonio,Toscana,2018.0,9.0,5.0,0.0,0
Animazione per matrimonio,Toscana,2018.0,10.0,3.0,0.0,0
Animazione per matrimonio,Toscana,2018.0,11.0,0.0,0.0,0
Animazione per matrimonio,Toscana,2018.0,12.0,1.0,0.0,0
Animazione per matrimonio,Toscana,2019.0,1.0,11.0,0.0,0
Animazione per matrimonio,Toscana,2019.0,2.0,8.0,0.0,0
Animazione per matrimonio,Toscana,2019.0,3.0,1.0,0.0,0
Animazione per matrimonio,Toscana,2019.0,4.0,3.0,0.0,0
Animazione per matrimonio,Toscana,2019.0,5.0,0.0,0.0,0
Animazione per matrimonio,Toscana,2019.0,6.0,6.0,0.0,0
Animazione per matrimonio,Toscana,2019.0,7.0,5.0,0.0,0
Animazione per matrimonio,Toscana,2019.0,8.0,3.0,0.0,0
Animazione per matrimonio,Toscana,2019.0,9.0,5.0,0.0,0
Animazione per matrimonio,Toscana,2019.0,10.0,3.0,0.0,0
Animazione per matrimonio,Toscana,2019.0,11.0,4.0,0.0,0
Animazione per matrimonio,Toscana,2019.0,12.0,0.0,0.0,0
Animazione per matrimonio,Toscana,2020.0,1.0,7.0,0.0,0
Animazione per matrimonio,Toscana,2020.0,2.0,6.0,0.0,0
Animazione per matrimonio,Toscana,2020.0,3.0,0.0,0.0,0
Animazione per matrimonio,Toscana,2020.0,4.0,2.0,0.0,0
Animazione per matrimonio,Toscana,2020.0,5.0,0.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2018.0,1.0,1.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2018.0,2.0,3.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2018.0,3.0,1.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2018.0,4.0,0.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2018.0,5.0,4.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2018.0,6.0,0.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2018.0,7.0,0.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2018.0,8.0,4.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2018.0,9.0,0.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2018.0,10.0,1.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2018.0,11.0,2.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2018.0,12.0,0.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2019.0,1.0,5.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2019.0,2.0,3.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2019.0,3.0,3.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2019.0,4.0,1.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2019.0,5.0,2.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2019.0,6.0,1.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2019.0,7.0,0.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2019.0,8.0,0.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2019.0,9.0,1.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2019.0,10.0,0.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2019.0,11.0,2.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2019.0,12.0,0.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2020.0,1.0,1.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2020.0,2.0,1.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2020.0,3.0,0.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2020.0,4.0,1.0,0.0,0
Animazione per matrimonio,Trentino-Alto Adige,2020.0,5.0,0.0,0.0,0
Animazione per matrimonio,Umbria,2018.0,1.0,1.0,0.0,0
Animazione per matrimonio,Umbria,2018.0,2.0,1.0,0.0,0
Animazione per matrimonio,Umbria,2018.0,3.0,3.0,0.0,0
Animazione per matrimonio,Umbria,2018.0,4.0,1.0,0.0,0
Animazione per matrimonio,Umbria,2018.0,5.0,5.0,0.0,0
Animazione per matrimonio,Umbria,2018.0,6.0,2.0,0.0,0
Animazione per matrimonio,Umbria,2018.0,7.0,2.0,0.0,0
Animazione per matrimonio,Umbria,2018.0,8.0,1.0,0.0,0
Animazione per matrimonio,Umbria,2018.0,9.0,0.0,0.0,0
Animazione per matrimonio,Umbria,2018.0,10.0,2.0,0.0,0
Animazione per matrimonio,Umbria,2018.0,11.0,1.0,0.0,0
Animazione per matrimonio,Umbria,2018.0,12.0,2.0,0.0,0
Animazione per matrimonio,Umbria,2019.0,1.0,4.0,0.0,0
Animazione per matrimonio,Umbria,2019.0,2.0,2.0,0.0,0
Animazione per matrimonio,Umbria,2019.0,3.0,1.0,0.0,0
Animazione per matrimonio,Umbria,2019.0,4.0,1.0,0.0,0
Animazione per matrimonio,Umbria,2019.0,5.0,1.0,0.0,0
Animazione per matrimonio,Umbria,2019.0,6.0,2.0,0.0,0
Animazione per matrimonio,Umbria,2019.0,7.0,2.0,0.0,0
Animazione per matrimonio,Umbria,2019.0,8.0,1.0,0.0,0
Animazione per matrimonio,Umbria,2019.0,9.0,1.0,0.0,0
Animazione per matrimonio,Umbria,2019.0,10.0,1.0,0.0,0
Animazione per matrimonio,Umbria,2019.0,11.0,3.0,0.0,0
Animazione per matrimonio,Umbria,2019.0,12.0,1.0,0.0,0
Animazione per matrimonio,Umbria,2020.0,1.0,1.0,0.0,0
Animazione per matrimonio,Umbria,2020.0,2.0,1.0,0.0,0
Animazione per matrimonio,Umbria,2020.0,3.0,1.0,0.0,0
Animazione per matrimonio,Umbria,2020.0,4.0,0.0,0.0,0
Animazione per matrimonio,Umbria,2020.0,5.0,0.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2018.0,1.0,0.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2018.0,2.0,0.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2018.0,3.0,2.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2018.0,4.0,0.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2018.0,5.0,0.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2018.0,6.0,0.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2018.0,7.0,0.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2018.0,8.0,0.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2018.0,9.0,1.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2018.0,10.0,0.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2018.0,11.0,0.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2018.0,12.0,0.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2019.0,1.0,0.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2019.0,2.0,2.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2019.0,3.0,0.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2019.0,4.0,1.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2019.0,5.0,0.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2019.0,6.0,0.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2019.0,7.0,1.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2019.0,8.0,0.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2019.0,9.0,0.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2019.0,10.0,1.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2019.0,11.0,1.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2019.0,12.0,0.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2020.0,1.0,0.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2020.0,2.0,0.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2020.0,3.0,0.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2020.0,4.0,0.0,0.0,0
Animazione per matrimonio,Valle d'Aosta,2020.0,5.0,0.0,0.0,0
Animazione per matrimonio,Veneto,2018.0,1.0,3.0,0.0,0
Animazione per matrimonio,Veneto,2018.0,2.0,4.0,0.0,0
Animazione per matrimonio,Veneto,2018.0,3.0,17.0,0.0,0
Animazione per matrimonio,Veneto,2018.0,4.0,3.0,0.0,0
Animazione per matrimonio,Veneto,2018.0,5.0,11.0,0.0,0
Animazione per matrimonio,Veneto,2018.0,6.0,7.0,0.0,0
Animazione per matrimonio,Veneto,2018.0,7.0,9.0,0.0,0
Animazione per matrimonio,Veneto,2018.0,8.0,18.0,0.0,0
Animazione per matrimonio,Veneto,2018.0,9.0,13.0,0.0,0
Animazione per matrimonio,Veneto,2018.0,10.0,1.0,0.0,0
Animazione per matrimonio,Veneto,2018.0,11.0,3.0,0.0,0
Animazione per matrimonio,Veneto,2018.0,12.0,6.0,0.0,0
Animazione per matrimonio,Veneto,2019.0,1.0,16.0,0.0,0
Animazione per matrimonio,Veneto,2019.0,2.0,8.0,0.0,0
Animazione per matrimonio,Veneto,2019.0,3.0,13.0,0.0,0
Animazione per matrimonio,Veneto,2019.0,4.0,6.0,0.0,0
Animazione per matrimonio,Veneto,2019.0,5.0,8.0,0.0,0
Animazione per matrimonio,Veneto,2019.0,6.0,4.0,0.0,0
Animazione per matrimonio,Veneto,2019.0,7.0,7.0,0.0,0
Animazione per matrimonio,Veneto,2019.0,8.0,8.0,0.0,0
Animazione per matrimonio,Veneto,2019.0,9.0,2.0,0.0,0
Animazione per matrimonio,Veneto,2019.0,10.0,6.0,0.0,0
Animazione per matrimonio,Veneto,2019.0,11.0,4.0,0.0,0
Animazione per matrimonio,Veneto,2019.0,12.0,5.0,0.0,0
Animazione per matrimonio,Veneto,2020.0,1.0,8.0,0.0,0
Animazione per matrimonio,Veneto,2020.0,2.0,4.0,0.0,0
Animazione per matrimonio,Veneto,2020.0,3.0,3.0,0.0,0
Animazione per matrimonio,Veneto,2020.0,4.0,3.0,0.0,0
Animazione per matrimonio,Veneto,2020.0,5.0,0.0,0.0,0
Catering matrimoni,Abruzzo,2018.0,1.0,2.0,0.0,0
Catering matrimoni,Abruzzo,2018.0,2.0,0.0,0.0,0
Catering matrimoni,Abruzzo,2018.0,3.0,2.0,0.0,0
Catering matrimoni,Abruzzo,2018.0,4.0,1.0,0.0,0
Catering matrimoni,Abruzzo,2018.0,5.0,0.0,0.0,0
Catering matrimoni,Abruzzo,2018.0,6.0,1.0,0.0,0
Catering matrimoni,Abruzzo,2018.0,7.0,1.0,0.0,0
Catering matrimoni,Abruzzo,2018.0,8.0,2.0,0.0,0
Catering matrimoni,Abruzzo,2018.0,9.0,2.0,0.0,0
Catering matrimoni,Abruzzo,2018.0,10.0,1.0,0.0,0
Catering matrimoni,Abruzzo,2018.0,11.0,2.0,0.0,0
Catering matrimoni,Abruzzo,2018.0,12.0,2.0,0.0,0
Catering matrimoni,Abruzzo,2019.0,1.0,1.0,0.03,0
Catering matrimoni,Abruzzo,2019.0,2.0,3.0,0.0,0
Catering matrimoni,Abruzzo,2019.0,3.0,8.0,0.25,0
Catering matrimoni,Abruzzo,2019.0,4.0,4.0,0.0,0
Catering matrimoni,Abruzzo,2019.0,5.0,1.0,0.0,0
Catering matrimoni,Abruzzo,2019.0,6.0,0.0,0.0,0
Catering matrimoni,Abruzzo,2019.0,7.0,4.0,0.0,0
Catering matrimoni,Abruzzo,2019.0,8.0,3.0,0.0,0
Catering matrimoni,Abruzzo,2019.0,9.0,2.0,0.06,0
Catering matrimoni,Abruzzo,2019.0,10.0,7.0,0.0,0
Catering matrimoni,Abruzzo,2019.0,11.0,1.0,0.0,0
Catering matrimoni,Abruzzo,2019.0,12.0,0.0,0.0,0
Catering matrimoni,Abruzzo,2020.0,1.0,2.0,0.06,0
Catering matrimoni,Abruzzo,2020.0,2.0,1.0,0.0,0
Catering matrimoni,Abruzzo,2020.0,3.0,0.0,0.0,0
Catering matrimoni,Abruzzo,2020.0,4.0,1.0,0.0,0
Catering matrimoni,Abruzzo,2020.0,5.0,1.0,0.0,0
Catering matrimoni,Basilicata,2018.0,1.0,1.0,0.0,0
Catering matrimoni,Basilicata,2018.0,2.0,0.0,0.0,0
Catering matrimoni,Basilicata,2018.0,3.0,0.0,0.0,0
Catering matrimoni,Basilicata,2018.0,4.0,0.0,0.0,0
Catering matrimoni,Basilicata,2018.0,5.0,0.0,0.0,0
Catering matrimoni,Basilicata,2018.0,6.0,1.0,0.0,0
Catering matrimoni,Basilicata,2018.0,7.0,0.0,0.0,0
Catering matrimoni,Basilicata,2018.0,8.0,0.0,0.0,0
Catering matrimoni,Basilicata,2018.0,9.0,0.0,0.0,0
Catering matrimoni,Basilicata,2018.0,10.0,0.0,0.0,0
Catering matrimoni,Basilicata,2018.0,11.0,2.0,0.0,0
Catering matrimoni,Basilicata,2018.0,12.0,1.0,0.0,0
Catering matrimoni,Basilicata,2019.0,1.0,0.0,0.0,0
Catering matrimoni,Basilicata,2019.0,2.0,1.0,0.0,0
Catering matrimoni,Basilicata,2019.0,3.0,1.0,0.03,0
Catering matrimoni,Basilicata,2019.0,4.0,0.0,0.0,0
Catering matrimoni,Basilicata,2019.0,5.0,1.0,0.0,0
Catering matrimoni,Basilicata,2019.0,6.0,0.0,0.0,0
Catering matrimoni,Basilicata,2019.0,7.0,1.0,0.0,0
Catering matrimoni,Basilicata,2019.0,8.0,1.0,0.0,0
Catering matrimoni,Basilicata,2019.0,9.0,0.0,0.0,0
Catering matrimoni,Basilicata,2019.0,10.0,0.0,0.0,0
Catering matrimoni,Basilicata,2019.0,11.0,0.0,0.0,0
Catering matrimoni,Basilicata,2019.0,12.0,1.0,0.0,0
Catering matrimoni,Basilicata,2020.0,1.0,0.0,0.0,0
Catering matrimoni,Basilicata,2020.0,2.0,0.0,0.0,0
Catering matrimoni,Basilicata,2020.0,3.0,0.0,0.0,0
Catering matrimoni,Basilicata,2020.0,4.0,0.0,0.0,0
Catering matrimoni,Basilicata,2020.0,5.0,0.0,0.0,0
Catering matrimoni,Calabria,2018.0,1.0,1.0,0.0,0
Catering matrimoni,Calabria,2018.0,2.0,1.0,0.0,0
Catering matrimoni,Calabria,2018.0,3.0,0.0,0.0,0
Catering matrimoni,Calabria,2018.0,4.0,1.0,0.0,0
Catering matrimoni,Calabria,2018.0,5.0,1.0,0.0,0
Catering matrimoni,Calabria,2018.0,6.0,3.0,0.0,0
Catering matrimoni,Calabria,2018.0,7.0,0.0,0.0,0
Catering matrimoni,Calabria,2018.0,8.0,1.0,0.0,0
Catering matrimoni,Calabria,2018.0,9.0,3.0,0.0,0
Catering matrimoni,Calabria,2018.0,10.0,2.0,0.0,0
Catering matrimoni,Calabria,2018.0,11.0,2.0,0.0,0
Catering matrimoni,Calabria,2018.0,12.0,1.0,0.0,0
Catering matrimoni,Calabria,2019.0,1.0,0.0,0.0,0
Catering matrimoni,Calabria,2019.0,2.0,0.0,0.0,0
Catering matrimoni,Calabria,2019.0,3.0,1.0,0.03,0
Catering matrimoni,Calabria,2019.0,4.0,3.0,0.0,0
Catering matrimoni,Calabria,2019.0,5.0,2.0,0.0,0
Catering matrimoni,Calabria,2019.0,6.0,6.0,0.18,0
Catering matrimoni,Calabria,2019.0,7.0,4.0,0.0,0
Catering matrimoni,Calabria,2019.0,8.0,5.0,0.0,0
Catering matrimoni,Calabria,2019.0,9.0,0.0,0.0,0
Catering matrimoni,Calabria,2019.0,10.0,1.0,0.0,0
Catering matrimoni,Calabria,2019.0,11.0,1.0,0.0,0
Catering matrimoni,Calabria,2019.0,12.0,1.0,0.0,0
Catering matrimoni,Calabria,2020.0,1.0,0.0,0.0,0
Catering matrimoni,Calabria,2020.0,2.0,4.0,0.0,0
Catering matrimoni,Calabria,2020.0,3.0,2.0,0.0,0
Catering matrimoni,Calabria,2020.0,4.0,0.0,0.0,0
Catering matrimoni,Calabria,2020.0,5.0,0.0,0.0,0
Catering matrimoni,Campania,2018.0,1.0,2.0,0.0,0
Catering matrimoni,Campania,2018.0,2.0,4.0,0.0,0
Catering matrimoni,Campania,2018.0,3.0,2.0,0.0,0
Catering matrimoni,Campania,2018.0,4.0,0.0,0.0,0
Catering matrimoni,Campania,2018.0,5.0,4.0,0.0,0
Catering matrimoni,Campania,2018.0,6.0,5.0,0.0,0
Catering matrimoni,Campania,2018.0,7.0,2.0,0.0,0
Catering matrimoni,Campania,2018.0,8.0,4.0,0.0,0
Catering matrimoni,Campania,2018.0,9.0,1.0,0.0,0
Catering matrimoni,Campania,2018.0,10.0,1.0,0.0,0
Catering matrimoni,Campania,2018.0,11.0,2.0,0.0,0
Catering matrimoni,Campania,2018.0,12.0,3.0,0.0,0
Catering matrimoni,Campania,2019.0,1.0,10.0,0.26,0
Catering matrimoni,Campania,2019.0,2.0,4.0,0.0,0
Catering matrimoni,Campania,2019.0,3.0,16.0,0.5,0
Catering matrimoni,Campania,2019.0,4.0,22.0,0.0,0
Catering matrimoni,Campania,2019.0,5.0,17.0,0.0,0
Catering matrimoni,Campania,2019.0,6.0,10.0,0.3,0
Catering matrimoni,Campania,2019.0,7.0,13.0,0.0,0
Catering matrimoni,Campania,2019.0,8.0,3.0,0.0,0
Catering matrimoni,Campania,2019.0,9.0,14.0,0.45,0
Catering matrimoni,Campania,2019.0,10.0,12.0,0.0,0
Catering matrimoni,Campania,2019.0,11.0,7.0,0.0,0
Catering matrimoni,Campania,2019.0,12.0,4.0,0.0,0
Catering matrimoni,Campania,2020.0,1.0,9.0,0.28,0
Catering matrimoni,Campania,2020.0,2.0,6.0,0.0,0
Catering matrimoni,Campania,2020.0,3.0,4.0,0.0,0
Catering matrimoni,Campania,2020.0,4.0,4.0,0.0,0
Catering matrimoni,Campania,2020.0,5.0,0.0,0.0,0
Catering matrimoni,Emilia-Romagna,2018.0,1.0,6.0,0.0,0
Catering matrimoni,Emilia-Romagna,2018.0,2.0,3.0,0.0,0
Catering matrimoni,Emilia-Romagna,2018.0,3.0,3.0,0.0,0
Catering matrimoni,Emilia-Romagna,2018.0,4.0,4.0,0.0,0
