Year,ticket_geo_region_name,Type,sub_type,Percentage
2018,Abruzzo,Spend,standard,0.714953271
2018,Abruzzo,Tags,ristorante matrimonio,0.39
2018,Abruzzo,Ceremony Type,Simbolico,NA
2018,Abruzzo,Reception Location,matrimonio villa,0.72
2018,Abruzzo,Food,menu pesce matrimonio,0.0
2018,Abruzzo,Wedding Style,matrimonio tradizionale,0.0
2018,Aosta,Tags,ristorante matrimonio,0.93
2018,Aosta,Reception Location,matrimonio villa,0.0
2018,Aosta,Food,menu pesce matrimonio,0.0
2018,Aosta,Wedding Style,matrimonio tradizionale,0.0
2018,Apulia,Tags,ristorante matrimonio,0.34
2018,Apulia,Reception Location,matrimonio villa,0.54
2018,Apulia,Food,menu pesce matrimonio,0.0
2018,Apulia,Wedding Style,matrimonio tradizionale,0.5
2018,Basilicata,Spend,standard,NA
2018,Basilicata,Tags,ristorante matrimonio,0.61
2018,Basilicata,Ceremony Type,Simbolico,NA
2018,Basilicata,Reception Location,matrimonio villa,0.0
2018,Basilicata,Food,menu pesce matrimonio,0.0
2018,Basilicata,Wedding Style,matrimonio tradizionale,0.0
2018,Calabria,Spend,standard,0.7155172414000001
2018,Calabria,Tags,ristorante matrimonio,0.34
2018,Calabria,Ceremony Type,Simbolico,NA
2018,Calabria,Reception Location,matrimonio villa,0.71
2018,Calabria,Food,menu pesce matrimonio,0.0
2018,Calabria,Wedding Style,matrimonio tradizionale,1.0
2018,Campania,Spend,standard,0.7112462006
2018,Campania,Tags,ristorante matrimonio,0.43
2018,Campania,Ceremony Type,Simbolico,71.26%
2018,Campania,Reception Location,matrimonio villa,0.63
2018,Campania,Food,menu pesce matrimonio,0.0
2018,Campania,Wedding Style,matrimonio tradizionale,0.61
2018,Emilia-Romagna,Spend,standard,0.8092031425
2018,Emilia-Romagna,Tags,ristorante matrimonio,0.16
2018,Emilia-Romagna,Ceremony Type,Simbolico,54.84%
2018,Emilia-Romagna,Reception Location,matrimonio villa,0.5
2018,Emilia-Romagna,Food,menu pesce matrimonio,0.0
2018,Emilia-Romagna,Wedding Style,matrimonio tradizionale,0.58
2018,Friuli Venezia Giulia,Spend,standard,0.7568807339
2018,Friuli Venezia Giulia,Ceremony Type,Simbolico,NA
2018,Friuli-Venezia Giulia,Tags,ristorante matrimonio,0.25
2018,Friuli-Venezia Giulia,Reception Location,matrimonio villa,0.5
2018,Friuli-Venezia Giulia,Food,menu pesce matrimonio,0.0
2018,Friuli-Venezia Giulia,Wedding Style,matrimonio tradizionale,0.0
2018,Italia,Spend,standard,0.7834724717
2018,Italia,Ceremony Type,Simbolico,47.64%
2018,Italy,Tags,ristorante matrimonio,0.24
2018,Italy,Reception Location,matrimonio villa,0.52
2018,Italy,Food,menu pesce matrimonio,1.0
2018,Italy,Wedding Style,matrimonio tradizionale,0.35
2018,Lazio,Spend,standard,0.8066595059
2018,Lazio,Tags,ristorante matrimonio,0.38
2018,Lazio,Ceremony Type,Simbolico,6.02%
2018,Lazio,Reception Location,matrimonio villa,0.5
2018,Lazio,Food,menu pesce matrimonio,0.0
2018,Lazio,Wedding Style,matrimonio tradizionale,0.46
2018,Liguria,Spend,standard,0.8237179487
2018,Liguria,Tags,ristorante matrimonio,0.22
2018,Liguria,Ceremony Type,Simbolico,NA
2018,Liguria,Reception Location,matrimonio villa,0.66
2018,Liguria,Food,menu pesce matrimonio,0.0
2018,Liguria,Wedding Style,matrimonio tradizionale,0.0
2018,Lombardia,Spend,standard,0.7990837695999999
2018,Lombardia,Ceremony Type,Simbolico,50.19%
2018,Lombardy,Tags,ristorante matrimonio,0.18
2018,Lombardy,Reception Location,matrimonio villa,0.46
2018,Lombardy,Food,menu pesce matrimonio,0.0
2018,Lombardy,Wedding Style,matrimonio tradizionale,0.41
2018,Marche,Spend,standard,0.7557603687000001
2018,Marche,Tags,ristorante matrimonio,0.32
2018,Marche,Ceremony Type,Simbolico,NA
2018,Marche,Reception Location,matrimonio villa,0.84
2018,Marche,Food,menu pesce matrimonio,0.0
2018,Marche,Wedding Style,matrimonio tradizionale,0.0
2018,Molise,Spend,standard,NA
2018,Molise,Tags,ristorante matrimonio,0.56
2018,Molise,Ceremony Type,Simbolico,NA
2018,Molise,Reception Location,matrimonio villa,0.0
2018,Molise,Food,menu pesce matrimonio,0.0
2018,Molise,Wedding Style,matrimonio tradizionale,0.0
2018,Piedmont,Tags,ristorante matrimonio,0.21
2018,Piedmont,Reception Location,matrimonio villa,0.36
2018,Piedmont,Food,menu pesce matrimonio,0.0
2018,Piedmont,Wedding Style,matrimonio tradizionale,1.0
2018,Piemonte,Spend,standard,0.8268015170999999
2018,Piemonte,Ceremony Type,Simbolico,61.98%
2018,Puglia,Spend,standard,0.7403433476000001
2018,Puglia,Ceremony Type,Simbolico,7.00%
2018,Sardegna,Spend,standard,0.7785714286
2018,Sardegna,Ceremony Type,Simbolico,NA
2018,Sardinia,Tags,ristorante matrimonio,0.4
2018,Sardinia,Reception Location,matrimonio villa,1.0
2018,Sardinia,Food,menu pesce matrimonio,0.0
2018,Sardinia,Wedding Style,matrimonio tradizionale,0.0
2018,Sicilia,Spend,standard,0.7271448664
2018,Sicilia,Ceremony Type,Simbolico,57.72%
2018,Sicily,Tags,ristorante matrimonio,0.49
2018,Sicily,Reception Location,matrimonio villa,0.66
2018,Sicily,Food,menu pesce matrimonio,0.0
2018,Sicily,Wedding Style,matrimonio tradizionale,0.61
2018,Toscana,Spend,standard,0.7890625
2018,Toscana,Ceremony Type,Simbolico,60.20%
2018,Trentino-Alto Adige,Spend,standard,0.8083333333
2018,Trentino-Alto Adige,Ceremony Type,Simbolico,NA
2018,Trentino-Alto Adige/South Tyrol,Tags,ristorante matrimonio,0.3
2018,Trentino-Alto Adige/South Tyrol,Reception Location,matrimonio villa,1.0
2018,Trentino-Alto Adige/South Tyrol,Food,menu pesce matrimonio,0.0
2018,Trentino-Alto Adige/South Tyrol,Wedding Style,matrimonio tradizionale,0.0
2018,Tuscany,Tags,ristorante matrimonio,0.25
2018,Tuscany,Reception Location,matrimonio villa,0.58
2018,Tuscany,Food,menu pesce matrimonio,0.0
2018,Tuscany,Wedding Style,matrimonio tradizionale,1.0
2018,Umbria,Spend,standard,0.8109756098
2018,Umbria,Tags,ristorante matrimonio,0.39
2018,Umbria,Ceremony Type,Simbolico,NA
2018,Umbria,Reception Location,matrimonio villa,1.0
2018,Umbria,Food,menu pesce matrimonio,0.0
2018,Umbria,Wedding Style,matrimonio tradizionale,0.0
2018,Valle d'Aosta,Spend,standard,NA
2018,Valle d'Aosta,Ceremony Type,Simbolico,NA
2018,Veneto,Spend,standard,0.8137931034
2018,Veneto,Tags,ristorante matrimonio,0.16
2018,Veneto,Ceremony Type,Simbolico,61.02%
2018,Veneto,Reception Location,matrimonio villa,0.57
2018,Veneto,Food,menu pesce matrimonio,0.0
2018,Veneto,Wedding Style,matrimonio tradizionale,0.55
2019,Abruzzo,Spend,standard,0.7864321608
2019,Abruzzo,Tags,ristorante matrimonio,0.39
2019,Abruzzo,Ceremony Type,Simbolico,63.49%
2019,Abruzzo,Reception Location,matrimonio villa,0.6
2019,Abruzzo,Food,menu pesce matrimonio,0.0
2019,Abruzzo,Wedding Style,matrimonio tradizionale,0.0
2019,Aosta,Tags,ristorante matrimonio,0.65
2019,Aosta,Reception Location,matrimonio villa,0.0
2019,Aosta,Food,menu pesce matrimonio,0.0
2019,Aosta,Wedding Style,matrimonio tradizionale,0.0
2019,Apulia,Tags,ristorante matrimonio,0.32
2019,Apulia,Reception Location,matrimonio villa,0.5
2019,Apulia,Food,menu pesce matrimonio,0.0
2019,Apulia,Wedding Style,matrimonio tradizionale,0.73
2019,Basilicata,Spend,standard,NA
2019,Basilicata,Tags,ristorante matrimonio,0.5
2019,Basilicata,Ceremony Type,Simbolico,NA
2019,Basilicata,Reception Location,matrimonio villa,0.0
2019,Basilicata,Food,menu pesce matrimonio,0.0
2019,Basilicata,Wedding Style,matrimonio tradizionale,0.0
2019,Calabria,Spend,standard,0.8088888889
2019,Calabria,Tags,ristorante matrimonio,0.34
2019,Calabria,Ceremony Type,Simbolico,56.38%
2019,Calabria,Reception Location,matrimonio villa,0.6
2019,Calabria,Food,menu pesce matrimonio,0.0
2019,Calabria,Wedding Style,matrimonio tradizionale,1.0
2019,Campania,Spend,standard,0.7815442561
2019,Campania,Tags,ristorante matrimonio,0.43
2019,Campania,Ceremony Type,Simbolico,68.04%
2019,Campania,Reception Location,matrimonio villa,0.58
2019,Campania,Food,menu pesce matrimonio,0.0
2019,Campania,Wedding Style,matrimonio tradizionale,0.64
2019,Emilia-Romagna,Spend,standard,0.8584633159999999
2019,Emilia-Romagna,Tags,ristorante matrimonio,0.17
2019,Emilia-Romagna,Ceremony Type,Simbolico,72.64%
2019,Emilia-Romagna,Reception Location,matrimonio villa,0.52
2019,Emilia-Romagna,Food,menu pesce matrimonio,0.0
2019,Emilia-Romagna,Wedding Style,matrimonio tradizionale,0.5
2019,Friuli Venezia Giulia,Spend,standard,0.8699421965
2019,Friuli Venezia Giulia,Ceremony Type,Simbolico,75.68%
2019,Friuli-Venezia Giulia,Tags,ristorante matrimonio,0.24
2019,Friuli-Venezia Giulia,Reception Location,matrimonio villa,0.5
2019,Friuli-Venezia Giulia,Food,menu pesce matrimonio,0.0
2019,Friuli-Venezia Giulia,Wedding Style,matrimonio tradizionale,0.0
2019,Italia,Spend,standard,0.8327460912000001
2019,Italia,Ceremony Type,Simbolico,61.12%
2019,Italy,Tags,ristorante matrimonio,0.24
2019,Italy,Reception Location,matrimonio villa,0.52
2019,Italy,Food,menu pesce matrimonio,1.0
2019,Italy,Wedding Style,matrimonio tradizionale,0.36
2019,Lazio,Spend,standard,0.8189300412
2019,Lazio,Tags,ristorante matrimonio,0.38
2019,Lazio,Ceremony Type,Simbolico,62.50%
2019,Lazio,Reception Location,matrimonio villa,0.54
2019,Lazio,Food,menu pesce matrimonio,0.0
2019,Lazio,Wedding Style,matrimonio tradizionale,0.5
2019,Liguria,Spend,standard,0.8447293446999999
2019,Liguria,Tags,ristorante matrimonio,0.23
2019,Liguria,Ceremony Type,Simbolico,75.37%
2019,Liguria,Reception Location,matrimonio villa,0.68
2019,Liguria,Food,menu pesce matrimonio,0.0
2019,Liguria,Wedding Style,matrimonio tradizionale,0.0
2019,Lombardia,Spend,standard,0.8498632011
2019,Lombardia,Ceremony Type,Simbolico,69.13%
2019,Lombardy,Tags,ristorante matrimonio,0.19
2019,Lombardy,Reception Location,matrimonio villa,0.46
2019,Lombardy,Food,menu pesce matrimonio,0.0
2019,Lombardy,Wedding Style,matrimonio tradizionale,0.35
2019,Marche,Spend,standard,0.8483412322
2019,Marche,Tags,ristorante matrimonio,0.31
2019,Marche,Ceremony Type,Simbolico,71.05%
2019,Marche,Reception Location,matrimonio villa,0.82
2019,Marche,Food,menu pesce matrimonio,0.0
2019,Marche,Wedding Style,matrimonio tradizionale,0.0
2019,Molise,Spend,standard,NA
2019,Molise,Tags,ristorante matrimonio,0.58
2019,Molise,Ceremony Type,Simbolico,NA
2019,Molise,Reception Location,matrimonio villa,0.0
2019,Molise,Food,menu pesce matrimonio,0.0
2019,Molise,Wedding Style,matrimonio tradizionale,0.0
2019,Piedmont,Tags,ristorante matrimonio,0.22
2019,Piedmont,Reception Location,matrimonio villa,0.36
2019,Piedmont,Food,menu pesce matrimonio,0.0
2019,Piedmont,Wedding Style,matrimonio tradizionale,1.0
2019,Piemonte,Spend,standard,0.8634393064
2019,Piemonte,Ceremony Type,Simbolico,65.07%
2019,Puglia,Spend,standard,0.818799547
2019,Puglia,Ceremony Type,Simbolico,55.05%
2019,Sardegna,Spend,standard,0.8281690141
2019,Sardegna,Ceremony Type,Simbolico,49.58%
2019,Sardinia,Tags,ristorante matrimonio,0.4
2019,Sardinia,Reception Location,matrimonio villa,1.0
2019,Sardinia,Food,menu pesce matrimonio,0.0
2019,Sardinia,Wedding Style,matrimonio tradizionale,0.0
2019,Sicilia,Spend,standard,0.8124191462
2019,Sicilia,Ceremony Type,Simbolico,51.84%
2019,Sicily,Tags,ristorante matrimonio,0.44
2019,Sicily,Reception Location,matrimonio villa,0.63
2019,Sicily,Food,menu pesce matrimonio,0.0
2019,Sicily,Wedding Style,matrimonio tradizionale,0.67
2019,Toscana,Spend,standard,0.8407884761
2019,Toscana,Ceremony Type,Simbolico,65.90%
2019,Trentino-Alto Adige,Spend,standard,0.8705035970999999
2019,Trentino-Alto Adige,Ceremony Type,Simbolico,NA
2019,Trentino-Alto Adige/South Tyrol,Tags,ristorante matrimonio,0.38
2019,Trentino-Alto Adige/South Tyrol,Reception Location,matrimonio villa,1.0
2019,Trentino-Alto Adige/South Tyrol,Food,menu pesce matrimonio,0.0
2019,Trentino-Alto Adige/South Tyrol,Wedding Style,matrimonio tradizionale,0.0
2019,Tuscany,Tags,ristorante matrimonio,0.24
2019,Tuscany,Reception Location,matrimonio villa,0.61
2019,Tuscany,Food,menu pesce matrimonio,0.0
2019,Tuscany,Wedding Style,matrimonio tradizionale,1.0
2019,Umbria,Spend,standard,0.8284671533
2019,Umbria,Tags,ristorante matrimonio,0.36
2019,Umbria,Ceremony Type,Simbolico,NA
2019,Umbria,Reception Location,matrimonio villa,1.0
2019,Umbria,Food,menu pesce matrimonio,0.0
2019,Umbria,Wedding Style,matrimonio tradizionale,0.0
2019,Valle d'Aosta,Spend,standard,NA
2019,Valle d'Aosta,Ceremony Type,Simbolico,NA
2019,Veneto,Spend,standard,0.8305454545000001
2019,Veneto,Tags,ristorante matrimonio,0.17
2019,Veneto,Ceremony Type,Simbolico,66.88%
2019,Veneto,Reception Location,matrimonio villa,0.55
2019,Veneto,Food,menu pesce matrimonio,0.0
2019,Veneto,Wedding Style,matrimonio tradizionale,0.74
2020,Abruzzo,Spend,standard,NA
2020,Abruzzo,Tags,ristorante matrimonio,0.27
2020,Abruzzo,Ceremony Type,Simbolico,NA
2020,Abruzzo,Reception Location,matrimonio villa,0.84
2020,Abruzzo,Food,menu pesce matrimonio,0.0
2020,Abruzzo,Wedding Style,matrimonio tradizionale,0.0
2020,Aosta,Tags,ristorante matrimonio,1.0
2020,Aosta,Reception Location,matrimonio villa,0.0
2020,Aosta,Food,menu pesce matrimonio,0.0
