Year,ticket_geo_region_name,Loc_type,Distribution
2018,Abruzzo,matrimonio ristorante,0.0
2018,Abruzzo,matrimonio cascina,0.0
2018,Abruzzo,matrimonio borgo,0.0
2018,Abruzzo,matrimonio villa,0.72
2018,Abruzzo,matrimonio castello,0.28
2018,Aosta,matrimonio ristorante,0.0
2018,Aosta,matrimonio cascina,0.0
2018,Aosta,matrimonio borgo,0.0
2018,Aosta,matrimonio villa,0.0
2018,Aosta,matrimonio castello,0.0
2018,Apulia,matrimonio ristorante,0.2
2018,Apulia,matrimonio cascina,0.0
2018,Apulia,matrimonio borgo,0.0
2018,Apulia,matrimonio villa,0.54
2018,Apulia,matrimonio castello,0.26
2018,Basilicata,matrimonio ristorante,0.0
2018,Basilicata,matrimonio cascina,0.0
2018,Basilicata,matrimonio borgo,0.0
2018,Basilicata,matrimonio villa,0.0
2018,Basilicata,matrimonio castello,0.0
2018,Calabria,matrimonio ristorante,0.0
2018,Calabria,matrimonio cascina,0.0
2018,Calabria,matrimonio borgo,0.0
2018,Calabria,matrimonio villa,0.71
2018,Calabria,matrimonio castello,0.29
2018,Campania,matrimonio ristorante,0.21
2018,Campania,matrimonio cascina,0.0
2018,Campania,matrimonio borgo,0.0
2018,Campania,matrimonio villa,0.63
2018,Campania,matrimonio castello,0.16
2018,Emilia-Romagna,matrimonio ristorante,0.3
2018,Emilia-Romagna,matrimonio cascina,0.0
2018,Emilia-Romagna,matrimonio borgo,0.0
2018,Emilia-Romagna,matrimonio villa,0.5
2018,Emilia-Romagna,matrimonio castello,0.21
2018,Friuli-Venezia Giulia,matrimonio ristorante,0.0
2018,Friuli-Venezia Giulia,matrimonio cascina,0.0
2018,Friuli-Venezia Giulia,matrimonio borgo,0.0
2018,Friuli-Venezia Giulia,matrimonio villa,0.5
2018,Friuli-Venezia Giulia,matrimonio castello,0.5
2018,Italy,matrimonio ristorante,0.21
2018,Italy,matrimonio cascina,0.04
2018,Italy,matrimonio borgo,0.05
2018,Italy,matrimonio villa,0.52
2018,Italy,matrimonio castello,0.19
2018,Lazio,matrimonio ristorante,0.22
2018,Lazio,matrimonio cascina,0.0
2018,Lazio,matrimonio borgo,0.09
2018,Lazio,matrimonio villa,0.5
2018,Lazio,matrimonio castello,0.19
2018,Liguria,matrimonio ristorante,0.0
2018,Liguria,matrimonio cascina,0.0
2018,Liguria,matrimonio borgo,0.0
2018,Liguria,matrimonio villa,0.66
2018,Liguria,matrimonio castello,0.34
2018,Lombardy,matrimonio ristorante,0.19
2018,Lombardy,matrimonio cascina,0.12
2018,Lombardy,matrimonio borgo,0.05
2018,Lombardy,matrimonio villa,0.46
2018,Lombardy,matrimonio castello,0.18
2018,Marche,matrimonio ristorante,0.0
2018,Marche,matrimonio cascina,0.0
2018,Marche,matrimonio borgo,0.0
2018,Marche,matrimonio villa,0.84
2018,Marche,matrimonio castello,0.16
2018,Molise,matrimonio ristorante,0.0
2018,Molise,matrimonio cascina,0.0
2018,Molise,matrimonio borgo,0.0
2018,Molise,matrimonio villa,0.0
2018,Molise,matrimonio castello,0.0
2018,Piedmont,matrimonio ristorante,0.29
2018,Piedmont,matrimonio cascina,0.0
2018,Piedmont,matrimonio borgo,0.0
2018,Piedmont,matrimonio villa,0.36
2018,Piedmont,matrimonio castello,0.35
2018,Sardinia,matrimonio ristorante,0.0
2018,Sardinia,matrimonio cascina,0.0
2018,Sardinia,matrimonio borgo,0.0
2018,Sardinia,matrimonio villa,1.0
2018,Sardinia,matrimonio castello,0.0
2018,Sicily,matrimonio ristorante,0.12
2018,Sicily,matrimonio cascina,0.0
2018,Sicily,matrimonio borgo,0.0
2018,Sicily,matrimonio villa,0.66
2018,Sicily,matrimonio castello,0.22
