Year,ticket_geo_region_name,Prof_type,Distribution
2018,Abruzzo,musica dj,0.0
2018,Abruzzo,fiori matrimonio,0.01
2018,Abruzzo,Torta matrimonio,0.0
2018,Abruzzo,Trucco sposa,0.03
2018,Abruzzo,bomboniere matrimonio,0.04
2018,Abruzzo,film matrimonio,0.04
2018,Abruzzo,ristorante matrimonio,0.03
2018,Abruzzo,Wedding planner,0.04
2018,Abruzzo,abiti da cerimonia,0.39
2018,Abruzzo,foto matrimonio,0.13
2018,Abruzzo,location matrimoni,0.06
2018,Abruzzo,gruppo musicale,0.22
2018,Aosta,film matrimonio,0.0
2018,Aosta,foto matrimonio,0.07
2018,Aosta,Wedding planner,0.0
2018,Aosta,ristorante matrimonio,0.0
2018,Aosta,abiti da cerimonia,0.93
2018,Apulia,musica dj,0.04
2018,Apulia,fiori matrimonio,0.07
2018,Apulia,Torta matrimonio,0.05
2018,Apulia,Trucco sposa,0.07
2018,Apulia,bomboniere matrimonio,0.08
2018,Apulia,film matrimonio,0.05
2018,Apulia,ristorante matrimonio,0.02
2018,Apulia,Wedding planner,0.07
2018,Apulia,abiti da cerimonia,0.34
2018,Apulia,foto matrimonio,0.09
2018,Apulia,location matrimoni,0.02
2018,Apulia,gruppo musicale,0.1
2018,Basilicata,musica dj,0.0
2018,Basilicata,fiori matrimonio,0.0
2018,Basilicata,Torta matrimonio,0.0
2018,Basilicata,Trucco sposa,0.0
2018,Basilicata,film matrimonio,0.05
2018,Basilicata,foto matrimonio,0.04
2018,Basilicata,ristorante matrimonio,0.0
2018,Basilicata,Wedding planner,0.04
2018,Basilicata,abiti da cerimonia,0.61
2018,Basilicata,location matrimoni,0.0
2018,Basilicata,bomboniere matrimonio,0.13
2018,Basilicata,gruppo musicale,0.13
2018,Calabria,musica dj,0.0
2018,Calabria,fiori matrimonio,0.06
2018,Calabria,Torta matrimonio,0.06
2018,Calabria,Trucco sposa,0.05
2018,Calabria,film matrimonio,0.06
2018,Calabria,foto matrimonio,0.07
2018,Calabria,ristorante matrimonio,0.04
2018,Calabria,Wedding planner,0.06
2018,Calabria,abiti da cerimonia,0.34
2018,Calabria,location matrimoni,0.04
2018,Calabria,bomboniere matrimonio,0.12
2018,Calabria,gruppo musicale,0.1
2018,Campania,musica dj,0.02
2018,Campania,fiori matrimonio,0.07
2018,Campania,Torta matrimonio,0.05
2018,Campania,Trucco sposa,0.06
2018,Campania,bomboniere matrimonio,0.05
2018,Campania,film matrimonio,0.03
2018,Campania,ristorante matrimonio,0.02
2018,Campania,Wedding planner,0.04
2018,Campania,abiti da cerimonia,0.43
2018,Campania,foto matrimonio,0.1
2018,Campania,location matrimoni,0.06
2018,Campania,gruppo musicale,0.1
2018,Emilia-Romagna,musica dj,0.08
2018,Emilia-Romagna,fiori matrimonio,0.14
2018,Emilia-Romagna,Torta matrimonio,0.07
2018,Emilia-Romagna,Trucco sposa,0.11
2018,Emilia-Romagna,bomboniere matrimonio,0.06
2018,Emilia-Romagna,film matrimonio,0.04
2018,Emilia-Romagna,ristorante matrimonio,0.03
2018,Emilia-Romagna,Wedding planner,0.06
2018,Emilia-Romagna,abiti da cerimonia,0.16
2018,Emilia-Romagna,foto matrimonio,0.07
2018,Emilia-Romagna,location matrimoni,0.04
2018,Emilia-Romagna,gruppo musicale,0.15
2018,Friuli-Venezia Giulia,musica dj,0.0
2018,Friuli-Venezia Giulia,fiori matrimonio,0.05
2018,Friuli-Venezia Giulia,Torta matrimonio,0.0
2018,Friuli-Venezia Giulia,Trucco sposa,0.04
2018,Friuli-Venezia Giulia,film matrimonio,0.05
2018,Friuli-Venezia Giulia,foto matrimonio,0.08
2018,Friuli-Venezia Giulia,ristorante matrimonio,0.04
2018,Friuli-Venezia Giulia,Wedding planner,0.07
2018,Friuli-Venezia Giulia,abiti da cerimonia,0.24
2018,Friuli-Venezia Giulia,location matrimoni,0.06
2018,Friuli-Venezia Giulia,bomboniere matrimonio,0.12
2018,Friuli-Venezia Giulia,gruppo musicale,0.25
