date,gazon artificiel
2018-01-07,0.0
2018-01-14,0.0
2018-01-21,0.0
2018-01-28,0.0
2018-02-04,0.0
2018-02-11,0.0
2018-02-18,0.23776223776223776
2018-02-25,0.0
2018-03-04,0.32167832167832167
2018-03-11,0.0
2018-03-18,0.0
2018-03-25,0.0
2018-04-01,0.24475524475524477
2018-04-08,0.0
2018-04-15,0.0
2018-04-22,0.23076923076923078
2018-04-29,0.6783216783216783
2018-05-06,0.5874125874125874
2018-05-13,0.0
2018-05-20,0.5944055944055944
2018-05-27,0.4755244755244755
2018-06-03,0.34965034965034963
2018-06-10,0.0
2018-06-17,0.34965034965034963
2018-06-24,0.34965034965034963
2018-07-01,0.23076923076923078
2018-07-08,0.24475524475524477
2018-07-15,0.2517482517482518
2018-07-22,0.0
2018-07-29,0.38461538461538464
2018-08-05,0.0
2018-08-12,0.0
2018-08-19,0.0
2018-08-26,0.2517482517482518
2018-09-02,0.0
2018-09-09,0.36363636363636365
2018-09-16,0.0
2018-09-23,0.24475524475524477
2018-09-30,0.35664335664335667
2018-10-07,0.0
2018-10-14,0.0
2018-10-21,0.0
2018-10-28,0.23776223776223776
2018-11-04,0.0
2018-11-11,0.0
2018-11-18,0.0
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.2517482517482518
2019-01-06,0.0
2019-01-13,0.32867132867132864
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,0.0
2019-02-17,0.0
2019-02-24,0.23776223776223776
2019-03-03,0.0
2019-03-10,0.3356643356643357
2019-03-17,0.0
2019-03-24,0.9440559440559441
2019-03-31,0.0
2019-04-07,0.5804195804195804
2019-04-14,0.0
2019-04-21,0.5804195804195804
2019-04-28,0.45454545454545453
2019-05-05,0.32167832167832167
2019-05-12,0.8111888111888111
2019-05-19,0.0
2019-05-26,0.34265734265734266
2019-06-02,0.5524475524475524
2019-06-09,0.5314685314685315
2019-06-16,0.6783216783216783
2019-06-23,0.0
2019-06-30,0.3356643356643357
2019-07-07,0.6993006993006993
2019-07-14,0.0
2019-07-21,0.0
2019-07-28,0.6083916083916084
2019-08-04,0.0
2019-08-11,0.24475524475524477
2019-08-18,0.0
2019-08-25,0.34265734265734266
2019-09-01,0.0
2019-09-08,0.3356643356643357
2019-09-15,0.0
2019-09-22,0.0
2019-09-29,0.0
2019-10-06,0.0
2019-10-13,0.3146853146853147
2019-10-20,0.0
2019-10-27,0.0
2019-11-03,0.0
2019-11-10,0.0
2019-11-17,0.0
2019-11-24,0.0
2019-12-01,0.0
2019-12-08,0.3006993006993007
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.0
2020-01-12,0.0
2020-01-19,0.2937062937062937
2020-01-26,0.2867132867132867
2020-02-02,0.0
2020-02-09,0.0
2020-02-16,0.0
2020-02-23,0.0
2020-03-01,0.3986013986013986
2020-03-08,0.27972027972027974
2020-03-15,0.2517482517482518
2020-03-22,0.16783216783216784
2020-03-29,0.40559440559440557
2020-04-05,0.5384615384615384
2020-04-12,1.0
2020-04-19,0.6293706293706294
2020-04-26,0.46853146853146854
2020-05-03,0.5594405594405595
2020-05-10,0.4195804195804196
2020-05-17,0.44755244755244755
2020-05-24,0.44755244755244755
2020-05-31,0.6853146853146853
2020-06-07,0.42657342657342656
2020-06-14,0.6363636363636364
2020-06-21,0.6993006993006993
