date,Automazione cancelli,Certificato conformità impianto elettrico,Certificazione energetica,Costruzione o sostituzione tetto,Cronotermostato e termostato,Finestre blindate,Impianto di allarme,Installazione impianto di domotica,Installazione o sostituzione doppi vetri,Installazione o sostituzione finestre,Installazione o sostituzione impianto di videosorveglianza,Installazione o sostituzione inferriate,Installazione o sostituzione pannelli fotovoltaici,Installazione o sostituzione porte blindate,Installazione o sostituzione serrature,Motorizzazione tapparelle,Rifacimento facciata,Riparazione o manutenzione tetto
2018-11-01,0.0,0.0,16.666666666666664,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,5.555555555555555,11.11111111111111,0.0,0.0,0.0,0.0
2018-12-01,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,0.0,5.555555555555555,22.22222222222222,5.555555555555555,0.0,0.0,11.11111111111111,0.0,0.0,27.77777777777778,0.0,0.0,11.11111111111111,5.555555555555555,0.0,0.0,0.0,0.0
2019-02-01,0.0,5.555555555555555,11.11111111111111,0.0,0.0,0.0,0.0,0.0,5.555555555555555,11.11111111111111,0.0,0.0,11.11111111111111,5.555555555555555,0.0,0.0,0.0,0.0
2019-03-01,0.0,0.0,16.666666666666664,5.555555555555555,0.0,0.0,16.666666666666664,0.0,0.0,11.11111111111111,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555
2019-04-01,0.0,0.0,5.555555555555555,16.666666666666664,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,5.555555555555555,5.555555555555555,0.0,0.0
2019-05-01,0.0,0.0,5.555555555555555,0.0,0.0,0.0,16.666666666666664,0.0,0.0,5.555555555555555,0.0,0.0,5.555555555555555,5.555555555555555,0.0,0.0,0.0,5.555555555555555
2019-06-01,5.555555555555555,0.0,0.0,11.11111111111111,0.0,0.0,5.555555555555555,0.0,0.0,5.555555555555555,5.555555555555555,0.0,11.11111111111111,5.555555555555555,0.0,0.0,0.0,0.0
2019-07-01,0.0,5.555555555555555,16.666666666666664,11.11111111111111,0.0,0.0,5.555555555555555,0.0,0.0,5.555555555555555,0.0,5.555555555555555,5.555555555555555,0.0,16.666666666666664,0.0,0.0,5.555555555555555
2019-08-01,5.555555555555555,0.0,5.555555555555555,16.666666666666664,0.0,0.0,11.11111111111111,0.0,0.0,16.666666666666664,11.11111111111111,0.0,11.11111111111111,5.555555555555555,0.0,0.0,0.0,5.555555555555555
2019-09-01,0.0,0.0,38.88888888888889,5.555555555555555,0.0,0.0,16.666666666666664,0.0,0.0,27.77777777777778,5.555555555555555,0.0,11.11111111111111,0.0,5.555555555555555,0.0,0.0,5.555555555555555
2019-10-01,16.666666666666664,0.0,16.666666666666664,0.0,0.0,0.0,5.555555555555555,0.0,0.0,5.555555555555555,0.0,5.555555555555555,16.666666666666664,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.0,0.0,5.555555555555555,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555
2019-12-01,5.555555555555555,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,5.555555555555555,0.0,0.0,5.555555555555555,5.555555555555555,0.0,0.0,0.0,0.0
2020-01-01,0.0,5.555555555555555,5.555555555555555,0.0,0.0,5.555555555555555,11.11111111111111,0.0,0.0,27.77777777777778,0.0,11.11111111111111,0.0,0.0,5.555555555555555,0.0,0.0,0.0
2020-02-01,5.555555555555555,0.0,22.22222222222222,0.0,0.0,16.666666666666664,5.555555555555555,0.0,5.555555555555555,50.0,0.0,5.555555555555555,33.33333333333333,16.666666666666664,5.555555555555555,0.0,5.555555555555555,0.0
2020-03-01,0.0,0.0,11.11111111111111,0.0,0.0,5.555555555555555,0.0,0.0,0.0,22.22222222222222,5.555555555555555,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0
2020-04-01,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,11.11111111111111,0.0,38.88888888888889,0.0,0.0,11.11111111111111,0.0,5.555555555555555,0.0,50.0,5.555555555555555,0.0,100.0,16.666666666666664,11.11111111111111,0.0,5.555555555555555,0.0
2020-06-01,5.555555555555555,0.0,27.77777777777778,0.0,0.0,0.0,0.0,0.0,0.0,27.77777777777778,0.0,0.0,16.666666666666664,5.555555555555555,0.0,0.0,0.0,0.0
2020-07-01,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
