date,Automazione cancelli,Certificato conformità impianto elettrico,Certificazione energetica,Costruzione o sostituzione tetto,Cronotermostato e termostato,Finestre blindate,Impianto di allarme,Installazione impianto di domotica,Installazione o sostituzione doppi vetri,Installazione o sostituzione finestre,Installazione o sostituzione impianto di videosorveglianza,Installazione o sostituzione inferriate,Installazione o sostituzione pannelli fotovoltaici,Installazione o sostituzione porte blindate,Installazione o sostituzione serrature,Motorizzazione tapparelle,Rifacimento facciata,Riparazione o manutenzione tetto
2018-01-01,0.0,5.555555555555555,5.555555555555555,0.0,0.0,0.0,5.555555555555555,0.0,0.0,16.666666666666664,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0
2018-02-01,0.0,0.0,5.555555555555555,0.0,0.0,0.0,33.33333333333333,0.0,0.0,16.666666666666664,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0
2018-03-01,0.0,0.0,11.11111111111111,0.0,0.0,0.0,5.555555555555555,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,0.0,0.0,5.555555555555555,5.555555555555555,0.0,0.0,11.11111111111111,0.0,0.0,5.555555555555555,5.555555555555555,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555
2018-05-01,0.0,0.0,5.555555555555555,11.11111111111111,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0
2018-06-01,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,5.555555555555555
2018-07-01,0.0,0.0,0.0,5.555555555555555,0.0,0.0,11.11111111111111,0.0,0.0,16.666666666666664,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0
2018-08-01,0.0,0.0,5.555555555555555,0.0,0.0,0.0,11.11111111111111,0.0,0.0,5.555555555555555,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,0.0,0.0,11.11111111111111,5.555555555555555,0.0,5.555555555555555,5.555555555555555,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0
2018-10-01,0.0,0.0,5.555555555555555,16.666666666666664,5.555555555555555,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,0.0,5.555555555555555,0.0,0.0,0.0,0.0,5.555555555555555
