date,Energiezertifizierer,Dachdecker,Elektriker,Solar,Fenster,Smart Home,bauen,Einbruch,Schlüsseldienst,Blumen
2018-01-07,0.0,0.0,10.862851952770209,27.15712988192552,26,0,18,0,5,34
2018-01-14,0.0,10.862851952770209,0.0,16.294277929155314,21,0,21,0,5,18
2018-01-21,0.0,10.862851952770209,0.0,10.862851952770209,42,0,24,0,5,13
2018-01-28,0.0,11.76808961550106,0.0,11.76808961550106,16,0,46,0,0,30
2018-02-04,0.0,0.0,11.76808961550106,18.104753254617016,26,0,20,6,0,23
2018-02-11,0.0,0.0,0.0,0.0,28,0,28,0,0,23
2018-02-18,0.0,0.0,0.0,22.63094156827127,16,5,13,0,5,27
2018-02-25,0.0,21.725703905540417,10.862851952770209,21.725703905540417,31,0,10,5,0,28
2018-03-04,0.0,21.725703905540417,10.862851952770209,10.862851952770209,26,10,10,0,5,13
2018-03-11,0.0,0.0,0.0,21.725703905540417,23,5,44,0,0,23
2018-03-18,0.0,10.862851952770209,0.0,21.725703905540417,18,0,13,5,0,26
2018-03-25,0.0,0.0,0.0,22.63094156827127,30,0,19,0,16,33
2018-04-01,0.0,0.0,12.673327278231909,24.44141689373297,35,0,24,0,0,27
2018-04-08,0.0,0.0,11.76808961550106,47.977596124735086,23,0,29,0,6,32
2018-04-15,0.0,0.0,11.76808961550106,23.53617923100212,26,0,11,0,0,28
2018-04-22,0.0,0.0,0.0,17.199515591886165,16,0,27,0,5,35
2018-04-29,0.0,0.0,10.862851952770209,21.725703905540417,28,0,36,0,0,41
2018-05-06,0.0,0.0,0.0,68.79806236754466,14,0,17,6,6,25
2018-05-13,0.0,10.862851952770209,0.0,38.01998183469573,16,0,42,0,0,39
2018-05-20,0.0,0.0,11.76808961550106,28.967605207387223,22,0,17,0,0,22
2018-05-27,0.0,11.76808961550106,11.76808961550106,11.76808961550106,20,0,17,0,0,17
2018-06-03,0.0,0.0,0.0,44.35664547381168,19,0,19,0,0,40
2018-06-10,0.0,0.0,10.862851952770209,38.01998183469573,15,0,23,0,0,18
2018-06-17,0.0,10.862851952770209,10.862851952770209,22.63094156827127,14,0,32,0,0,19
2018-06-24,0.0,10.862851952770209,0.0,22.63094156827127,16,0,22,5,0,24
2018-07-01,0.0,23.53617923100212,0.0,34.39903118377233,16,0,14,0,6,25
2018-07-08,0.0,12.673327278231909,37.11474417196488,56.12473508931274,24,0,15,0,0,21
2018-07-15,0.0,12.673327278231909,0.0,25.346654556463818,28,0,18,6,0,15
2018-07-22,0.0,0.0,0.0,26.25189221919467,13,6,35,6,0,13
2018-07-29,0.0,0.0,0.0,28.06236754465637,17,0,13,0,0,27
2018-08-05,0.0,0.0,0.0,24.44141689373297,24,0,32,0,0,32
2018-08-12,0.0,0.0,11.76808961550106,36.20950650923403,26,0,20,0,0,26
2018-08-19,0.0,0.0,11.76808961550106,23.53617923100212,28,0,30,0,6,30
2018-08-26,0.0,22.63094156827127,10.862851952770209,0.0,16,0,21,0,0,19
2018-09-02,0.0,23.53617923100212,0.0,28.967605207387223,17,0,11,6,0,36
2018-09-09,0.0,11.76808961550106,11.76808961550106,34.39903118377233,25,0,28,0,0,17
2018-09-16,0.0,0.0,0.0,34.39903118377233,16,11,22,0,0,27
2018-09-23,0.0,0.0,10.862851952770209,10.862851952770209,14,5,8,0,0,16
2018-09-30,0.0,0.0,19.009990917347864,30.778080532848925,24,6,30,0,0,9
2018-10-07,0.0,0.0,12.673327278231909,24.44141689373297,12,0,39,6,6,15
2018-10-14,0.0,0.0,0.0,11.76808961550106,23,6,14,0,0,22
2018-10-21,0.0,0.0,22.63094156827127,0.0,11,0,24,5,0,19
2018-10-28,0.0,0.0,21.725703905540417,16.294277929155314,18,0,16,8,0,29
2018-11-04,0.0,0.0,10.862851952770209,10.862851952770209,13,0,26,5,0,16
2018-11-11,0.0,10.862851952770209,10.862851952770209,16.294277929155314,37,0,18,5,5,18
2018-11-18,0.0,10.862851952770209,0.0,21.725703905540417,28,0,10,5,0,21
2018-11-25,0.0,0.0,10.862851952770209,42.54617014834999,21,0,26,5,0,31
2018-12-02,0.0,10.862851952770209,0.0,27.15712988192552,31,0,36,5,5,16
2018-12-09,0.0,0.0,10.862851952770209,21.725703905540417,24,5,21,0,5,10
2018-12-16,0.0,0.0,10.862851952770209,22.63094156827127,16,0,16,0,5,19
